id	line	column	filename	methodname	varname	vartype	lastassign	isparam	incondnum	bodyuse	if
0	80	8	IllegalInstantException.java	isIllegalInstant	ex	Throwable	PARAM_AS	1	1	NO_USE	1
0	80	8	IllegalInstantException.java	isIllegalInstant	THIS	IllegalInstantException	UNKNOWN_AS	0	0	NO_USE	0
1	97	8	AbstractDuration.java	compareTo	thisMillis	long	getMillis()	0	2	NO_USE	1
1	97	8	AbstractDuration.java	compareTo	otherMillis	long	getMillis()	0	2	NO_USE	1
1	97	8	AbstractDuration.java	compareTo	other	ReadableDuration	PARAM_AS	1	0	NO_USE	0
1	97	8	AbstractDuration.java	compareTo	THIS	AbstractDuration	UNKNOWN_AS	0	0	NO_USE	0
2	100	8	AbstractDuration.java	compareTo	thisMillis	long	getMillis()	0	2	NO_USE	1
2	100	8	AbstractDuration.java	compareTo	otherMillis	long	getMillis()	0	2	NO_USE	1
2	100	8	AbstractDuration.java	compareTo	other	ReadableDuration	PARAM_AS	1	0	NO_USE	0
2	100	8	AbstractDuration.java	compareTo	THIS	AbstractDuration	UNKNOWN_AS	0	0	NO_USE	0
3	113	8	AbstractDuration.java	isEqual	duration	ReadableDuration	PARAM_AS	1	1	NO_USE	1
3	113	8	AbstractDuration.java	isEqual	THIS	AbstractDuration	UNKNOWN_AS	0	0	NO_USE	0
4	126	8	AbstractDuration.java	isLongerThan	duration	ReadableDuration	PARAM_AS	1	1	NO_USE	1
4	126	8	AbstractDuration.java	isLongerThan	THIS	AbstractDuration	UNKNOWN_AS	0	0	NO_USE	0
5	139	8	AbstractDuration.java	isShorterThan	duration	ReadableDuration	PARAM_AS	1	1	NO_USE	1
5	139	8	AbstractDuration.java	isShorterThan	THIS	AbstractDuration	UNKNOWN_AS	0	0	NO_USE	0
6	154	8	AbstractDuration.java	equals	duration	Object	PARAM_AS	1	2	NO_USE	1
6	154	8	AbstractDuration.java	equals	THIS	AbstractDuration	UNKNOWN_AS	0	1	NO_USE	1
7	157	8	AbstractDuration.java	equals	duration	Object	PARAM_AS	1	2	NO_USE	1
7	157	8	AbstractDuration.java	equals	THIS	AbstractDuration	UNKNOWN_AS	0	1	NO_USE	0
8	197	8	AbstractDuration.java	toString	millis	long	getMillis()	0	2	NO_USE	1
8	197	8	AbstractDuration.java	toString	buf	StringBuffer	CLASS_INSTANCE_CREATION	0	0	CLALLER_USE	0
8	197	8	AbstractDuration.java	toString	negative	boolean	OTHERS	0	0	NO_USE	0
8	197	8	AbstractDuration.java	toString	THIS	AbstractDuration	UNKNOWN_AS	0	0	NO_USE	0
9	171	12	AbstractPartial.java	indexOf	i	int	0	0	1	RET_USE	1
9	171	12	AbstractPartial.java	indexOf	isize	int	size()	0	0	NO_USE	0
9	171	12	AbstractPartial.java	indexOf	type	DateTimeFieldType	PARAM_AS	1	1	NO_USE	1
9	171	12	AbstractPartial.java	indexOf	THIS	AbstractPartial	UNKNOWN_AS	0	1	NO_USE	1
10	188	8	AbstractPartial.java	indexOfSupported	index	int	indexOf()	0	1	NO_USE	1
10	188	8	AbstractPartial.java	indexOfSupported	type	DateTimeFieldType	PARAM_AS	1	0	+	0
10	188	8	AbstractPartial.java	indexOfSupported	THIS	AbstractPartial	UNKNOWN_AS	0	0	NO_USE	0
11	203	12	AbstractPartial.java	indexOf	i	int	0	0	1	RET_USE	1
11	203	12	AbstractPartial.java	indexOf	isize	int	size()	0	0	NO_USE	0
11	203	12	AbstractPartial.java	indexOf	type	DurationFieldType	PARAM_AS	1	1	NO_USE	1
11	203	12	AbstractPartial.java	indexOf	THIS	AbstractPartial	UNKNOWN_AS	0	1	NO_USE	1
12	220	8	AbstractPartial.java	indexOfSupported	index	int	indexOf()	0	1	NO_USE	1
12	220	8	AbstractPartial.java	indexOfSupported	type	DurationFieldType	PARAM_AS	1	0	+	0
12	220	8	AbstractPartial.java	indexOfSupported	THIS	AbstractPartial	UNKNOWN_AS	0	0	NO_USE	0
13	255	8	AbstractPartial.java	equals	partial	Object	PARAM_AS	1	2	NO_USE	1
13	255	8	AbstractPartial.java	equals	THIS	AbstractPartial	UNKNOWN_AS	0	4	NO_USE	1
14	258	8	AbstractPartial.java	equals	partial	Object	PARAM_AS	1	2	NO_USE	1
14	258	8	AbstractPartial.java	equals	THIS	AbstractPartial	UNKNOWN_AS	0	4	NO_USE	0
15	262	8	AbstractPartial.java	equals	other	ReadablePartial	CAST	0	3	NO_USE	1
15	262	8	AbstractPartial.java	equals	partial	Object	PARAM_AS	1	2	NO_USE	0
15	262	8	AbstractPartial.java	equals	THIS	AbstractPartial	UNKNOWN_AS	0	4	NO_USE	1
16	266	12	AbstractPartial.java	equals	i	int	0	0	4	NO_USE	1
16	266	12	AbstractPartial.java	equals	isize	int	size()	0	0	NO_USE	0
