BinaryMutation.java,mutate,original,null,0,MathIllegalArgumentException,$ instanceof BinaryChromosome
FixedElapsedTime.java,FixedElapsedTime,maxTime,long,0,NumberIsTooSmallException,$ < 0
FixedElapsedTime.java,isSatisfied,endTime,long,0,DEF,$ < 0
RandomKey.java,decodeGeneric,representation,List<Double>,0,DimensionMismatchException,$.size() != l
RandomKey.java,decodeGeneric,sortedRepr,List<Double>,0,DimensionMismatchException,$.size() != l
RandomKey.java,isSame,another,null,0,RET,$ instanceof RandomKey<?>
RandomKey.java,checkValidity,val,double,0,InvalidRepresentationException,$ < 0
RandomKey.java,checkValidity,val,double,0,InvalidRepresentationException,$ > 1
RandomKey.java,inducedPermutation,index,int,0,MathIllegalArgumentException,$ == -1
GeneticAlgorithm.java,GeneticAlgorithm,crossoverRate,double,0,OutOfRangeException,$ < 0
GeneticAlgorithm.java,GeneticAlgorithm,crossoverRate,double,0,OutOfRangeException,$ > 1
GeneticAlgorithm.java,GeneticAlgorithm,mutationRate,double,0,OutOfRangeException,$ < 0
GeneticAlgorithm.java,GeneticAlgorithm,mutationRate,double,0,OutOfRangeException,$ > 1
OrderedCrossover.java,crossover,first,null,0,MathIllegalArgumentException,$ instanceof AbstractListChromosome<?>
OrderedCrossover.java,crossover,second,null,0,MathIllegalArgumentException,$ instanceof AbstractListChromosome<?>
Chromosome.java,searchForFitnessUpdate,sameChromosome,Chromosome,0,DEF,$ != null
ElitisticListPopulation.java,setElitismRate,elitismRate,double,0,OutOfRangeException,$ < 0
ElitisticListPopulation.java,setElitismRate,elitismRate,double,0,OutOfRangeException,$ > 1
NPointCrossover.java,NPointCrossover,crossoverPoints,int,0,NotStrictlyPositiveException,$ <= 0
NPointCrossover.java,crossover,first,null,0,MathIllegalArgumentException,$ instanceof AbstractListChromosome<?>
NPointCrossover.java,crossover,second,null,0,MathIllegalArgumentException,$ instanceof AbstractListChromosome<?>
NPointCrossover.java,mate,crossoverPoints,int,0,NumberIsTooLargeException,$ >= length
CycleCrossover.java,crossover,first,null,0,MathIllegalArgumentException,$ instanceof AbstractListChromosome<?>
CycleCrossover.java,crossover,second,null,0,MathIllegalArgumentException,$ instanceof AbstractListChromosome<?>
CycleCrossover.java,mate,cycle,int,0,DEF,$++ % 2 != 0
CycleCrossover.java,mate,idx,int,0,DEF,$ >= length
BinaryChromosome.java,checkValidity,i,int,0,InvalidRepresentationException,$ < 0
BinaryChromosome.java,checkValidity,i,int,0,InvalidRepresentationException,$ >1
BinaryChromosome.java,isSame,another,null,0,RET,$ instanceof BinaryChromosome
OnePointCrossover.java,crossover,first,null,0,MathIllegalArgumentException,$ instanceof AbstractListChromosome<?>
OnePointCrossover.java,crossover,second,null,0,MathIllegalArgumentException,$ instanceof AbstractListChromosome<?>
RandomKeyMutation.java,mutate,original,null,0,MathIllegalArgumentException,$ instanceof RandomKey<?>
UniformCrossover.java,UniformCrossover,ratio,double,0,OutOfRangeException,$ < 0.0d
UniformCrossover.java,UniformCrossover,ratio,double,0,OutOfRangeException,$ > 1.0d
UniformCrossover.java,crossover,first,null,0,MathIllegalArgumentException,$ instanceof AbstractListChromosome<?>
UniformCrossover.java,crossover,second,null,0,MathIllegalArgumentException,$ instanceof AbstractListChromosome<?>
UniformCrossover.java,mate,random,RandomGenerator,1,DEF,$.nextDouble() < ratio
ListPopulation.java,ListPopulation,chromosomes,List<Chromosome>,0,NullArgumentException,$ == null
ListPopulation.java,ListPopulation,populationLimit,int,0,NotPositiveException,$ <= 0
ListPopulation.java,ListPopulation,chromosomes,List<Chromosome>,0,NumberIsTooLargeException,$.size() > populationLimit
ListPopulation.java,setChromosomes,chromosomes,List<Chromosome>,0,NullArgumentException,$ == null
ListPopulation.java,setChromosomes,chromosomes,List<Chromosome>,0,NumberIsTooLargeException,$.size() > populationLimit
ListPopulation.java,addChromosomes,chromosomeColl,Collection<Chromosome>,0,NumberIsTooLargeException,chromosomes.size() + $.size() > populationLimit
ListPopulation.java,addChromosomes,chromosomes,List<Chromosome>,0,NumberIsTooLargeException,$.size() + chromosomeColl.size() > populationLimit
ListPopulation.java,addChromosome,chromosomes,List<Chromosome>,0,NumberIsTooLargeException,$.size() >= populationLimit
ListPopulation.java,getFittestChromosome,bestChromosome,Chromosome,0,DEF,chromosome.compareTo($) > 0
ListPopulation.java,getFittestChromosome,chromosome,Chromosome,0,DEF,$.compareTo(bestChromosome) > 0
ListPopulation.java,setPopulationLimit,populationLimit,int,0,NotPositiveException,$ <= 0
FixedGenerationCount.java,FixedGenerationCount,maxGenerations,int,0,NumberIsTooSmallException,$ <= 0
SmallPrimes.java,boundedTrialDivision,n,int,0,DEF,$ != 1
SmallPrimes.java,millerRabinPrimeTest,n,int,0,DEF,$ >= 2047
SmallPrimes.java,millerRabinPrimeTest,n,int,0,DEF,$ >= 1373653
SmallPrimes.java,millerRabinPrimeTest,n,int,0,DEF,$ >= 25326001
SmallPrimes.java,millerRabinPrimeTest,y,int,0,RET,$ != nMinus1
SmallPrimes.java,millerRabinPrimeTest,nMinus1,int,0,RET,$ != y
PollardRho.java,gcdPositive,a,int,1,RET,$ == 0
PollardRho.java,gcdPositive,b,int,0,RET,$ == 0
Primes.java,isPrime,n,int,0,RET,$ < 2
Primes.java,nextPrime,n,int,0,MathIllegalArgumentException,$ < 0
Primes.java,nextPrime,n,int,0,RET,$ == 2
Primes.java,nextPrime,n,int,0,RET,$ == 1
Primes.java,primeFactors,n,int,0,MathIllegalArgumentException,$ < 2
ConjugateGradient.java,solveInPlace,m,RealLinearOperator,1,DEF,$ == null
ConjugateGradient.java,solveInPlace,rnorm,double,0,RET,$ <= rmax
ConjugateGradient.java,solveInPlace,m,RealLinearOperator,0,DEF,$ != null
ConjugateGradient.java,solveInPlace,rhoNext,double,0,DEF,$ <= 0.
ConjugateGradient.java,solveInPlace,manager,IterationManager,1,DEF,$.getIterations() == 2
ConjugateGradient.java,solveInPlace,pq,double,0,DEF,$ <= 0.
ConjugateGradient.java,solveInPlace,rnorm,double,0,RET,$ <= rmax
JacobiPreconditioner.java,create,a,RealLinearOperator,0,NonSquareOperatorException,$.getRowDimension() != n
JacobiPreconditioner.java,create,a,null,1,DEF,$ instanceof AbstractRealMatrix
RealVectorFormat.java,format,i,int,0,DEF,$ > 0
RealVectorFormat.java,parse,parsePosition,ParsePosition,0,MathParseException,$.getIndex() == 0
RealVectorFormat.java,parse,component,Number,1,DEF,$ != null
Array2DRowRealMatrix.java,Array2DRowRealMatrix,d,double[][],0,NullArgumentException,$ == null
Array2DRowRealMatrix.java,Array2DRowRealMatrix,nRows,int,0,NoDataException,$ == 0
Array2DRowRealMatrix.java,Array2DRowRealMatrix,nCols,int,0,NoDataException,$ == 0
Array2DRowRealMatrix.java,Array2DRowRealMatrix,r,int,0,DimensionMismatchException,d[$].length != nCols
Array2DRowRealMatrix.java,Array2DRowRealMatrix,d,double[][],0,DimensionMismatchException,$[r].length != nCols
Array2DRowRealMatrix.java,setSubMatrix,data,double[][],1,DimensionMismatchException,$ == null
Array2DRowRealMatrix.java,setSubMatrix,row,int,0,MathIllegalStateException,$ > 0
Array2DRowRealMatrix.java,setSubMatrix,column,int,0,MathIllegalStateException,$ > 0
Array2DRowRealMatrix.java,setSubMatrix,nRows,int,0,NoDataException,$ == 0
Array2DRowRealMatrix.java,setSubMatrix,nCols,int,0,NoDataException,$ == 0
Array2DRowRealMatrix.java,setSubMatrix,i,int,0,DimensionMismatchException,subMatrix[$].length != nCols
Array2DRowRealMatrix.java,setSubMatrix,subMatrix,double[][],0,DimensionMismatchException,$[i].length != nCols
Array2DRowRealMatrix.java,operate,v,double[],0,DimensionMismatchException,$.length != nCols
Array2DRowRealMatrix.java,preMultiply,v,double[],0,DimensionMismatchException,$.length != nRows
AbstractRealMatrix.java,AbstractRealMatrix,rowDimension,int,0,NotStrictlyPositiveException,$ < 1
AbstractRealMatrix.java,AbstractRealMatrix,columnDimension,int,0,NotStrictlyPositiveException,$ < 1
AbstractRealMatrix.java,power,p,int,0,NotPositiveException,$ < 0
AbstractRealMatrix.java,power,p,int,0,RET,$ == 0
AbstractRealMatrix.java,power,p,int,0,RET,$ == 1
AbstractRealMatrix.java,power,i,int,0,DEF,binaryRepresentation[$] == '1'
AbstractRealMatrix.java,power,binaryRepresentation,char[],0,DEF,$[i] == '1'
AbstractRealMatrix.java,power,maxI,int,0,DEF,$ == -1
AbstractRealMatrix.java,visit,row,int,0,DEF,$ == endRow
AbstractRealMatrix.java,copySubMatrix,destination,double[][],0,MatrixDimensionMismatchException,$.length < rowsCount
AbstractRealMatrix.java,copySubMatrix,destination,double[][],0,MatrixDimensionMismatchException,$[0].length < columnsCount
AbstractRealMatrix.java,copySubMatrix,destination,double[][],0,MatrixDimensionMismatchException,$[i].length < columnsCount
AbstractRealMatrix.java,copySubMatrix,i,int,0,MatrixDimensionMismatchException,destination[$].length < columnsCount
AbstractRealMatrix.java,copySubMatrix,destination,double[][],0,MatrixDimensionMismatchException,$.length < selectedRows.length
AbstractRealMatrix.java,copySubMatrix,destination,double[][],0,MatrixDimensionMismatchException,$[0].length < nCols
AbstractRealMatrix.java,copySubMatrix,destinationI,double[],0,MatrixDimensionMismatchException,$.length < nCols
AbstractRealMatrix.java,setSubMatrix,nRows,int,0,NoDataException,$ == 0
