id	line	column	filename	methodname	varname	vartype	lastassign	isparam	incondnum	bodyuse	if
0	101	8	AnnotationUtils.java	equals	a1	Annotation	PARAM_AS	1	2	NO_USE	1
0	101	8	AnnotationUtils.java	equals	a2	Annotation	PARAM_AS	1	2	NO_USE	1
0	101	8	AnnotationUtils.java	equals	THIS	AnnotationUtils	UNKNOWN_AS	0	3	NO_USE	0
1	104	8	AnnotationUtils.java	equals	a1	Annotation	PARAM_AS	1	2	NO_USE	1
1	104	8	AnnotationUtils.java	equals	a2	Annotation	PARAM_AS	1	2	NO_USE	1
1	104	8	AnnotationUtils.java	equals	THIS	AnnotationUtils	UNKNOWN_AS	0	3	NO_USE	0
2	111	8	AnnotationUtils.java	equals	type	Class<? extends Annotation>	annotationType()	0	1	NO_USE	1
2	111	8	AnnotationUtils.java	equals	type2	Class<? extends Annotation>	annotationType()	0	1	NO_USE	1
2	111	8	AnnotationUtils.java	equals	a1	Annotation	PARAM_AS	1	2	NO_USE	0
2	111	8	AnnotationUtils.java	equals	a2	Annotation	PARAM_AS	1	2	NO_USE	0
2	111	8	AnnotationUtils.java	equals	THIS	AnnotationUtils	UNKNOWN_AS	0	3	NO_USE	0
3	116	16	AnnotationUtils.java	equals	type	Class<? extends Annotation>	annotationType()	0	1	NO_USE	0
3	116	16	AnnotationUtils.java	equals	type2	Class<? extends Annotation>	annotationType()	0	1	NO_USE	0
3	116	16	AnnotationUtils.java	equals	a1	Annotation	PARAM_AS	1	2	PARAM_USE	0
3	116	16	AnnotationUtils.java	equals	a2	Annotation	PARAM_AS	1	2	PARAM_USE	0
3	116	16	AnnotationUtils.java	equals	THIS	AnnotationUtils	UNKNOWN_AS	0	3	CLALLER_USE	1
4	120	20	AnnotationUtils.java	equals	v1	Object	invoke()	0	1	NO_USE	1
4	120	20	AnnotationUtils.java	equals	v2	Object	invoke()	0	1	NO_USE	1
4	120	20	AnnotationUtils.java	equals	type	Class<? extends Annotation>	annotationType()	0	1	NO_USE	0
4	120	20	AnnotationUtils.java	equals	type2	Class<? extends Annotation>	annotationType()	0	1	NO_USE	0
4	120	20	AnnotationUtils.java	equals	a1	Annotation	PARAM_AS	1	2	NO_USE	0
4	120	20	AnnotationUtils.java	equals	a2	Annotation	PARAM_AS	1	2	NO_USE	0
4	120	20	AnnotationUtils.java	equals	THIS	AnnotationUtils	UNKNOWN_AS	0	3	NO_USE	1
5	162	12	AnnotationUtils.java	toString	builder	ToStringBuilder	CLASS_INSTANCE_CREATION	0	0	NO_USE	0
5	162	12	AnnotationUtils.java	toString	a	Annotation	PARAM_AS	1	0	NO_USE	0
5	162	12	AnnotationUtils.java	toString	THIS	AnnotationUtils	UNKNOWN_AS	0	1	NO_USE	1
6	184	8	AnnotationUtils.java	isValidAnnotationMemberType	type	Class<?>	PARAM_AS	1	2	NO_USE	1
6	184	8	AnnotationUtils.java	isValidAnnotationMemberType	THIS	AnnotationUtils	UNKNOWN_AS	0	0	NO_USE	0
7	187	8	AnnotationUtils.java	isValidAnnotationMemberType	type	Class<?>	PARAM_AS	1	2	CLALLER_USE	1
7	187	8	AnnotationUtils.java	isValidAnnotationMemberType	THIS	AnnotationUtils	UNKNOWN_AS	0	0	NO_USE	0
8	198	8	AnnotationUtils.java	hashMember	part1	int	*	0	0	RET_USE	0
8	198	8	AnnotationUtils.java	hashMember	name	String	PARAM_AS	1	0	NO_USE	0
8	198	8	AnnotationUtils.java	hashMember	value	Object	PARAM_AS	1	3	NO_USE	1
8	198	8	AnnotationUtils.java	hashMember	THIS	AnnotationUtils	UNKNOWN_AS	0	0	NO_USE	0
9	201	8	AnnotationUtils.java	hashMember	part1	int	*	0	0	^	0
9	201	8	AnnotationUtils.java	hashMember	name	String	PARAM_AS	1	0	NO_USE	0
9	201	8	AnnotationUtils.java	hashMember	value	Object	PARAM_AS	1	3	CLALLER_USE	1
9	201	8	AnnotationUtils.java	hashMember	THIS	AnnotationUtils	UNKNOWN_AS	0	0	CLALLER_USE	0
10	204	8	AnnotationUtils.java	hashMember	part1	int	*	0	0	^	0
10	204	8	AnnotationUtils.java	hashMember	name	String	PARAM_AS	1	0	NO_USE	0
10	204	8	AnnotationUtils.java	hashMember	value	Object	PARAM_AS	1	3	OTHER_USE	1
10	204	8	AnnotationUtils.java	hashMember	THIS	AnnotationUtils	UNKNOWN_AS	0	0	CLALLER_USE	0
11	211	8	AnnotationUtils.java	memberEquals	type	Class<?>	PARAM_AS	1	2	NO_USE	0
11	211	8	AnnotationUtils.java	memberEquals	o1	Object	PARAM_AS	1	2	NO_USE	1
11	211	8	AnnotationUtils.java	memberEquals	o2	Object	PARAM_AS	1	2	NO_USE	1
11	211	8	AnnotationUtils.java	memberEquals	THIS	AnnotationUtils	UNKNOWN_AS	0	0	NO_USE	0
12	214	8	AnnotationUtils.java	memberEquals	type	Class<?>	PARAM_AS	1	2	NO_USE	0
12	214	8	AnnotationUtils.java	memberEquals	o1	Object	PARAM_AS	1	2	NO_USE	1
12	214	8	AnnotationUtils.java	memberEquals	o2	Object	PARAM_AS	1	2	NO_USE	1
12	214	8	AnnotationUtils.java	memberEquals	THIS	AnnotationUtils	UNKNOWN_AS	0	0	NO_USE	0
13	217	8	AnnotationUtils.java	memberEquals	type	Class<?>	PARAM_AS	1	2	CLALLER_USE	1
13	217	8	AnnotationUtils.java	memberEquals	o1	Object	PARAM_AS	1	2	PARAM_USE	0
13	217	8	AnnotationUtils.java	memberEquals	o2	Object	PARAM_AS	1	2	PARAM_USE	0
13	217	8	AnnotationUtils.java	memberEquals	THIS	AnnotationUtils	UNKNOWN_AS	0	0	CLALLER_USE	0
14	220	8	AnnotationUtils.java	memberEquals	type	Class<?>	PARAM_AS	1	2	NO_USE	1
14	220	8	AnnotationUtils.java	memberEquals	o1	Object	PARAM_AS	1	2	OTHER_USE	0
14	220	8	AnnotationUtils.java	memberEquals	o2	Object	PARAM_AS	1	2	OTHER_USE	0
14	220	8	AnnotationUtils.java	memberEquals	THIS	AnnotationUtils	UNKNOWN_AS	0	0	CLALLER_USE	0
15	227	8	AnnotationUtils.java	arrayMemberEquals	componentType	Class<?>	PARAM_AS	1	9	NO_USE	1
15	227	8	AnnotationUtils.java	arrayMemberEquals	o1	Object	PARAM_AS	1	0	OTHER_USE	0
15	227	8	AnnotationUtils.java	arrayMemberEquals	o2	Object	PARAM_AS	1	0	OTHER_USE	0
15	227	8	AnnotationUtils.java	arrayMemberEquals	THIS	AnnotationUtils	UNKNOWN_AS	0	0	CLALLER_USE	0
16	230	8	AnnotationUtils.java	arrayMemberEquals	componentType	Class<?>	PARAM_AS	1	9	NO_USE	1
16	230	8	AnnotationUtils.java	arrayMemberEquals	o1	Object	PARAM_AS	1	0	OTHER_USE	0
16	230	8	AnnotationUtils.java	arrayMemberEquals	o2	Object	PARAM_AS	1	0	OTHER_USE	0
16	230	8	AnnotationUtils.java	arrayMemberEquals	THIS	AnnotationUtils	UNKNOWN_AS	0	0	NO_USE	0
17	233	8	AnnotationUtils.java	arrayMemberEquals	componentType	Class<?>	PARAM_AS	1	9	NO_USE	1
17	233	8	AnnotationUtils.java	arrayMemberEquals	o1	Object	PARAM_AS	1	0	OTHER_USE	0
