288,462,1119,398,44,1,1,21,1
288,462,0,458,46,0,29,21,0
288,462,1562,458,38,0,13,21,1
288,462,1119,398,44,1,1,21,0
288,462,0,458,46,0,29,21,1
288,462,1562,458,38,0,13,21,1
288,462,1119,398,44,1,1,21,0
288,462,0,458,46,0,29,21,1
247,68,974,717,44,1,0,21,0
247,68,1491,717,44,1,1,21,1
247,68,0,382,46,0,0,21,0
247,462,1119,398,44,1,1,21,1
247,462,0,382,46,0,29,21,0
247,462,1562,382,38,0,13,21,1
247,462,1119,398,44,1,1,21,0
247,462,0,382,46,0,29,21,1
247,462,1562,382,38,0,13,21,1
247,462,1119,398,44,1,1,21,0
247,462,0,382,46,0,29,21,1
287,77,251,718,44,1,1,21,1
287,77,0,457,46,0,0,21,0
287,462,1119,398,44,1,1,21,1
287,462,0,457,46,0,0,21,0
219,462,1119,398,44,1,1,21,1
219,462,0,343,46,0,29,21,0
219,462,1562,343,38,0,13,21,1
219,462,1119,398,44,1,1,21,0
219,462,0,343,46,0,29,21,1
219,462,1562,343,38,0,13,21,1
219,462,1119,398,44,1,1,21,0
219,462,0,343,46,0,29,21,1
102,458,1,719,44,1,23,21,1
102,458,100,719,44,1,23,14,0
102,458,0,159,46,0,13,21,0
102,458,1,719,44,1,23,21,0
102,458,100,719,44,1,23,21,1
102,458,0,159,46,0,13,21,0
102,458,1,719,44,1,23,21,1
102,458,100,719,44,1,23,21,1
102,458,0,159,46,0,13,21,1
102,458,601,723,7,0,13,21,1
102,458,1,719,44,1,23,21,1
102,458,100,719,44,1,23,21,1
102,458,0,159,46,0,13,21,0
102,297,1461,719,44,1,13,21,1
102,297,0,159,46,0,0,21,0
102,297,601,723,7,0,1,17,1
102,297,245,719,37,0,0,18,0
102,297,1461,719,44,1,13,18,1
102,297,0,159,46,0,0,20,0
102,243,338,630,44,1,1,21,1
102,243,258,723,44,1,0,21,0
102,243,0,159,46,0,0,21,0
102,243,1055,383,558,0,1,19,1
102,243,1274,723,7,0,0,21,0
102,243,1611,717,8,0,0,21,0
102,243,1350,723,471,0,0,21,0
102,243,338,630,44,1,1,21,0
102,243,258,723,44,1,0,21,0
102,243,0,159,46,0,0,21,0
102,243,338,630,44,1,1,21,1
102,243,258,723,44,1,0,21,0
102,243,1716,724,44,1,0,21,0
102,243,0,159,46,0,0,21,0
102,243,1349,723,36,0,1,23,1
102,243,1703,723,7,0,0,21,0
102,243,1611,717,8,0,0,21,0
102,243,1350,723,471,0,1,21,1
102,243,338,630,44,1,1,19,0
102,243,258,723,44,1,0,23,0
102,243,1716,724,44,1,0,21,0
102,243,0,159,46,0,0,21,0
102,243,1055,383,558,0,1,19,1
102,243,1349,723,36,0,1,21,0
102,243,1703,723,7,0,0,21,0
102,243,1611,717,8,0,0,21,0
102,243,1350,723,471,0,1,21,0
102,243,338,630,44,1,1,21,0
102,243,258,723,44,1,0,21,0
102,243,1716,724,44,1,0,21,0
102,243,0,159,46,0,0,21,0
102,268,338,630,44,1,1,21,1
102,268,1349,723,44,1,0,21,0
102,268,0,159,46,0,0,21,0
102,268,1055,383,558,0,1,19,1
102,268,183,723,7,0,0,21,0
102,268,1611,717,8,0,0,21,0
102,268,259,723,225,0,0,21,0
102,268,338,630,44,1,1,21,0
102,268,1349,723,44,1,0,21,0
102,268,0,159,46,0,0,21,0
102,268,338,630,44,1,1,21,1
102,268,1349,723,44,1,0,21,0
102,268,1714,724,44,1,0,21,0
102,268,0,159,46,0,0,21,0
102,268,252,723,36,0,1,23,1
102,268,1703,723,7,0,0,21,0
102,268,1611,717,8,0,0,21,0
102,268,253,723,225,0,1,21,1
102,268,338,630,44,1,1,19,0
102,268,1349,723,44,1,0,23,0
102,268,1714,724,44,1,0,21,0
102,268,0,159,46,0,0,21,0
102,268,1055,383,558,0,1,19,1
102,268,252,723,36,0,1,21,0
102,268,1703,723,7,0,0,21,0
102,268,1611,717,8,0,0,21,0
102,268,253,723,225,0,1,21,0
102,268,338,630,44,1,1,21,0
102,268,1349,723,44,1,0,21,0
102,268,1714,724,44,1,0,21,0
102,268,0,159,46,0,0,21,0
102,337,338,718,44,1,1,21,1
102,337,0,159,46,0,0,21,0
102,338,338,719,44,1,1,21,1
102,338,0,159,46,0,0,21,0
102,533,338,320,44,1,1,21,1
102,533,0,159,46,0,0,21,0
102,533,1703,383,558,0,1,19,1
102,533,601,723,7,0,0,21,0
102,533,1328,191,39,0,0,21,0
102,533,1611,717,8,0,0,6,0
102,533,338,320,44,1,1,21,0
102,533,0,159,46,0,0,21,0
102,533,1703,383,558,0,1,19,1
102,533,601,723,7,0,0,21,0
102,533,1328,191,39,0,0,21,0
102,533,1611,717,4,0,0,21,0
102,533,1358,717,8,0,0,6,0
102,533,338,320,44,1,1,21,0
102,533,0,159,46,0,0,21,0
195,54,1654,313,44,1,0,21,0
195,54,1138,525,44,1,1,21,1
