id	oracle
509	element != null
510	top == null
511	element != null
512	node.element == element
513	node.element.compareTo(element) > 0
514	node.element.compareTo(reference) < 0
515	node.right == null
516	node.left == null
517	node.element.compareTo(reference) > 0
518	node.left == null
519	node.right == null
947	p < 0.0
947	p > 1.0
948	FastMath.abs(rootFindingFunction.value(lowerBound)) < getSolverAbsoluteAccuracy()
949	FastMath.abs(rootFindingFunction.value(upperBound)) < getSolverAbsoluteAccuracy()
950	sampleSize <= 0
999	x0 > x1
1000	numericalMeanIsCalculated
1001	numericalVarianceIsCalculated
1184	rowDimension <= 0
1185	columnDimension <= 0
1186	d == null
1187	d.length == 0
1188	d[0].length == 0
1189	d.length == 0
1190	columns < 0
1191	p < 0
1192	isSquare()
1193	p == 0
1194	p == 1
1195	binaryRepresentation[i] == '1'
1196	destination[0].length < columnsCount
1196	destination.length < rowsCount
1197	destination.length < selectedRows.length
1197	destination[0].length < selectedColumns.length
1198	subMatrix == null
1199	nRows == 0
1200	nCols == 0
1201	subMatrix[r].length != nCols
1202	matrix.getColumnDimension() != nCols
1202	matrix.getRowDimension() != 1
1203	matrix.getColumnDimension() != 1
1203	matrix.getRowDimension() != nRows
1204	vector.getDimension() != nCols
1205	vector.getDimension() != nRows
1206	array.length != nCols
1207	array.length != nRows
1208	nRows != nCols
1209	v.length != nCols
1210	v.getDimension() != nCols
1211	v.length != nRows
1212	v.getDimension() != nRows
1213	i > 0
1214	j > 0
1215	object == this
1216	object instanceof FieldMatrix<?> == false
1217	m.getColumnDimension() != nCols
1217	m.getRowDimension() != nRows
1218	getEntry(row, col).equals(m.getEntry(row, col))
1219	row < 0
1219	row >= getRowDimension()
1220	column >= getColumnDimension()
1220	column < 0
1221	endRow < startRow
1222	endColumn < startColumn
1223	selectedRows == null
1223	selectedColumns == null
1224	selectedColumns.length == 0
1224	selectedRows.length == 0
1225	getRowDimension() != m.getRowDimension()
1225	getColumnDimension() != m.getColumnDimension()
1226	getColumnDimension() != m.getColumnDimension()
1226	getRowDimension() != m.getRowDimension()
1227	getColumnDimension() != m.getRowDimension()
850	format == null
851	format == null
852	index < n
853	index < n
901	x1 < x0
902	FastMath.floor(x0) < x0
903	fl == x
904	x1 < x0
905	p > 1
905	p < 0
906	pm > p
907	xm == x1
908	xm == x0
909	sampleSize <= 0
910	Double.isNaN(result)
2226	++evaluations > maxEvaluations
2227	statesInitialized
2228	state.evaluateStep(interpolator)
2229	isLastStep
2230	currentEvent.reset(eventT, eventY)
2231	currentEvent.evaluateStep(interpolator)
2232	cause instanceof MathUserException
2232	cause != null
2233	ode.getDimension() != y0.length
2234	ode.getDimension() != y.length
2235	FastMath.abs(t - t0) <= 1.0e-12 * FastMath.max(FastMath.abs(t0), FastMath.abs(t))
1532	weightedResidualJacobian.length != rows
1533	objective.length != rows
1534	rows <= cols
1468	++iterations > maxIterations
1910	data == null
1911	data.length != nobs * (nvars + 1)
1912	nobs <= nvars
1913	noIntercept
1914	y == null
1915	y.length == 0
1916	x == null
1917	x.length == 0
1918	noIntercept
1919	x[i].length != nVars
1920	y == null
1920	x == null
1920	x.length != y.length
1921	x.length == 0
1922	x[0].length + 1 > x.length
1923	x.length != covariance.length
1924	covariance.length != covariance[0].length
1924	covariance.length > 0
1966	i > 0
1967	bytesOut == bytes.length
1968	n <= 0
1969	Double.isNaN(cachedNormalDeviate)
1970	s != 0
1123	rowDimension < 1
1124	columnDimension < 1
1125	p < 0
1126	isSquare()
1127	p == 0
1128	p == 1
1129	binaryRepresentation[i] == '1'
1130	maxI == -1
1131	destination[0].length < columnsCount
1131	destination.length < rowsCount
1132	destination.length < selectedRows.length
1132	destination[0].length < selectedColumns.length
1133	nRows == 0
1134	nCols == 0
1135	subMatrix[r].length != nCols
1136	matrix.getColumnDimension() != nCols
1136	matrix.getRowDimension() != 1
