id	oracle
1423	array == null
1424	array == null
1425	object instanceof Map.Entry
1426	object instanceof Object[]
1427	entry.length < 2
1428	array == null
1429	array == null
1430	array == null
1431	array == null
1432	array == null
1433	array == null
1434	array == null
1435	array == null
1436	array == null
1437	array == null
1438	startIndexInclusive < 0
1439	endIndexExclusive > array.length
1440	newSize <= 0
1441	array == null
1442	startIndexInclusive < 0
1443	endIndexExclusive > array.length
1444	newSize <= 0
1445	array == null
1446	startIndexInclusive < 0
1447	endIndexExclusive > array.length
1448	newSize <= 0
1449	array == null
1450	startIndexInclusive < 0
1451	endIndexExclusive > array.length
1452	newSize <= 0
1453	array == null
1454	startIndexInclusive < 0
1455	endIndexExclusive > array.length
1456	newSize <= 0
1457	array == null
1458	startIndexInclusive < 0
1459	endIndexExclusive > array.length
1460	newSize <= 0
1461	array == null
1462	startIndexInclusive < 0
1463	endIndexExclusive > array.length
1464	newSize <= 0
1465	array == null
1466	startIndexInclusive < 0
1467	endIndexExclusive > array.length
1468	newSize <= 0
1469	array == null
1470	startIndexInclusive < 0
1471	endIndexExclusive > array.length
1472	newSize <= 0
1473	array2 == null
1473	array1 != null
1473	array2 != null
1473	array2 != null
1473	array2.length > 0
1473	array1 == null
1473	array1.length > 0
1473	array1.length != array2.length
1473	array1 != null
1474	array1.length != array2.length
1474	array1 == null
1474	array1 != null
1474	array1 != null
1474	array2 != null
1474	array2 == null
1474	array1.length > 0
1474	array2 != null
1474	array2.length > 0
1475	array2 != null
1475	array2 != null
1475	array1 != null
1475	array2.length > 0
1475	array1.length > 0
1475	array2 == null
1475	array1 == null
1475	array1 != null
1475	array1.length != array2.length
1476	array2 != null
1476	array2.length > 0
1476	array1.length != array2.length
1476	array2 == null
1476	array1 != null
1476	array1 != null
1476	array2 != null
1476	array1 == null
1476	array1.length > 0
1477	array2 != null
1477	array2 == null
1477	array1.length != array2.length
1477	array1.length > 0
1477	array1 != null
1477	array2.length > 0
1477	array2 != null
1477	array1 == null
1477	array1 != null
1478	array1.length > 0
1478	array2 != null
1478	array2 == null
1478	array1 == null
1478	array1 != null
1478	array1.length != array2.length
1478	array2.length > 0
1478	array1 != null
1478	array2 != null
1479	array1 != null
1479	array1 != null
1479	array1 == null
1479	array2 == null
1479	array1.length > 0
1479	array2 != null
1479	array2 != null
1479	array1.length != array2.length
1479	array2.length > 0
1480	array2.length > 0
1480	array1 != null
1480	array2 != null
1480	array2 != null
1480	array1.length > 0
1480	array1 != null
1480	array1.length != array2.length
1480	array1 == null
1480	array2 == null
1481	array2 == null
1481	array1 != null
1481	array1.length > 0
1481	array2 != null
1481	array2.length > 0
1481	array2 != null
1481	array1 == null
1481	array1 != null
1481	array1.length != array2.length
1482	array == null
1483	array1 == null
1483	array2 == null
1484	array == null
1485	array == null
1486	array == null
1487	array == null
1488	array == null
1489	array == null
1490	array == null
1491	array == null
1492	array == null
1493	array == null
1494	startIndex < 0
1495	objectToFind == null
1496	array[i] == null
1497	objectToFind.equals(array[i])
1498	array == null
1499	startIndex < 0
1500	startIndex >= array.length
1501	objectToFind == null
1502	array[i] == null
1503	objectToFind.equals(array[i])
1504	array == null
1505	startIndex < 0
1506	valueToFind == array[i]
1507	array == null
1508	startIndex < 0
1509	startIndex >= array.length
1510	valueToFind == array[i]
1511	array == null
1512	startIndex < 0
1513	valueToFind == array[i]
1514	array == null
1515	startIndex < 0
1516	startIndex >= array.length
1517	valueToFind == array[i]
1518	array == null
1519	startIndex < 0
1520	valueToFind == array[i]
1521	array == null
1522	startIndex < 0
1523	startIndex >= array.length
1524	valueToFind == array[i]
1525	array == null
1526	startIndex < 0
1527	valueToFind == array[i]
1528	array == null
1529	startIndex < 0
1530	startIndex >= array.length
1531	valueToFind == array[i]
1532	array == null
1533	startIndex < 0
1534	valueToFind == array[i]
1535	array == null
1536	startIndex < 0
1537	startIndex >= array.length
1538	valueToFind == array[i]
1539	ArrayUtils.isEmpty(array)
1540	startIndex < 0
1541	valueToFind == array[i]
1542	ArrayUtils.isEmpty(array)
1543	startIndex < 0
1544	array[i] >= min
1544	array[i] <= max
1545	ArrayUtils.isEmpty(array)
1546	startIndex < 0
1547	startIndex >= array.length
1548	valueToFind == array[i]
1549	ArrayUtils.isEmpty(array)
1550	startIndex < 0
1551	startIndex >= array.length
1552	array[i] <= max
1552	array[i] >= min
1553	ArrayUtils.isEmpty(array)
1554	startIndex < 0
1555	valueToFind == array[i]
1556	ArrayUtils.isEmpty(array)
1557	startIndex < 0
1558	startIndex >= array.length
1559	valueToFind == array[i]
1560	ArrayUtils.isEmpty(array)
1561	startIndex < 0
1562	valueToFind == array[i]
1563	ArrayUtils.isEmpty(array)
1564	startIndex < 0
1565	startIndex >= array.length
1566	valueToFind == array[i]
1567	array == null
1568	array.length == 0
1569	array == null
1570	array.length == 0
1571	array == null
1572	array.length == 0
1573	array == null
1574	array.length == 0
1575	array == null
1576	array.length == 0
1577	array == null
1578	array.length == 0
1579	array == null
1580	array.length == 0
1581	array == null
1582	array.length == 0
1583	array == null
1584	array.length == 0
1585	array == null
1586	array.length == 0
1587	array == null
1588	array.length == 0
1589	array == null
1590	array.length == 0
1591	array == null
1592	array.length == 0
1593	array == null
1594	array.length == 0
1595	array == null
1596	array.length == 0
1597	array == null
1598	array.length == 0
1599	array == null
1600	array.length == 0
1601	array == null
1602	array.length == 0
1603	array == null
1604	array.length == 0
1605	array == null
1606	array.length == 0
1607	array == null
1608	array.length == 0
1609	array == null
1610	array.length == 0
1611	array == null
1612	array.length == 0
1613	array == null
1614	array.length == 0
1615	array == null
1615	array.length == 0
1616	array.length == 0
1616	array == null
1617	array == null
1617	array.length == 0
1618	array == null
1618	array.length == 0
1619	array == null
1619	array.length == 0
1620	array == null
1620	array.length == 0
1621	array == null
1621	array.length == 0
1622	array == null
1622	array.length == 0
1623	array == null
1623	array.length == 0
1624	array1 == null
1625	array2 == null
1626	array1 == null
1627	array2 == null
1628	array1 == null
1629	array2 == null
1630	array1 == null
1631	array2 == null
1632	array1 == null
1633	array2 == null
1634	array1 == null
1635	array2 == null
1636	array1 == null
1637	array2 == null
1638	array1 == null
1639	array2 == null
1640	array1 == null
1641	array2 == null
1642	array != null
1643	array != null
1644	element != null
1645	array == null
1646	index != 0
1647	index < 0
1647	index > length
1648	index < length
1649	index == INDEX_NOT_FOUND
1650	index == INDEX_NOT_FOUND
1651	index == INDEX_NOT_FOUND
1652	index == INDEX_NOT_FOUND
1653	index == INDEX_NOT_FOUND
1654	index == INDEX_NOT_FOUND
1655	index == INDEX_NOT_FOUND
1656	index == INDEX_NOT_FOUND
1657	index == INDEX_NOT_FOUND
1658	index >= length
1658	index < 0
1659	index < length - 1
802	bit_pattern != 0
1309	bool == null
1310	bool == null
1311	bool == null
1312	bool == null
1313	bool == null
1314	value == null
1315	value == trueValue
1316	value == falseValue
1317	value == null
1318	trueValue == null
1319	falseValue == null
1320	value.equals(trueValue)
1321	value.equals(falseValue)
1322	value == trueValue
1323	value == falseValue
1324	value == nullValue
1325	value == null
1326	trueValue == null
1327	falseValue == null
1328	nullValue == null
1329	value.equals(trueValue)
1330	value.equals(falseValue)
1331	value.equals(nullValue)
1332	bool == null
1333	bool == null
1334	bool == null
1335	"true".equalsIgnoreCase(str)
1336	"false".equalsIgnoreCase(str)
1337	"on".equalsIgnoreCase(str)
1338	"off".equalsIgnoreCase(str)
1339	"yes".equalsIgnoreCase(str)
1340	"no".equalsIgnoreCase(str)
1341	str == null
1342	trueString == null
1343	falseString == null
1344	nullString == null
1345	str.equals(trueString)
1346	str.equals(falseString)
1347	str.equals(nullString)
1348	str == "true"
1349	str == null
1350	ch == 'y'
1351	ch == 'Y'
1352	ch == 't'
1353	ch == 'T'
1354	str == null
1355	trueString == null
1356	falseString == null
1357	str.equals(trueString)
1358	str.equals(falseString)
1359	bool == null
1360	array == null
1361	array.length == 0
1362	array[i]
1363	trueCount < 1
1364	array == null
1365	array.length == 0
904	name == null
817	start > end
818	range == null
819	negated
820	range.negated
821	range.negated
822	obj == this
823	obj instanceof CharRange == false
824	iToString == null
825	isNegated()
826	start != end
33	set != null
34	setStrs == null
35	str == null
36	remainder >= 4
36	str.charAt(pos + 2) == '-'
36	str.charAt(pos) == '^'
37	remainder >= 3
37	str.charAt(pos + 1) == '-'
38	remainder >= 2
38	str.charAt(pos) == '^'
39	range.contains(ch)
40	obj == this
41	obj instanceof CharSet == false
1662	set == null
1663	StringUtils.isEmpty(set)
1663	StringUtils.isEmpty(str)
1664	ArrayUtils.isEmpty(set)
1664	StringUtils.isEmpty(str)
1665	chars.contains(ch)
1666	ch == lastChar
1666	i != 0
1667	StringUtils.isEmpty(set)
1667	StringUtils.isEmpty(str)
1668	StringUtils.isEmpty(str)
1668	ArrayUtils.isEmpty(set)
1669	chars.contains(chrs[i])
1670	str == null
1671	str.length() == 0
1671	StringUtils.isEmpty(set)
1672	str == null
1673	str.length() == 0
1673	ArrayUtils.isEmpty(set)
1674	StringUtils.isEmpty(set)
1674	StringUtils.isEmpty(str)
1675	ArrayUtils.isEmpty(set)
1675	StringUtils.isEmpty(str)
1676	chars.contains(chrs[i]) == expect
1677	StringUtils.isEmpty(str)
1678	idx != -1
1679	idx > withMax
1778	ch < CHAR_ARRAY.length
1779	StringUtils.isEmpty(str)
1780	ch == null
1781	ch == null
1782	StringUtils.isEmpty(str)
1783	StringUtils.isEmpty(str)
1784	isAsciiNumeric(ch) == false
1785	isAsciiNumeric(ch) == false
1786	ch == null
1787	ch == null
1788	ch < 128
1789	ch == null
1790	ch < 0x10
1791	ch < 0x100
1792	ch < 0x1000
1793	ch == null
741	object == null
742	cls == null
743	className == null
744	className.length() == 0
745	innerIdx != -1
746	object == null
747	cls == null
748	className == null
749	i == -1
750	cls == null
751	cls == null
752	list.contains(interfaces[i]) == false
753	list.contains(intface) == false
754	classNames == null
755	classes == null
756	cls == null
757	ArrayUtils.isSameLength(classArray, toClassArray) == false
758	classArray == null
759	toClassArray == null
760	isAssignable(classArray[i], toClassArray[i], autoboxing) == false
761	toClass == null
762	cls == null
763	autoboxing
764	cls.isPrimitive()
764	toClass.isPrimitive()
765	cls == null
766	toClass.isPrimitive()
766	cls.isPrimitive()
767	cls == null
768	cls.equals(toClass)
769	cls.isPrimitive()
770	toClass.isPrimitive() == false
771	Integer.TYPE.equals(cls)
772	Long.TYPE.equals(cls)
773	Boolean.TYPE.equals(cls)
774	Double.TYPE.equals(cls)
775	Float.TYPE.equals(cls)
776	Character.TYPE.equals(cls)
777	Short.TYPE.equals(cls)
778	Byte.TYPE.equals(cls)
779	cls.isPrimitive()
779	cls != null
780	classes == null
781	classes.length == 0
782	classes == null
783	classes.length == 0
784	cls == null
785	abbreviationMap.containsKey(className)
786	Modifier.isPublic(declaredMethod.getDeclaringClass().getModifiers())
787	Modifier.isPublic(candidateClass.getModifiers())
788	Modifier.isPublic(candidateMethod.getDeclaringClass().getModifiers())
789	className == null
790	className.endsWith("[]")
791	abbreviation != null
792	array == null
793	array.length == 0
794	object == null
795	cls == null
796	object == null
797	cls == null
798	className == null
799	dim < 1
800	className.startsWith("L")
801	className.length() > 0
333	lhs == rhs
334	lhs == null
334	rhs == null
335	lhsClazz.isInstance(rhs)
336	useTransients
336	f.getName().indexOf('$') == -1
336	Modifier.isTransient(f.getModifiers())
336	excludedFieldList.contains(f.getName())
336	Modifier.isStatic(f.getModifiers())
337	comparison != 0
338	comparison != 0
339	lhs == rhs
340	lhs == null
341	rhs == null
342	lhs.getClass().isArray()
343	lhs instanceof long[]
344	lhs instanceof int[]
345	lhs instanceof short[]
346	lhs instanceof char[]
347	lhs instanceof byte[]
348	lhs instanceof double[]
349	lhs instanceof float[]
350	lhs instanceof boolean[]
351	comparator == null
352	comparison != 0
353	comparison != 0
354	comparison != 0
355	comparison != 0
356	comparison != 0
357	comparison != 0
358	comparison != 0
359	comparison != 0
360	lhs == rhs
361	lhs == false
362	comparison != 0
363	lhs == rhs
364	lhs == null
365	rhs == null
366	lhs.length != rhs.length
367	comparison != 0
368	lhs == rhs
369	lhs == null
370	rhs == null
371	lhs.length != rhs.length
372	comparison != 0
373	lhs == rhs
374	lhs == null
375	rhs == null
376	lhs.length != rhs.length
377	comparison != 0
378	lhs == rhs
379	lhs == null
380	rhs == null
381	lhs.length != rhs.length
382	comparison != 0
383	lhs == rhs
384	lhs == null
385	rhs == null
386	lhs.length != rhs.length
387	comparison != 0
388	lhs == rhs
389	lhs == null
390	rhs == null
391	lhs.length != rhs.length
392	comparison != 0
393	lhs == rhs
394	lhs == null
395	rhs == null
396	lhs.length != rhs.length
397	comparison != 0
398	lhs == rhs
399	lhs == null
400	rhs == null
401	lhs.length != rhs.length
402	comparison != 0
403	lhs == rhs
404	lhs == null
405	rhs == null
406	lhs.length != rhs.length
827	null == args
828	parameterTypes == null
829	args == null
830	null == ctor
831	null == args
832	args == null
833	parameterTypes == null
834	null == ctor
835	ClassUtils.isAssignable(parameterTypes, ctors[i] .getParameterTypes(), true)
836	ctor != null
837	MemberUtils.compareParameterTypes(ctor .getParameterTypes(), result .getParameterTypes(), parameterTypes) < 0
837	result == null
943	date2 == null
943	date1 == null
944	cal1 == null
944	cal2 == null
945	date2 == null
945	date1 == null
946	cal1 == null
946	cal2 == null
947	cal1 == null
947	cal2 == null
948	str == null
948	parsePatterns == null
949	i == 0
950	date != null
950	pos.getIndex() == str.length()
951	date == null
952	date == null
953	date == null
954	date == null
955	date == null
956	date instanceof Date
957	date instanceof Calendar
958	date == null
959	date == null
960	date == null
961	date instanceof Date
962	date instanceof Calendar
963	val.get(Calendar.YEAR) > 280000000
964	field == Calendar.MILLISECOND
965	round
965	millisecs < 500
966	field == Calendar.SECOND
967	seconds < 30
967	done
967	round
968	field == Calendar.MINUTE
969	done
969	round
969	minutes < 30
970	date.getTime() != time
971	fields[i][j] == field
972	round
972	roundUp
973	field == DateUtils.SEMI_MONTH
974	val.get(Calendar.DATE) == 1
975	field == Calendar.AM_PM
976	val.get(Calendar.HOUR_OF_DAY) == 0
977	fields[i][0] == Calendar.DATE
978	offset >= 15
979	fields[i][0] == Calendar.HOUR_OF_DAY
980	offset >= 12
981	offsetSet
982	offset != 0
983	focus == null
984	focus == null
985	rangeStyle == RANGE_MONTH_MONDAY
986	startCutoff < Calendar.SUNDAY
987	startCutoff > Calendar.SATURDAY
988	endCutoff < Calendar.SUNDAY
989	endCutoff > Calendar.SATURDAY
990	focus == null
991	focus instanceof Date
992	focus instanceof Calendar
993	date == null
994	calendar == null
1948	Double.isNaN(number)
1949	number == null
1950	Double.isNaN(max)
1950	Double.isNaN(min)
1951	number instanceof Double
1952	Double.isNaN(number2)
1952	Double.isNaN(number1)
1953	number2 < number1
1954	number1 == null
1954	number2 == null
1955	Double.isNaN(number1val)
1955	Double.isNaN(number2val)
1956	number2val < number1val
1957	number2 instanceof Double
1958	number1 instanceof Double
1959	number1 instanceof Double
1960	number2 instanceof Double
1961	minObject == null
1962	maxObject == null
1963	number == null
1964	range == null
1965	range == null
1966	obj == this
1967	obj instanceof DoubleRange == false
1968	hashCode == 0
1969	toString == null
905	Token.containsTokenWithValue(tokens, d)
906	Token.containsTokenWithValue(tokens, H)
907	Token.containsTokenWithValue(tokens, m)
908	Token.containsTokenWithValue(tokens, s)
909	Token.containsTokenWithValue(tokens, S)
910	suppressLeadingZeroElements
911	tmp.length() != duration.length()
912	tmp.length() != duration.length()
913	tmp.length() != duration.length()
914	duration.length() != 0
915	suppressTrailingZeroElements
916	tmp.length() != duration.length()
917	tmp.length() != duration.length()
918	tmp.length() != duration.length()
919	Token.containsTokenWithValue(tokens, M)
920	years != 0
920	Token.containsTokenWithValue(tokens, y)
921	Token.containsTokenWithValue(tokens, y)
922	months < 0
923	start instanceof GregorianCalendar
924	start.get(Calendar.MONTH) == Calendar.FEBRUARY
924	start.get(Calendar.DAY_OF_MONTH) == 29
925	Token.containsTokenWithValue(tokens, d)
926	Token.containsTokenWithValue(tokens, H)
927	Token.containsTokenWithValue(tokens, m)
928	Token.containsTokenWithValue(tokens, s)
929	value instanceof StringBuffer
930	value == y
931	value == M
932	value == d
933	value == H
934	value == m
935	value == s
936	value == S
937	lastOutputSeconds
938	inLiteral
938	ch != '\''
939	inLiteral
940	buffer == null
941	value != null
942	previous != null
942	previous.getValue() == value
110	entityName == null
111	c > 0x7F
112	firstAmp < 0
113	firstAmp < 0
114	c == '&'
115	semiColonIdx == -1
116	amphersandIdx < semiColonIdx
116	amphersandIdx != -1
117	entityContentLen > 0
118	entityContent.charAt(0) == '#'
119	entityContentLen > 1
120	entityValue > 0xFFFF
121	entityValue == -1
1046	StringUtils.isEmpty(name)
1047	enumClass == null
1048	cls == enumClass
1049	ok == false
1050	entry == null
1051	entry.map.containsKey(name)
1052	entry == null
1053	entry == null
1054	entry == null
1055	entry == null
1056	enumClass == null
1057	Enum.class.isAssignableFrom(enumClass) == false
1058	loopEntry != null
1059	other == this
1060	other == null
1061	other.getClass() == this.getClass()
1062	other.getClass().getName().equals(this.getClass().getName()) == false
1063	other == this
1064	other.getClass() != this.getClass()
1065	other.getClass().getName().equals(this.getClass().getName())
1066	iToString == null
1686	StringUtils.isEmpty(name)
1687	enumClass == null
1688	cls == enumClass
1689	ok == false
