id	oracle
325	p < 0.0
325	p > 1.0
326	Math.abs(rootFindingFunction.value(lowerBound)) < 1E-6
327	Math.abs(rootFindingFunction.value(upperBound)) < 1E-6
357	x0 > x1
944	++costEvaluations > maxCostEval
945	m <= p
284	x0 > x1
285	Math.floor(x0) < x0
286	fl == x
287	x0 > x1
288	p < 0.0
288	p > 1.0
289	pm > p
290	xm == x1
291	xm == x0
1136	handler.requiresDenseOutput()
1137	equations.getDimension() != y0.length
1138	equations.getDimension() != y.length
1139	Math.abs(t - t0) <= 1.0e-12 * Math.max(Math.abs(t0), Math.abs(t))
869	x == null
870	y == null
871	x.length != y.length
872	covariance == null
873	x.length != covariance.length
874	covariance.length != covariance[0].length
874	covariance.length > 0
902	i > 0
903	bytesOut == bytes.length
904	n <= 0
905	Double.isNaN(cachedNormalDeviate)
906	s != 0
476	rowDimension <= 0
477	columnDimension <= 0
478	destination.length < rowsCount
478	destination[0].length < columnsCount
479	destination.length < selectedRows.length
479	destination[0].length < selectedColumns.length
480	nRows == 0
481	nCols == 0
482	subMatrix[r].length != nCols
483	matrix.getColumnDimension() != nCols
483	matrix.getRowDimension() != 1
484	matrix.getColumnDimension() != 1
484	matrix.getRowDimension() != nRows
485	vector.getDimension() != nCols
486	vector.getDimension() != nRows
487	array.length != nCols
488	array.length != nRows
489	lu == null
490	lu == null
491	nRows != nCols
492	v.length != nCols
493	v.getDimension() != nCols
494	v.length != nRows
495	v.getDimension() != nRows
496	lu == null
497	lu == null
498	lu == null
499	i > 0
500	j > 0
501	object == this
502	object instanceof RealMatrix == false
503	m.getColumnDimension() != nCols
503	m.getRowDimension() != nRows
504	getEntry(row, col) != m.getEntry(row, col)
505	row >= getRowDimension()
505	row < 0
506	column < 0
506	column >= getColumnDimension()
507	startRow > endRow
508	startColumn > endColumn
509	selectedRows.length * selectedColumns.length == 0
510	selectedRows.length == 0
511	getRowDimension() != m.getRowDimension()
511	getColumnDimension() != m.getColumnDimension()
512	getRowDimension() != m.getRowDimension()
512	getColumnDimension() != m.getColumnDimension()
513	getColumnDimension() != m.getRowDimension()
1009	interpolator.currentState != null
1010	finalized
708	values == null
709	test(values, begin, length)
710	values == null
711	test(values, begin, length)
712	object == this
713	object instanceof AbstractStorelessUnivariateStatistic == false
799	values == null
800	begin < 0
801	length < 0
802	begin + length > values.length
803	length == 0
1084	y != y0
1085	Double.isNaN(previousT[0])
1086	manager.evaluateStep(interpolator)
1087	lastStep
1088	manager.reset(stepStart, y)
1089	Double.isNaN(previousT[0])
1090	truncated
1077	y != y0
1078	Double.isNaN(previousT[0])
1079	manager.evaluateStep(interpolator)
1080	lastStep
1081	manager.reset(stepStart, y)
1082	Double.isNaN(previousT[0])
1083	truncated
1117	initialStepSize < minStep
1117	initialStepSize > maxStep
1118	vecAbsoluteTolerance.length != y0.length
1118	vecAbsoluteTolerance != null
1119	vecRelativeTolerance != null
1119	vecRelativeTolerance.length != y0.length
1120	initialStep > 0
