id	oracle
25	type == null
26	locale == null
27	pattern == null
28	pattern == null
0	thisMillis < otherMillis
1	thisMillis > otherMillis
2	duration == null
3	duration == null
4	duration == null
5	this == duration
6	duration instanceof ReadableDuration == false
7	(millis / 1000) * 1000 == millis
55	type == null
56	type == null
57	field == null
58	this == readableInstant
59	readableInstant instanceof ReadableInstant == false
60	this == other
61	thisMillis == otherMillis
62	thisMillis < otherMillis
63	formatter == null
86	end < start
87	instant == null
88	interval == null
89	interval == null
90	instant == null
91	interval == null
92	instant == null
93	interval == null
94	durMillis == 0
95	this == readableInterval
96	readableInterval instanceof ReadableInterval == false
8	getFieldType(i) == type
9	index == -1
10	getFieldType(i).getDurationType() == type
11	index == -1
12	this == partial
13	partial instanceof ReadablePartial == false
14	size() != other.size()
15	getValue(i) != other.getValue(i)
15	getFieldType(i) != other.getFieldType(i)
16	this == other
17	size() != other.size()
18	getFieldType(i) != other.getFieldType(i)
19	getValue(i) > other.getValue(i)
20	getValue(i) < other.getValue(i)
21	partial == null
22	partial == null
23	partial == null
24	formatter == null
948	instant == null
949	thisValue < otherValue
950	thisValue > otherValue
951	partial == null
952	thisValue < otherValue
953	thisValue > otherValue
954	this == object
955	object instanceof AbstractPartialFieldProperty == false
64	index == -1
65	this == period
66	period instanceof ReadablePeriod == false
67	size() != other.size()
68	getValue(i) != other.getValue(i)
68	getFieldType(i) != other.getFieldType(i)
69	formatter == null
938	instant == null
939	instant == null
940	instant == null
941	thisValue < otherValue
942	thisValue > otherValue
943	partial == null
944	thisValue < otherValue
945	thisValue > otherValue
946	this == object
947	object instanceof AbstractReadableInstantFieldProperty == false
332	(base = iBase) != null
333	(base = iBase) != null
333	(iBaseFlags & 6) == 6
334	(base = iBase) != null
334	(iBaseFlags & 5) == 5
335	(base = iBase) != null
335	(iBaseFlags & 1) == 1
336	iBase != null
337	iBase == null
215	value < field.getMinimumValue()
216	value > field.getMaximumValue()
217	value < field.getMinimumValue(partial, values)
218	value > field.getMaximumValue(partial, values)
219	startInstant != endInstant
220	duration != 0
221	field.isPrecise()
222	scalar != 0
222	period != null
223	value != 0
224	scalar == 0
224	duration == 0
891	type == null
892	valueToAdd == 0
893	proposed <= max
894	nextField == null
895	fieldIndex == 0
896	getRangeDurationField().getType() != nextField.getDurationField().getType()
897	proposed >= min
898	nextField == null
899	fieldIndex == 0
900	getRangeDurationField().getType() != nextField.getDurationField().getType()
901	valueToAdd == 0
902	proposed <= max
903	nextField == null
904	fieldIndex == 0
905	getRangeDurationField().getType() != nextField.getDurationField().getType()
906	proposed >= min
907	nextField == null
908	fieldIndex == 0
909	getRangeDurationField().getType() != nextField.getDurationField().getType()
910	values[i] > field.getMaximumValue(partial, values)
911	values[i] < field.getMinimumValue(partial, values)
912	max >= 0
913	max < 10
914	max < 100
915	max < 1000
916	newInstant != instant
917	diffFromFloor <= diffToCeiling
918	diffToCeiling <= diffFromFloor
919	diffFromFloor < diffToCeiling
920	diffToCeiling < diffFromFloor
921	(get(ceiling) & 1) == 0
49	start == end
927	type == null
928	thisMillis == otherMillis
929	thisMillis < otherMillis
50	end == null
50	start == null
51	period == null
52	period == null
53	converter.isReadableInterval(interval, chrono)
54	this instanceof ReadWritableInterval
29	pattern == null
30	pattern == null
31	endInstant == null
31	startInstant == null
32	start == null
32	end == null
33	start instanceof BaseLocal
33	end instanceof BaseLocal
33	start.getClass() == end.getClass()
34	start.size() != end.size()
35	start.getFieldType(i) != end.getFieldType(i)
36	DateTimeUtils.isContiguous(start) == false
37	this instanceof ReadWritablePeriod
38	index == -1
39	newValue != 0
40	period == null
41	index == -1
42	value != 0
42	field == null
43	index == -1
44	field == null
44	value != 0
45	period != null
46	period != null
47	value != 0
48	index == -1
70	start == null
70	end == null
71	end == null
71	start == null
72	start.size() != end.size()
73	start.getFieldType(i) != end.getFieldType(i)
74	DateTimeUtils.isContiguous(start) == false
75	period == null
76	value != 0
77	field.isPrecise() == false
78	index != 0
79	index != 0
80	type == getFieldType()
81	this == period
82	period instanceof ReadablePeriod == false
83	other.getClass() != getClass()
84	thisValue > otherValue
85	thisValue < otherValue
115	minDaysInFirstWeek < 1
115	minDaysInFirstWeek > 7
116	(base = getBase()) != null
117	(base = getBase()) != null
118	(base = getBase()) != null
119	index >= 0
120	zone != null
121	getMinimumDaysInFirstWeek() != 4
122	jan1dayOfWeek > (8 - iMinDaysInFirstWeek)
123	i2 < 0
124	diff < 0
125	diff >= DateTimeConstants.MILLIS_PER_DAY * 365L
126	isLeapYear(year)
127	yearStart <= instant
128	week == 1
129	week > 51
130	instant < firstWeekMillis1
131	instant >= firstWeekMillis2
132	instant >= 0
133	daysSince19700101 < -3
134	instant >= 0
135	info.iYear != year
135	info == null
