id	oracle
280	p > 1.0
280	p < 0.0
281	Math.abs(rootFindingFunction.value(lowerBound)) < 1E-6
282	Math.abs(rootFindingFunction.value(upperBound)) < 1E-6
306	x0 > x1
655	++costEvaluations > maxCostEval
656	m <= p
240	x0 > x1
241	Math.floor(x0) < x0
242	fl == x
243	x0 > x1
244	p > 1.0
244	p < 0.0
245	pm > p
246	xm == x1
247	xm == x0
616	i > 0
617	bytesOut == bytes.length
618	n <= 0
619	Double.isNaN(cachedNormalDeviate)
620	s != 0
715	interpolator.currentState != null
716	finalized
445	values == null
446	test(values, begin, length)
447	values == null
448	test(values, begin, length)
449	object == this
450	object instanceof AbstractStorelessUnivariateStatistic == false
527	values == null
528	begin < 0
529	length < 0
530	begin + length > values.length
531	length == 0
844	initialStepSize < minStep
844	initialStepSize > maxStep
845	equations.getDimension() != y0.length
846	equations.getDimension() != y.length
847	vecAbsoluteTolerance.length != y0.length
847	vecAbsoluteTolerance != null
848	vecRelativeTolerance.length != y0.length
848	vecRelativeTolerance != null
849	Math.abs(t - t0) <= 1.0e-12 * Math.max(Math.abs(t0), Math.abs(t))
850	initialStep > 0
851	forward
852	h < getMinStep()
853	h > getMaxStep()
854	forward
855	Math.abs(h) < minStep
856	acceptSmall
857	h > maxStep
858	h < -maxStep
689	a <= 0.0
689	x < 0
689	Double.isNaN(b)
689	Double.isNaN(a)
689	x > 1
689	Double.isNaN(x)
689	b <= 0.0
690	x > (a + 1.0) / (a + b + 2.0)
691	b <= 0.0
691	Double.isNaN(b)
691	a <= 0.0
691	Double.isNaN(a)
329	rowDimension <=0
329	columnDimension <=0
330	nRows == 0
331	nCols == 0
332	d[row].length != nCols
333	nRows == 0
334	nCols == 0
335	d[row].length != nCols
336	this.getRowDimension() != m.getRowDimension()
336	this.getColumnDimension() != m.getColumnDimension()
337	this.getRowDimension() != m.getRowDimension()
337	this.getColumnDimension() != m.getColumnDimension()
338	this.getColumnDimension() != m.getRowDimension()
339	endColumn > data[0].length
339	startRow < 0
339	startRow > endRow
339	endRow > data.length
339	startColumn < 0
339	startColumn > endColumn
340	selectedRows.length * selectedColumns.length == 0
341	column < 0
341	row < 0
342	nRows == 0
343	nCols == 0
344	subMatrix[r].length != nCols
345	data == null
346	column > 0
346	row > 0
347	(nRows + row) > this.getRowDimension()
347	nCols + column > this.getColumnDimension()
348	isValidCoordinate( row, 0)
349	isValidCoordinate( 0, column)
350	isValidCoordinate( row, 0 )
351	isValidCoordinate( row, 0 )
352	isValidCoordinate(0, col)
353	isValidCoordinate( 0, col )
354	isValidCoordinate(row,column)
355	isSquare()
356	isSingular()
357	lu == null
358	isSquare()
359	v.length != this.getColumnDimension()
360	v.length != nRows
361	b.length != nRows
362	b.getRowDimension() != this.getRowDimension()
363	this.isSquare()
364	this.isSingular()
365	nRows != nCols
366	sum.abs().compareTo(largest) == 1
367	lu[max][col].abs().compareTo(TOO_SMALL) <= 0
368	max != col
369	data != null
370	i > 0
371	j > 0
372	object == this
373	object instanceof BigMatrixImpl == false
374	m.getRowDimension() != nRows
374	m.getColumnDimension() != nCols
375	data[row][col].equals(m.getEntry(row, col))
376	lu == null
273	trials < 0
274	p < 0.0
274	p > 1.0
275	x < 0
276	x >= getNumberOfTrials()
277	x > getNumberOfTrials()
277	x < 0
278	p == 0
279	p == 1
952	fm * fmin > 0.0
953	Math.abs(max - min) <= absoluteAccuracy
974	((initial - min) * (max -initial)) < 0
975	Math.abs(yInitial) <= functionValueAccuracy
976	Math.abs(yMin) <= functionValueAccuracy
977	yInitial * yMin < 0
978	Math.abs(yMax) <= functionValueAccuracy
979	yInitial * yMax < 0
980	yMin * yMax >= 0
981	Math.abs(y2) < Math.abs(y1)
982	Math.abs(y1) <= functionValueAccuracy
983	Math.abs(dx) <= tolerance
984	Math.abs(oldDelta) < tolerance
984	Math.abs(y0) <= Math.abs(y1)
985	x0 == x2
986	p > 0.0
987	2.0 * p >= 1.5 * dx * p1 - Math.abs(tolerance * p1)
987	p >= Math.abs(0.5 * oldDelta * p1)
988	Math.abs(delta) > tolerance
989	dx > 0.0
990	dx <= 0.0
991	(y1 > 0) == (y2 > 0)
298	p > 1.0
298	p < 0.0
299	p == 0
300	p == 1
301	s <= 0.0
302	p < .5
303	p < .5
304	p < .5
305	p > .5
537	expected.length < 2
537	expected.length != observed.length
538	isPositive(expected)
538	isNonNegative(observed)
539	Math.abs(sumExpected - sumObserved) > 10E-6
540	rescale
541	alpha > 0.5
541	alpha <= 0
542	alpha <= 0
542	alpha > 0.5
543	observed1.length < 2
543	observed1.length != observed2.length
544	isNonNegative(observed2)
