id	oracle
1339	array == null
1340	array == null
1341	object instanceof Map.Entry
1342	object instanceof Object[]
1343	entry.length < 2
1344	array == null
1345	array == null
1346	array == null
1347	array == null
1348	array == null
1349	array == null
1350	array == null
1351	array == null
1352	array == null
1353	array == null
1354	startIndexInclusive < 0
1355	endIndexExclusive > array.length
1356	newSize <= 0
1357	array == null
1358	startIndexInclusive < 0
1359	endIndexExclusive > array.length
1360	newSize <= 0
1361	array == null
1362	startIndexInclusive < 0
1363	endIndexExclusive > array.length
1364	newSize <= 0
1365	array == null
1366	startIndexInclusive < 0
1367	endIndexExclusive > array.length
1368	newSize <= 0
1369	array == null
1370	startIndexInclusive < 0
1371	endIndexExclusive > array.length
1372	newSize <= 0
1373	array == null
1374	startIndexInclusive < 0
1375	endIndexExclusive > array.length
1376	newSize <= 0
1377	array == null
1378	startIndexInclusive < 0
1379	endIndexExclusive > array.length
1380	newSize <= 0
1381	array == null
1382	startIndexInclusive < 0
1383	endIndexExclusive > array.length
1384	newSize <= 0
1385	array == null
1386	startIndexInclusive < 0
1387	endIndexExclusive > array.length
1388	newSize <= 0
1389	array2.length > 0
1389	array2 == null
1389	array2 != null
1389	array1 != null
1389	array1.length != array2.length
1389	array1 != null
1389	array1 == null
1389	array2 != null
1389	array1.length > 0
1390	array2 != null
1390	array1 == null
1390	array1.length != array2.length
1390	array2 != null
1390	array2.length > 0
1390	array2 == null
1390	array1 != null
1390	array1 != null
1390	array1.length > 0
1391	array1 == null
1391	array2 == null
1391	array1 != null
1391	array2.length > 0
1391	array1.length > 0
1391	array1.length != array2.length
1391	array2 != null
1391	array1 != null
1391	array2 != null
1392	array1 != null
1392	array1.length != array2.length
1392	array2 != null
1392	array1 != null
1392	array2 != null
1392	array2.length > 0
1392	array2 == null
1392	array1 == null
1392	array1.length > 0
1393	array1.length != array2.length
1393	array2 != null
1393	array1.length > 0
1393	array2 == null
1393	array1 != null
1393	array1 == null
1393	array2.length > 0
1393	array1 != null
1393	array2 != null
1394	array2 != null
1394	array1 != null
1394	array1 == null
1394	array2 != null
1394	array2.length > 0
1394	array2 == null
1394	array1.length > 0
1394	array1 != null
1394	array1.length != array2.length
1395	array1.length > 0
1395	array2 == null
1395	array1.length != array2.length
1395	array1 != null
1395	array1 == null
1395	array2 != null
1395	array2 != null
1395	array2.length > 0
1395	array1 != null
1396	array1.length > 0
1396	array2 != null
1396	array1 != null
1396	array2 == null
1396	array2 != null
1396	array1 == null
1396	array2.length > 0
1396	array1.length != array2.length
1396	array1 != null
1397	array1 != null
1397	array1 == null
1397	array2 != null
1397	array2 != null
1397	array2.length > 0
1397	array1.length > 0
1397	array2 == null
1397	array1.length != array2.length
1397	array1 != null
1398	array == null
1399	array2 == null
1399	array1 == null
1400	array == null
1401	array == null
1402	array == null
1403	array == null
1404	array == null
1405	array == null
1406	array == null
1407	array == null
1408	array == null
1409	array == null
1410	startIndex < 0
1411	objectToFind == null
1412	array[i] == null
1413	objectToFind.equals(array[i])
1414	array == null
1415	startIndex < 0
1416	startIndex >= array.length
1417	objectToFind == null
1418	array[i] == null
1419	objectToFind.equals(array[i])
1420	array == null
1421	startIndex < 0
1422	valueToFind == array[i]
1423	array == null
1424	startIndex < 0
1425	startIndex >= array.length
1426	valueToFind == array[i]
1427	array == null
1428	startIndex < 0
1429	valueToFind == array[i]
1430	array == null
1431	startIndex < 0
1432	startIndex >= array.length
1433	valueToFind == array[i]
1434	array == null
1435	startIndex < 0
1436	valueToFind == array[i]
1437	array == null
1438	startIndex < 0
1439	startIndex >= array.length
1440	valueToFind == array[i]
1441	array == null
1442	startIndex < 0
1443	valueToFind == array[i]
1444	array == null
1445	startIndex < 0
1446	startIndex >= array.length
1447	valueToFind == array[i]
1448	array == null
1449	startIndex < 0
1450	valueToFind == array[i]
1451	array == null
1452	startIndex < 0
1453	startIndex >= array.length
1454	valueToFind == array[i]
1455	ArrayUtils.isEmpty(array)
1456	startIndex < 0
1457	valueToFind == array[i]
1458	ArrayUtils.isEmpty(array)
1459	startIndex < 0
1460	array[i] >= min
1460	array[i] <= max
1461	ArrayUtils.isEmpty(array)
1462	startIndex < 0
1463	startIndex >= array.length
1464	valueToFind == array[i]
1465	ArrayUtils.isEmpty(array)
1466	startIndex < 0
1467	startIndex >= array.length
1468	array[i] <= max
1468	array[i] >= min
1469	ArrayUtils.isEmpty(array)
1470	startIndex < 0
1471	valueToFind == array[i]
1472	ArrayUtils.isEmpty(array)
1473	startIndex < 0
1474	startIndex >= array.length
1475	valueToFind == array[i]
1476	ArrayUtils.isEmpty(array)
1477	startIndex < 0
1478	valueToFind == array[i]
1479	ArrayUtils.isEmpty(array)
1480	startIndex < 0
1481	startIndex >= array.length
1482	valueToFind == array[i]
1483	array == null
1484	array.length == 0
1485	array == null
1486	array.length == 0
1487	array == null
1488	array.length == 0
1489	array == null
1490	array.length == 0
1491	array == null
1492	array.length == 0
1493	array == null
1494	array.length == 0
1495	array == null
1496	array.length == 0
1497	array == null
1498	array.length == 0
1499	array == null
1500	array.length == 0
1501	array == null
1502	array.length == 0
1503	array == null
1504	array.length == 0
1505	array == null
1506	array.length == 0
1507	array == null
1508	array.length == 0
1509	array == null
1510	array.length == 0
1511	array == null
1512	array.length == 0
1513	array == null
1514	array.length == 0
1515	array == null
1516	array.length == 0
1517	array == null
1518	array.length == 0
1519	array == null
1520	array.length == 0
1521	array == null
1522	array.length == 0
1523	array == null
1524	array.length == 0
1525	array == null
1526	array.length == 0
1527	array == null
1528	array.length == 0
1529	array == null
1530	array.length == 0
1531	array.length == 0
1531	array == null
1532	array.length == 0
1532	array == null
1533	array.length == 0
1533	array == null
1534	array == null
1534	array.length == 0
1535	array.length == 0
1535	array == null
1536	array.length == 0
1536	array == null
1537	array == null
1537	array.length == 0
1538	array.length == 0
1538	array == null
1539	array == null
1539	array.length == 0
1540	array1 == null
1541	array2 == null
1542	array1 == null
1543	array2 == null
1544	array1 == null
1545	array2 == null
1546	array1 == null
1547	array2 == null
1548	array1 == null
1549	array2 == null
1550	array1 == null
1551	array2 == null
1552	array1 == null
1553	array2 == null
1554	array1 == null
1555	array2 == null
1556	array1 == null
1557	array2 == null
1558	array != null
1559	array != null
1560	element != null
1561	array == null
1562	index != 0
1563	index > length
1563	index < 0
1564	index < length
1565	index == INDEX_NOT_FOUND
1566	index == INDEX_NOT_FOUND
1567	index == INDEX_NOT_FOUND
1568	index == INDEX_NOT_FOUND
1569	index == INDEX_NOT_FOUND
1570	index == INDEX_NOT_FOUND
1571	index == INDEX_NOT_FOUND
1572	index == INDEX_NOT_FOUND
1573	index == INDEX_NOT_FOUND
1574	index < 0
1574	index >= length
1575	index < length - 1
791	bit_pattern != 0
1226	bool == null
1227	bool == null
1228	bool == null
1229	bool == null
1230	bool == null
1231	value == null
1232	value == trueValue
1233	value == falseValue
1234	value == null
1235	trueValue == null
1236	falseValue == null
1237	value.equals(trueValue)
1238	value.equals(falseValue)
1239	value == trueValue
1240	value == falseValue
1241	value == nullValue
1242	value == null
1243	trueValue == null
1244	falseValue == null
1245	nullValue == null
1246	value.equals(trueValue)
1247	value.equals(falseValue)
1248	value.equals(nullValue)
1249	bool == null
1250	bool == null
1251	bool == null
1252	"true".equalsIgnoreCase(str)
1253	"false".equalsIgnoreCase(str)
1254	"on".equalsIgnoreCase(str)
1255	"off".equalsIgnoreCase(str)
1256	"yes".equalsIgnoreCase(str)
1257	"no".equalsIgnoreCase(str)
1258	str == null
1259	trueString == null
1260	falseString == null
1261	nullString == null
1262	str.equals(trueString)
1263	str.equals(falseString)
1264	str.equals(nullString)
1265	str == "true"
1266	str == null
