id	oracle
5868	margin == null
5869	frame == null
5870	padding == null
5871	bounds == null
5872	c == null
5873	c.equals(RectangleConstraint.NONE)
5874	r == null
5875	r.getLowerBound() > 0.0
5876	r.getUpperBound() < Double.POSITIVE_INFINITY
5877	r == null
5878	r.getLowerBound() > 0.0
5879	r.getUpperBound() < Double.POSITIVE_INFINITY
5880	obj == this
5881	obj instanceof AbstractBlock
5882	ObjectUtilities.equal(this.id, that.id)
5883	this.frame.equals(that.frame)
5884	this.bounds.equals(that.bounds)
5885	this.margin.equals(that.margin)
5886	this.padding.equals(that.padding)
5887	this.height != that.height
5888	this.width != that.width
5889	this.frame instanceof PublicCloneable
1938	labelFormat == null
1939	formatter == null
1940	percentFormatter == null
1941	labelFormat == null
1942	formatter == null
1943	dataset == null
1944	value != null
1945	this.numberFormat != null
1946	this.dateFormat != null
1947	value != null
1948	obj == this
1949	obj instanceof AbstractCategoryItemLabelGenerator
1950	this.labelFormat.equals(that.labelFormat)
1951	ObjectUtilities.equal(this.dateFormat, that.dateFormat)
1952	ObjectUtilities.equal(this.numberFormat, that.numberFormat)
1953	this.numberFormat != null
1954	this.dateFormat != null
7525	plot == null
7526	generator == null
7527	notify
7528	notify
7529	result == null
7530	notify
7531	notify
7532	generator == null
7533	notify
7534	notify
7535	annotation == null
7536	layer.equals(Layer.FOREGROUND)
7537	layer.equals(Layer.BACKGROUND)
7538	data != null
7539	orientation == PlotOrientation.HORIZONTAL
7540	orientation == PlotOrientation.VERTICAL
7541	paint == null
7542	stroke == null
7543	range.contains(value)
7544	orientation == PlotOrientation.HORIZONTAL
7545	orientation == PlotOrientation.VERTICAL
7546	paint == null
7547	stroke == null
7548	columnIndex < 0
7549	marker.getDrawAsLine()
7550	orientation == PlotOrientation.HORIZONTAL
7551	orientation == PlotOrientation.VERTICAL
7552	orientation == PlotOrientation.HORIZONTAL
7553	orientation == PlotOrientation.VERTICAL
7554	label != null
7555	marker instanceof ValueMarker
7556	range.contains(value)
7557	orientation == PlotOrientation.HORIZONTAL
7558	orientation == PlotOrientation.VERTICAL
7559	label != null
7560	marker instanceof IntervalMarker
7561	range.intersects(start, end)
7562	orientation == PlotOrientation.HORIZONTAL
7563	orientation == PlotOrientation.VERTICAL
7564	p instanceof GradientPaint
7565	t != null
7566	im.getOutlinePaint() != null
7566	im.getOutlineStroke() != null
7567	orientation == PlotOrientation.VERTICAL
7568	range.contains(start)
7569	range.contains(end)
7570	range.contains(start)
7571	range.contains(end)
7572	label != null
7573	orientation == PlotOrientation.HORIZONTAL
7574	orientation == PlotOrientation.VERTICAL
7575	orientation == PlotOrientation.HORIZONTAL
7576	orientation == PlotOrientation.VERTICAL
7577	p == null
7578	isSeriesVisible(series)
7578	isSeriesVisibleInLegend(series)
7579	this.legendItemToolTipGenerator != null
7580	this.legendItemURLGenerator != null
7581	obj == this
7582	obj instanceof AbstractCategoryItemRenderer
7583	ObjectUtilities.equal(this.itemLabelGeneratorList, that.itemLabelGeneratorList)
7584	ObjectUtilities.equal(this.baseItemLabelGenerator, that.baseItemLabelGenerator)
7585	ObjectUtilities.equal(this.toolTipGeneratorList, that.toolTipGeneratorList)
7586	ObjectUtilities.equal(this.baseToolTipGenerator, that.baseToolTipGenerator)
7587	ObjectUtilities.equal(this.urlGeneratorList, that.urlGeneratorList)
7588	ObjectUtilities.equal(this.baseURLGenerator, that.baseURLGenerator)
7589	ObjectUtilities.equal(this.legendItemLabelGenerator, that.legendItemLabelGenerator)
7590	ObjectUtilities.equal(this.legendItemToolTipGenerator, that.legendItemToolTipGenerator)
7591	ObjectUtilities.equal(this.legendItemURLGenerator, that.legendItemURLGenerator)
7592	ObjectUtilities.equal(this.backgroundAnnotations, that.backgroundAnnotations)
7593	ObjectUtilities.equal(this.foregroundAnnotations, that.foregroundAnnotations)
7594	cp != null
7595	generator != null
7596	negative
7597	layer.equals(Layer.FOREGROUND)
7598	layer.equals(Layer.BACKGROUND)
7599	this.itemLabelGeneratorList != null
7600	this.baseItemLabelGenerator != null
7601	this.baseItemLabelGenerator instanceof PublicCloneable
7602	this.toolTipGeneratorList != null
7603	this.baseToolTipGenerator != null
7604	this.baseToolTipGenerator instanceof PublicCloneable
7605	this.urlGeneratorList != null
7606	this.baseURLGenerator != null
7607	this.baseURLGenerator instanceof PublicCloneable
7608	this.legendItemLabelGenerator instanceof PublicCloneable
7609	this.legendItemToolTipGenerator instanceof PublicCloneable
7610	this.legendItemURLGenerator instanceof PublicCloneable
7611	result == null
7612	result == null
7613	this.plot == null
7614	dataset != null
7615	isSeriesVisibleInLegend(i)
7616	item != null
7617	generator == null
7618	tipster != null
7619	urlster != null
1351	group == null
1352	listeners[i] == DatasetChangeListener.class
3482	obj == this
3483	obj instanceof AbstractDialLayer
3484	listeners[i] == DialLayerChangeListener.class
367	x != null
368	x != null
369	y != null
370	y != null
1749	index < this.size
1749	index >= 0
1750	index < 0
1751	index >= this.objects.length
1752	this.objects[index] == object
1753	obj == null
1754	obj == this
1755	obj instanceof AbstractObjectList
1756	ObjectUtilities.equal(get(i), other.get(i))
1757	size > 0
1758	size > 1
1759	size > 2
1760	this.objects != null
1761	object instanceof Serializable
1761	object != null
1762	index != -1
2020	labelFormat == null
2021	numberFormat == null
2022	percentFormat == null
2023	value != null
2024	value != null
2025	v > 0.0
2026	dataset != null
2027	obj == this
2028	obj instanceof AbstractPieItemLabelGenerator
2029	this.labelFormat.equals(that.labelFormat)
2030	this.numberFormat.equals(that.numberFormat)
2031	this.percentFormat.equals(that.percentFormat)
2032	this.numberFormat != null
2033	this.percentFormat != null
3381	record == null
7711	b != null
7712	notify
7713	notify
7714	b != null
7715	notify
7716	notify
7717	this.autoPopulateSeriesPaint
7717	seriesPaint == null
7718	supplier != null
7719	seriesPaint == null
7720	notify
7721	notify
7722	seriesFillPaint == null
7722	this.autoPopulateSeriesFillPaint
7723	supplier != null
7724	seriesFillPaint == null
7725	notify
7726	paint == null
7727	notify
7728	this.autoPopulateSeriesOutlinePaint
7728	seriesOutlinePaint == null
7729	supplier != null
7730	seriesOutlinePaint == null
7731	notify
7732	paint == null
7733	notify
7734	result == null
7734	this.autoPopulateSeriesStroke
7735	supplier != null
7736	result == null
7737	notify
7738	stroke == null
7739	notify
7740	result == null
7740	this.autoPopulateSeriesOutlineStroke
7741	supplier != null
7742	result == null
7743	notify
7744	stroke == null
7745	notify
7746	result == null
7746	this.autoPopulateSeriesShape
7747	supplier != null
7748	result == null
7749	notify
7750	shape == null
7751	notify
7752	b != null
7753	notify
7754	notify
7755	result == null
7756	notify
7757	font == null
7758	notify
7759	result == null
7760	notify
7761	paint == null
7762	notify
7763	position == null
7764	notify
7765	position == null
7766	notify
7767	position == null
7768	notify
7769	position == null
7770	notify
7771	b != null
7772	notify
7773	notify
7774	anchor == ItemLabelAnchor.CENTER
7775	anchor == ItemLabelAnchor.INSIDE1
7776	anchor == ItemLabelAnchor.INSIDE2
7777	anchor == ItemLabelAnchor.INSIDE3
7778	anchor == ItemLabelAnchor.INSIDE4
7779	anchor == ItemLabelAnchor.INSIDE5
7780	anchor == ItemLabelAnchor.INSIDE6
7781	anchor == ItemLabelAnchor.INSIDE7
7782	anchor == ItemLabelAnchor.INSIDE8
7783	anchor == ItemLabelAnchor.INSIDE9
7784	anchor == ItemLabelAnchor.INSIDE10
7785	anchor == ItemLabelAnchor.INSIDE11
7786	anchor == ItemLabelAnchor.INSIDE12
7787	anchor == ItemLabelAnchor.OUTSIDE1
7788	anchor == ItemLabelAnchor.OUTSIDE2
7789	anchor == ItemLabelAnchor.OUTSIDE3
7790	anchor == ItemLabelAnchor.OUTSIDE4
7791	anchor == ItemLabelAnchor.OUTSIDE5
7792	anchor == ItemLabelAnchor.OUTSIDE6
7793	anchor == ItemLabelAnchor.OUTSIDE7
7794	anchor == ItemLabelAnchor.OUTSIDE8
7795	anchor == ItemLabelAnchor.OUTSIDE9
7796	anchor == ItemLabelAnchor.OUTSIDE10
7797	anchor == ItemLabelAnchor.OUTSIDE11
7798	anchor == ItemLabelAnchor.OUTSIDE12
7799	listener == null
7800	listener == null
7801	ls[i] == RendererChangeListener.class
7802	obj == this
7803	obj instanceof AbstractRenderer
7804	this.seriesVisibleList.equals(that.seriesVisibleList)
7805	this.baseSeriesVisible != that.baseSeriesVisible
7806	this.seriesVisibleInLegendList.equals( that.seriesVisibleInLegendList)
7807	this.baseSeriesVisibleInLegend != that.baseSeriesVisibleInLegend
7808	ObjectUtilities.equal(this.paintList, that.paintList)
7809	PaintUtilities.equal(this.basePaint, that.basePaint)
7810	ObjectUtilities.equal(this.fillPaintList, that.fillPaintList)
7811	PaintUtilities.equal(this.baseFillPaint, that.baseFillPaint)
7812	ObjectUtilities.equal(this.outlinePaintList, that.outlinePaintList)
7813	PaintUtilities.equal(this.baseOutlinePaint, that.baseOutlinePaint)
7814	ObjectUtilities.equal(this.strokeList, that.strokeList)
7815	ObjectUtilities.equal(this.baseStroke, that.baseStroke)
7816	ObjectUtilities.equal(this.outlineStrokeList, that.outlineStrokeList)
7817	ObjectUtilities.equal( this.baseOutlineStroke, that.baseOutlineStroke)
7818	ObjectUtilities.equal(this.shapeList, that.shapeList)
7819	ObjectUtilities.equal(this.baseShape, that.baseShape)
7820	ObjectUtilities.equal(this.itemLabelsVisibleList, that.itemLabelsVisibleList)
7821	this.baseItemLabelsVisible != that.baseItemLabelsVisible
7822	ObjectUtilities.equal(this.itemLabelFontList, that.itemLabelFontList)
7823	ObjectUtilities.equal(this.baseItemLabelFont, that.baseItemLabelFont)
7824	ObjectUtilities.equal(this.itemLabelPaintList, that.itemLabelPaintList)
7825	PaintUtilities.equal(this.baseItemLabelPaint, that.baseItemLabelPaint)
7826	ObjectUtilities.equal(this.positiveItemLabelPositionList, that.positiveItemLabelPositionList)
7827	ObjectUtilities.equal(this.basePositiveItemLabelPosition, that.basePositiveItemLabelPosition)
7828	ObjectUtilities.equal(this.negativeItemLabelPositionList, that.negativeItemLabelPositionList)
7829	ObjectUtilities.equal(this.baseNegativeItemLabelPosition, that.baseNegativeItemLabelPosition)
7830	this.itemLabelAnchorOffset != that.itemLabelAnchorOffset
7831	ObjectUtilities.equal(this.createEntitiesList, that.createEntitiesList)
7832	this.baseCreateEntities != that.baseCreateEntities
7833	this.seriesVisibleList != null
7834	this.seriesVisibleInLegendList != null
7835	this.paintList != null
7836	this.fillPaintList != null
7837	this.outlinePaintList != null
7838	this.strokeList != null
7839	this.outlineStrokeList != null
7840	this.shapeList != null
7841	this.baseShape != null
7842	this.itemLabelsVisibleList != null
7843	this.itemLabelFontList != null
7844	this.itemLabelPaintList != null
7845	this.positiveItemLabelPositionList != null
7846	this.negativeItemLabelPositionList != null
7847	this.createEntitiesList != null
1292	getSeriesKey(s).equals(seriesKey)
5045	info == null
5046	entities == null
5047	obj == this
5048	obj instanceof AbstractXYAnnotation
