id	oracle
5436	margin == null
5437	frame == null
5438	padding == null
5439	bounds == null
5440	c == null
5441	c.equals(RectangleConstraint.NONE)
5442	r == null
5443	r.getLowerBound() > 0.0
5444	r.getUpperBound() < Double.POSITIVE_INFINITY
5445	r == null
5446	r.getLowerBound() > 0.0
5447	r.getUpperBound() < Double.POSITIVE_INFINITY
5448	obj == this
5449	obj instanceof AbstractBlock
5450	ObjectUtilities.equal(this.id, that.id)
5451	this.frame.equals(that.frame)
5452	this.bounds.equals(that.bounds)
5453	this.margin.equals(that.margin)
5454	this.padding.equals(that.padding)
5455	this.height != that.height
5456	this.width != that.width
5457	this.frame instanceof PublicCloneable
1835	labelFormat == null
1836	formatter == null
1837	percentFormatter == null
1838	labelFormat == null
1839	formatter == null
1840	dataset == null
1841	value != null
1842	this.numberFormat != null
1843	this.dateFormat != null
1844	value != null
1845	obj == this
1846	obj instanceof AbstractCategoryItemLabelGenerator
1847	this.labelFormat.equals(that.labelFormat)
1848	ObjectUtilities.equal(this.dateFormat, that.dateFormat)
1849	ObjectUtilities.equal(this.numberFormat, that.numberFormat)
1850	this.numberFormat != null
1851	this.dateFormat != null
7014	plot == null
7015	generator == null
7016	notify
7017	notify
7018	result == null
7019	notify
7020	notify
7021	generator == null
7022	notify
7023	notify
7024	data != null
7025	orientation == PlotOrientation.HORIZONTAL
7026	orientation == PlotOrientation.VERTICAL
7027	paint == null
7028	stroke == null
7029	range.contains(value)
7030	orientation == PlotOrientation.HORIZONTAL
7031	orientation == PlotOrientation.VERTICAL
7032	paint == null
7033	stroke == null
7034	columnIndex < 0
7035	marker.getDrawAsLine()
7036	orientation == PlotOrientation.HORIZONTAL
7037	orientation == PlotOrientation.VERTICAL
7038	orientation == PlotOrientation.HORIZONTAL
7039	orientation == PlotOrientation.VERTICAL
7040	label != null
7041	marker instanceof ValueMarker
7042	range.contains(value)
7043	orientation == PlotOrientation.HORIZONTAL
7044	orientation == PlotOrientation.VERTICAL
7045	label != null
7046	marker instanceof IntervalMarker
7047	range.intersects(start, end)
7048	orientation == PlotOrientation.HORIZONTAL
7049	orientation == PlotOrientation.VERTICAL
7050	p instanceof GradientPaint
7051	t != null
7052	im.getOutlineStroke() != null
7052	im.getOutlinePaint() != null
7053	orientation == PlotOrientation.VERTICAL
7054	range.contains(start)
7055	range.contains(end)
7056	range.contains(start)
7057	range.contains(end)
7058	label != null
7059	orientation == PlotOrientation.HORIZONTAL
7060	orientation == PlotOrientation.VERTICAL
7061	orientation == PlotOrientation.HORIZONTAL
7062	orientation == PlotOrientation.VERTICAL
7063	p == null
7064	isSeriesVisible(series)
7064	isSeriesVisibleInLegend(series)
7065	this.legendItemToolTipGenerator != null
7066	this.legendItemURLGenerator != null
7067	obj == this
7068	obj instanceof AbstractCategoryItemRenderer
7069	ObjectUtilities.equal(this.itemLabelGeneratorList, that.itemLabelGeneratorList)
7070	ObjectUtilities.equal(this.baseItemLabelGenerator, that.baseItemLabelGenerator)
7071	ObjectUtilities.equal(this.toolTipGeneratorList, that.toolTipGeneratorList)
7072	ObjectUtilities.equal(this.baseToolTipGenerator, that.baseToolTipGenerator)
7073	ObjectUtilities.equal(this.urlGeneratorList, that.urlGeneratorList)
7074	ObjectUtilities.equal(this.baseURLGenerator, that.baseURLGenerator)
7075	ObjectUtilities.equal(this.legendItemLabelGenerator, that.legendItemLabelGenerator)
7076	ObjectUtilities.equal(this.legendItemToolTipGenerator, that.legendItemToolTipGenerator)
7077	ObjectUtilities.equal(this.legendItemURLGenerator, that.legendItemURLGenerator)
7078	cp != null
7079	generator != null
7080	negative
7081	this.itemLabelGeneratorList != null
7082	this.baseItemLabelGenerator != null
7083	this.baseItemLabelGenerator instanceof PublicCloneable
7084	this.toolTipGeneratorList != null
7085	this.baseToolTipGenerator != null
7086	this.baseToolTipGenerator instanceof PublicCloneable
7087	this.urlGeneratorList != null
7088	this.baseURLGenerator != null
7089	this.baseURLGenerator instanceof PublicCloneable
7090	this.legendItemLabelGenerator instanceof PublicCloneable
7091	this.legendItemToolTipGenerator instanceof PublicCloneable
7092	this.legendItemURLGenerator instanceof PublicCloneable
7093	result == null
7094	result == null
7095	this.plot == null
7096	dataset != null
7097	isSeriesVisibleInLegend(i)
7098	item != null
7099	generator == null
7100	tipster != null
7101	urlster != null
1276	group == null
1277	listeners[i] == DatasetChangeListener.class
363	x != null
364	x != null
365	y != null
366	y != null
1652	index < this.size
1652	index >= 0
1653	index < 0
1654	index >= this.objects.length
1655	this.objects[index] == object
1656	obj == null
1657	obj == this
1658	obj instanceof AbstractObjectList
1659	ObjectUtilities.equal(get(i), other.get(i))
1660	this.objects != null
1661	object != null
1661	object instanceof Serializable
1662	index != -1
1917	labelFormat == null
1918	numberFormat == null
1919	percentFormat == null
1920	value != null
1921	value != null
1922	v > 0.0
1923	dataset != null
1924	obj == this
1925	obj instanceof AbstractPieItemLabelGenerator
1926	this.labelFormat.equals(that.labelFormat)
1927	this.numberFormat.equals(that.numberFormat)
1928	this.percentFormat.equals(that.percentFormat)
1929	this.numberFormat != null
1930	this.percentFormat != null
3228	record == null
7193	b != null
7194	notify
7195	notify
7196	b != null
7197	notify
7198	notify
7199	this.autoPopulateSeriesPaint
7199	seriesPaint == null
7200	supplier != null
7201	seriesPaint == null
7202	notify
7203	notify
7204	this.autoPopulateSeriesFillPaint
7204	seriesFillPaint == null
7205	supplier != null
7206	seriesFillPaint == null
7207	notify
7208	paint == null
7209	notify
7210	seriesOutlinePaint == null
7210	this.autoPopulateSeriesOutlinePaint
7211	supplier != null
7212	seriesOutlinePaint == null
7213	notify
7214	paint == null
7215	notify
7216	this.autoPopulateSeriesStroke
7216	result == null
7217	supplier != null
7218	result == null
7219	notify
7220	stroke == null
7221	notify
7222	result == null
7222	this.autoPopulateSeriesOutlineStroke
7223	supplier != null
7224	result == null
7225	notify
7226	stroke == null
7227	notify
7228	this.autoPopulateSeriesShape
7228	result == null
7229	supplier != null
7230	result == null
7231	notify
7232	shape == null
7233	notify
7234	b != null
7235	notify
7236	notify
7237	result == null
7238	notify
7239	font == null
7240	notify
7241	result == null
7242	notify
7243	paint == null
7244	notify
7245	position == null
7246	notify
7247	position == null
7248	notify
7249	position == null
7250	notify
7251	position == null
7252	notify
7253	b != null
7254	notify
7255	notify
7256	anchor == ItemLabelAnchor.CENTER
7257	anchor == ItemLabelAnchor.INSIDE1
7258	anchor == ItemLabelAnchor.INSIDE2
7259	anchor == ItemLabelAnchor.INSIDE3
7260	anchor == ItemLabelAnchor.INSIDE4
7261	anchor == ItemLabelAnchor.INSIDE5
7262	anchor == ItemLabelAnchor.INSIDE6
7263	anchor == ItemLabelAnchor.INSIDE7
7264	anchor == ItemLabelAnchor.INSIDE8
7265	anchor == ItemLabelAnchor.INSIDE9
7266	anchor == ItemLabelAnchor.INSIDE10
7267	anchor == ItemLabelAnchor.INSIDE11
7268	anchor == ItemLabelAnchor.INSIDE12
7269	anchor == ItemLabelAnchor.OUTSIDE1
7270	anchor == ItemLabelAnchor.OUTSIDE2
7271	anchor == ItemLabelAnchor.OUTSIDE3
7272	anchor == ItemLabelAnchor.OUTSIDE4
7273	anchor == ItemLabelAnchor.OUTSIDE5
7274	anchor == ItemLabelAnchor.OUTSIDE6
7275	anchor == ItemLabelAnchor.OUTSIDE7
7276	anchor == ItemLabelAnchor.OUTSIDE8
7277	anchor == ItemLabelAnchor.OUTSIDE9
7278	anchor == ItemLabelAnchor.OUTSIDE10
7279	anchor == ItemLabelAnchor.OUTSIDE11
7280	anchor == ItemLabelAnchor.OUTSIDE12
7281	listener == null
7282	listener == null
7283	ls[i] == RendererChangeListener.class
7284	obj == this
7285	obj instanceof AbstractRenderer
7286	this.seriesVisibleList.equals(that.seriesVisibleList)
7287	this.baseSeriesVisible != that.baseSeriesVisible
7288	this.seriesVisibleInLegendList.equals( that.seriesVisibleInLegendList)
7289	this.baseSeriesVisibleInLegend != that.baseSeriesVisibleInLegend
7290	ObjectUtilities.equal(this.paintList, that.paintList)
7291	PaintUtilities.equal(this.basePaint, that.basePaint)
7292	ObjectUtilities.equal(this.fillPaintList, that.fillPaintList)
7293	PaintUtilities.equal(this.baseFillPaint, that.baseFillPaint)
7294	ObjectUtilities.equal(this.outlinePaintList, that.outlinePaintList)
7295	PaintUtilities.equal(this.baseOutlinePaint, that.baseOutlinePaint)
7296	ObjectUtilities.equal(this.strokeList, that.strokeList)
7297	ObjectUtilities.equal(this.baseStroke, that.baseStroke)
7298	ObjectUtilities.equal(this.outlineStrokeList, that.outlineStrokeList)
7299	ObjectUtilities.equal( this.baseOutlineStroke, that.baseOutlineStroke)
7300	ObjectUtilities.equal(this.shapeList, that.shapeList)
7301	ObjectUtilities.equal(this.baseShape, that.baseShape)
7302	ObjectUtilities.equal(this.itemLabelsVisibleList, that.itemLabelsVisibleList)
7303	this.baseItemLabelsVisible != that.baseItemLabelsVisible
7304	ObjectUtilities.equal(this.itemLabelFontList, that.itemLabelFontList)
7305	ObjectUtilities.equal(this.baseItemLabelFont, that.baseItemLabelFont)
7306	ObjectUtilities.equal(this.itemLabelPaintList, that.itemLabelPaintList)
7307	PaintUtilities.equal(this.baseItemLabelPaint, that.baseItemLabelPaint)
7308	ObjectUtilities.equal(this.positiveItemLabelPositionList, that.positiveItemLabelPositionList)
7309	ObjectUtilities.equal(this.basePositiveItemLabelPosition, that.basePositiveItemLabelPosition)
7310	ObjectUtilities.equal(this.negativeItemLabelPositionList, that.negativeItemLabelPositionList)
7311	ObjectUtilities.equal(this.baseNegativeItemLabelPosition, that.baseNegativeItemLabelPosition)
7312	this.itemLabelAnchorOffset != that.itemLabelAnchorOffset
7313	ObjectUtilities.equal(this.createEntitiesList, that.createEntitiesList)
7314	this.baseCreateEntities != that.baseCreateEntities
7315	this.seriesVisibleList != null
7316	this.seriesVisibleInLegendList != null
7317	this.paintList != null
7318	this.fillPaintList != null
7319	this.outlinePaintList != null
7320	this.strokeList != null
7321	this.outlineStrokeList != null
7322	this.shapeList != null
7323	this.baseShape != null
7324	this.itemLabelsVisibleList != null
7325	this.itemLabelFontList != null
7326	this.itemLabelPaintList != null
7327	this.positiveItemLabelPositionList != null
7328	this.negativeItemLabelPositionList != null
7329	this.createEntitiesList != null
1217	getSeriesKey(s).equals(seriesKey)
4631	info == null
4632	entities == null
4633	obj == this
4634	obj instanceof AbstractXYAnnotation
4635	ObjectUtilities.equal(this.toolTipText, that.toolTipText)
4636	ObjectUtilities.equal(this.url, that.url)
4637	this.toolTipText != null
4638	this.url != null
337	x != null
338	y != null
1897	formatString == null
1898	xFormat == null
1899	yFormat == null
1900	Double.isNaN(x)
1900	dataset.getX(series, item) == null
1901	this.xDateFormat != null
1902	dataset.getY(series, item) == null
1902	Double.isNaN(y)
1903	this.yDateFormat != null
1904	obj == this
1905	obj instanceof AbstractXYItemLabelGenerator
1906	this.formatString.equals(that.formatString)
1907	ObjectUtilities.equal(this.xFormat, that.xFormat)
1908	ObjectUtilities.equal(this.xDateFormat, that.xDateFormat)
1909	ObjectUtilities.equal(this.yFormat, that.yFormat)
1910	ObjectUtilities.equal(this.yDateFormat, that.yDateFormat)
1911	this.xFormat != null
1912	this.yFormat != null
1913	this.xDateFormat != null
1914	this.yDateFormat != null
6285	generator == null
6286	notify
6287	notify
6288	generator == null
6289	notify
6290	notify
6291	generator == null
6292	notify
6293	notify
6294	annotation == null
6295	layer.equals(Layer.FOREGROUND)
6296	layer.equals(Layer.BACKGROUND)
6297	generator == null
6298	dataset != null
6299	dataset != null
6300	this.plot == null
6301	dataset != null
6302	isSeriesVisibleInLegend(i)
6303	item != null
6304	xyplot != null
6305	dataset != null
6306	getLegendItemToolTipGenerator() != null
6307	getLegendItemURLGenerator() != null
6308	paint != null
6309	paint != null
6310	range.contains(value)
6311	orientation == PlotOrientation.HORIZONTAL
6312	orientation == PlotOrientation.VERTICAL
6313	range.contains(value)
6314	orientation == PlotOrientation.HORIZONTAL
6315	orientation == PlotOrientation.VERTICAL
6316	marker instanceof ValueMarker
6317	range.contains(value)
6318	orientation == PlotOrientation.HORIZONTAL
6319	orientation == PlotOrientation.VERTICAL
6320	label != null
6321	marker instanceof IntervalMarker
6322	range.intersects(start, end)
6323	orientation == PlotOrientation.HORIZONTAL
6324	orientation == PlotOrientation.VERTICAL
6325	p instanceof GradientPaint
6326	t != null
6327	im.getOutlineStroke() != null
6327	im.getOutlinePaint() != null
6328	orientation == PlotOrientation.VERTICAL
6329	range.contains(start)
6330	range.contains(end)
6331	range.contains(start)
6332	range.contains(end)
6333	label != null
6334	orientation == PlotOrientation.HORIZONTAL
6335	orientation == PlotOrientation.VERTICAL
6336	marker instanceof ValueMarker
6337	range.contains(value)
6338	orientation == PlotOrientation.HORIZONTAL
6339	orientation == PlotOrientation.VERTICAL
6340	label != null
6341	marker instanceof IntervalMarker
6342	range.intersects(start, end)
6343	orientation == PlotOrientation.HORIZONTAL
6344	orientation == PlotOrientation.VERTICAL
6345	p instanceof GradientPaint
6346	t != null
6347	im.getOutlinePaint() != null
6347	im.getOutlineStroke() != null
6348	orientation == PlotOrientation.VERTICAL
6349	range.contains(start)
6350	range.contains(end)
6351	range.contains(start)
6352	range.contains(end)
6353	label != null
6354	orientation == PlotOrientation.HORIZONTAL
6355	orientation == PlotOrientation.VERTICAL
6356	this.baseItemLabelGenerator instanceof PublicCloneable
6356	this.baseItemLabelGenerator != null
6357	this.baseToolTipGenerator != null
6357	this.baseToolTipGenerator instanceof PublicCloneable
6358	clone.legendItemLabelGenerator instanceof PublicCloneable
6359	clone.legendItemToolTipGenerator instanceof PublicCloneable
6360	clone.legendItemURLGenerator instanceof PublicCloneable
6361	clone.legendItemLabelGenerator instanceof PublicCloneable
6362	clone.legendItemToolTipGenerator instanceof PublicCloneable
6363	clone.legendItemURLGenerator instanceof PublicCloneable
6364	obj == this
6365	obj instanceof AbstractXYItemRenderer
6366	this.itemLabelGeneratorList.equals(that.itemLabelGeneratorList)
6367	ObjectUtilities.equal(this.baseItemLabelGenerator, that.baseItemLabelGenerator)
6368	this.toolTipGeneratorList.equals(that.toolTipGeneratorList)
6369	ObjectUtilities.equal(this.baseToolTipGenerator, that.baseToolTipGenerator)
6370	this.urlGeneratorList.equals(that.urlGeneratorList)
6371	ObjectUtilities.equal(this.baseURLGenerator, that.baseURLGenerator)
6372	this.foregroundAnnotations.equals(that.foregroundAnnotations)
6373	this.backgroundAnnotations.equals(that.backgroundAnnotations)
6374	this.defaultEntityRadius != that.defaultEntityRadius
6375	ObjectUtilities.equal(this.legendItemLabelGenerator, that.legendItemLabelGenerator)
6376	ObjectUtilities.equal(this.legendItemToolTipGenerator, that.legendItemToolTipGenerator)
6377	ObjectUtilities.equal(this.legendItemURLGenerator, that.legendItemURLGenerator)
6378	p != null
6379	orientation == null
6380	crosshairState != null
6381	this.plot.isDomainCrosshairLockedOnData()
6382	this.plot.isRangeCrosshairLockedOnData()
6383	this.plot.isRangeCrosshairLockedOnData()
6384	generator != null
6385	negative
6386	layer.equals(Layer.FOREGROUND)
6387	layer.equals(Layer.BACKGROUND)
6388	getItemCreateEntity(series, item)
6389	area == null
6390	generator != null
6391	urlster != null
362	z != null
1471	(align & FIT_VERTICAL) == FIT_VERTICAL
1472	(align & FIT_HORIZONTAL) == FIT_HORIZONTAL
1473	(align & TOP) == TOP
1474	(align & BOTTOM) == BOTTOM
1475	(align & LEFT) == LEFT
1476	(align & RIGHT) == RIGHT
1646	event.getWindow() == this
7132	type == null
7133	cp == null
7134	isSeriesVisible(series)
7134	isSeriesVisibleInLegend(series)
7135	getLegendItemToolTipGenerator() != null
7136	getLegendItemURLGenerator() != null
7137	getItemVisible(row, column)
7138	value != null
7139	this.endType == AreaRendererEndType.TRUNCATE
7140	column == 0
7141	column == getColumnCount() - 1
7142	column > 0
7143	n0 != null
7144	column < dataset.getColumnCount() - 1
7145	n2 != null
7146	orientation == PlotOrientation.VERTICAL
7147	orientation == PlotOrientation.HORIZONTAL
7148	isItemLabelVisible(row, column)
7149	entities != null
7150	obj == this
7151	obj instanceof AreaRenderer
7152	this.endType.equals(that.endType)
7169	this == o
7170	o instanceof AreaRendererEndType
7171	this.name.equals(t.toString())
7172	this.equals(AreaRendererEndType.LEVEL)
7173	this.equals(AreaRendererEndType.TAPER)
7174	this.equals(AreaRendererEndType.TRUNCATE)
1729	array == null
1730	array1 == null
1731	array2 == null
1732	array1.length != array2.length
1733	array1[i] == null
1734	array2[i] != null
1735	array2[i] == null
1736	array1[i] != null
1737	array1[i] != array2[i]
1738	array1 == null
1739	array2 == null
1740	array1.length != array2.length
1741	Arrays.equals(array1[i], array2[i])
1742	o1 != null
1742	o2 != null
1743	o1.equals(o2)
1744	o1 == null
1744	o2 == null
1745	o1 == null
1746	o2 == null
1747	retval != 0
4326	this.isArrowAtTop
4327	angle != 0
4327	rotate != null
4328	rotate != null
4328	angle != 0
4329	obj == this
4330	obj instanceof ArrowNeedle
4331	super.equals(obj)
4332	this.isArrowAtTop != that.isArrowAtTop
1613	s1 == null
1614	s2 == null
1615	limit1 != limit2
1616	m1.equals(m2)
1617	c1 != c2
4051	flag != this.visible
4052	existing != null
4053	existing.equals(label)
4054	label != null
4055	font == null
4056	this.labelFont.equals(font)
4057	paint == null
4058	insets == null
4059	insets.equals(this.labelInsets)
4060	paint == null
4061	stroke == null
4062	flag != this.tickLabelsVisible
4063	font == null
4064	this.tickLabelFont.equals(font)
4065	paint == null
4066	insets == null
4067	this.tickLabelInsets.equals(insets)
4068	flag != this.tickMarksVisible
4069	stroke == null
4070	this.tickMarkStroke.equals(stroke)
4071	paint == null
4072	listeners[i] == AxisChangeListener.class
4073	axisLabel.equals("")
4073	axisLabel != null
4074	edge == RectangleEdge.RIGHT
4074	edge == RectangleEdge.LEFT
4075	state == null
4076	label == null
4076	label.equals("")
4077	edge == RectangleEdge.TOP
4078	edge == RectangleEdge.BOTTOM
4079	edge == RectangleEdge.LEFT
4080	edge == RectangleEdge.RIGHT
4081	hotspot != null
4081	plotState != null
4082	entities != null
4083	edge == RectangleEdge.TOP
4084	edge == RectangleEdge.BOTTOM
4085	edge == RectangleEdge.LEFT
4086	edge == RectangleEdge.RIGHT
4087	obj == this
4088	obj instanceof Axis
4089	this.visible != that.visible
4090	ObjectUtilities.equal(this.label, that.label)
4091	ObjectUtilities.equal(this.labelFont, that.labelFont)
4092	PaintUtilities.equal(this.labelPaint, that.labelPaint)
