id	oracle
1428	consumed != 0
0	a1 == a2
1	a2 == null
1	a1 == null
2	type.equals(type2)
3	m.getParameterTypes().length == 0
3	isValidAnnotationMemberType(m.getReturnType())
4	memberEquals(m.getReturnType(), v1, v2)
5	value == null
6	m.getParameterTypes().length > 0
7	type == null
8	type.isArray()
9	value.getClass().isArray()
10	value instanceof Annotation
11	o1 == o2
12	o1 == null
12	o2 == null
13	type.isArray()
14	type.isAnnotation()
15	componentType.isAnnotation()
16	componentType.equals(Byte.TYPE)
17	componentType.equals(Short.TYPE)
18	componentType.equals(Integer.TYPE)
19	componentType.equals(Character.TYPE)
20	componentType.equals(Long.TYPE)
21	componentType.equals(Float.TYPE)
22	componentType.equals(Double.TYPE)
23	componentType.equals(Boolean.TYPE)
24	a1.length != a2.length
25	equals(a1[i], a2[i])
26	componentType.equals(Byte.TYPE)
27	componentType.equals(Short.TYPE)
28	componentType.equals(Integer.TYPE)
29	componentType.equals(Character.TYPE)
30	componentType.equals(Long.TYPE)
31	componentType.equals(Float.TYPE)
32	componentType.equals(Double.TYPE)
33	componentType.equals(Boolean.TYPE)
1785	array == null
1786	array == null
1787	object instanceof Map.Entry<?, ?>
1788	object instanceof Object[]
1789	entry.length < 2
1790	array == null
1791	array == null
1792	array == null
1793	array == null
1794	array == null
1795	array == null
1796	array == null
1797	array == null
1798	array == null
1799	array.length == 0
1799	array == null
1800	array.length == 0
1800	array == null
1801	array == null
1801	array.length == 0
1802	array.length == 0
1802	array == null
1803	array.length == 0
1803	array == null
1804	array == null
1804	array.length == 0
1805	array.length == 0
1805	array == null
1806	array.length == 0
1806	array == null
1807	array.length == 0
1807	array == null
1808	array.length == 0
1808	array == null
1809	array.length == 0
1809	array == null
1810	array.length == 0
1810	array == null
1811	array.length == 0
1811	array == null
1812	array == null
1812	array.length == 0
1813	array.length == 0
1813	array == null
1814	array == null
1814	array.length == 0
1815	array == null
1815	array.length == 0
1816	array.length == 0
1816	array == null
1817	array == null
1818	startIndexInclusive < 0
1819	endIndexExclusive > array.length
1820	newSize <= 0
1821	array == null
1822	startIndexInclusive < 0
1823	endIndexExclusive > array.length
1824	newSize <= 0
