id	oracle
448	p > 1.0
448	p < 0.0
449	Math.abs(rootFindingFunction.value(lowerBound)) < 1E-6
450	Math.abs(rootFindingFunction.value(upperBound)) < 1E-6
487	x0 > x1
1399	++costEvaluations > maxCostEval
1400	m <= p
706	rowDimension <= 0
707	columnDimension <= 0
708	d.length == 0
709	d[0].length == 0
710	d.length == 0
711	columns < 0
712	destination[0].length < columnsCount
712	destination.length < rowsCount
713	destination.length < selectedRows.length
713	destination[0].length < selectedColumns.length
714	nRows == 0
715	nCols == 0
716	subMatrix[r].length != nCols
717	matrix.getRowDimension() != 1
717	matrix.getColumnDimension() != nCols
718	matrix.getRowDimension() != nRows
718	matrix.getColumnDimension() != 1
719	vector.getDimension() != nCols
720	vector.getDimension() != nRows
721	array.length != nCols
722	array.length != nRows
723	nRows != nCols
724	v.length != nCols
725	v.getDimension() != nCols
726	v.length != nRows
727	v.getDimension() != nRows
728	i > 0
729	j > 0
730	object == this
731	object instanceof FieldMatrix<?> == false
732	m.getRowDimension() != nRows
732	m.getColumnDimension() != nCols
733	getEntry(row, col).equals(m.getEntry(row, col))
734	row >= getRowDimension()
734	row < 0
735	column >= getColumnDimension()
735	column < 0
736	startRow > endRow
737	startColumn > endColumn
738	selectedRows.length * selectedColumns.length == 0
739	selectedRows.length == 0
740	getRowDimension() != m.getRowDimension()
740	getColumnDimension() != m.getColumnDimension()
741	getColumnDimension() != m.getColumnDimension()
741	getRowDimension() != m.getRowDimension()
742	getColumnDimension() != m.getRowDimension()
355	format == null
356	format == null
357	index < n
358	index < n
406	x0 > x1
407	Math.floor(x0) < x0
408	fl == x
409	x0 > x1
410	p > 1.0
410	p < 0.0
411	pm > p
412	xm == x1
413	xm == x0
1605	handler.requiresDenseOutput()
1606	++evaluations > maxEvaluations
1607	ode.getDimension() != y0.length
1608	ode.getDimension() != y.length
1609	Math.abs(t - t0) <= 1.0e-12 * Math.max(Math.abs(t0), Math.abs(t))
1016	++iterations > maxIterations
1017	jacobian.length != rows
1018	++objectiveEvaluations > maxEvaluations
1019	objective.length != rows
1020	rows <= cols
1021	target.length != weights.length
954	++iterations > maxIterations
1281	x == null
1281	x.length != y.length
1281	y == null
1282	x[0].length > x.length
1282	x.length > 0
1283	x.length != covariance.length
1284	covariance.length > 0
1284	covariance.length != covariance[0].length
1310	i > 0
1311	bytesOut == bytes.length
1312	n <= 0
1313	Double.isNaN(cachedNormalDeviate)
1314	s != 0
644	rowDimension <= 0
645	columnDimension <= 0
646	destination.length < rowsCount
646	destination[0].length < columnsCount
647	destination.length < selectedRows.length
647	destination[0].length < selectedColumns.length
648	nRows == 0
649	nCols == 0
650	subMatrix[r].length != nCols
651	matrix.getRowDimension() != 1
651	matrix.getColumnDimension() != nCols
652	matrix.getRowDimension() != nRows
652	matrix.getColumnDimension() != 1
653	vector.getDimension() != nCols
654	vector.getDimension() != nRows
655	array.length != nCols
656	array.length != nRows
657	lu == null
658	lu == null
659	nRows != nCols
660	v.length != nCols
661	v.getDimension() != nCols
662	v.length != nRows
663	v.getDimension() != nRows
664	lu == null
665	lu == null
666	lu == null
667	i > 0
668	j > 0
669	object == this
670	object instanceof RealMatrix == false
671	m.getRowDimension() != nRows
671	m.getColumnDimension() != nCols
672	getEntry(row, col) != m.getEntry(row, col)
548	d != n
549	index < 0
549	index >= getDimension()
550	v instanceof ArrayRealVector
551	v instanceof ArrayRealVector
552	d != 0
553	entry.getValue() <= minValue
554	entry.getValue() >= maxValue
555	this instanceof SparseRealVector
555	v instanceof SparseRealVector
1033	++iterations > maxIterations
1034	++evaluations > maxEvaluations
1465	interpolator.currentState != null
1466	dirtyState
1467	dirtyState
1468	finalized
1469	currentState == null
1470	currentState != null
1471	dimension < 0
1069	values == null
1070	test(values, begin, length)
1071	values == null
1072	test(values, begin, length)
1073	object == this
1074	object instanceof AbstractStorelessUnivariateStatistic == false
932	resultComputed
933	++evaluations > maxEvaluations
1186	values == null
1187	begin < 0
1188	length < 0
1189	begin + length > values.length
1190	length == 0
1191	weights == null
1192	weights.length != values.length
1193	Double.isNaN(weights[i])
1194	Double.isInfinite(weights[i])
1195	weights[i] < 0
1196	weights[i] > 0.0
1196	containsPositiveWeight
1197	containsPositiveWeight
1554	y != y0
1555	error <= 1.0
1556	manager.evaluateStep(interpolatorTmp)
1557	Math.abs(dt) <= Math.ulp(stepStart)
1558	lastStep
1558	manager.reset(stepStart, y)
1559	lastStep
1548	y != y0
1549	error <= 1.0
1550	manager.evaluateStep(interpolatorTmp)
1551	Math.abs(dt) <= Math.ulp(stepStart)
1552	lastStep
1552	manager.reset(stepStart, y)
1553	lastStep
1604	t == null
1587	initialStepSize < minStep
1587	initialStepSize > maxStep
1588	vecAbsoluteTolerance.length != y0.length
1588	vecAbsoluteTolerance != null
1589	vecRelativeTolerance.length != y0.length
1589	vecRelativeTolerance != null
1590	initialStep > 0
1591	forward
1592	h < getMinStep()
1593	h > getMaxStep()
1594	forward
1595	Math.abs(h) < minStep
1596	acceptSmall
1597	filteredH > maxStep
1598	filteredH < -maxStep
1200	statistics == null
1201	iterator.hasNext()
1202	current.getMin() < min
1202	Double.isNaN(min)
1203	Double.isNaN(max)
1203	current.getMax() > max
1204	n == 0
1205	n == 1
693	copyArray
694	d == null
695	nRows == 0
696	nCols == 0
697	d[r].length != nCols
698	data == null
699	row > 0
700	column > 0
701	nRows == 0
702	nCols == 0
703	subMatrix[i].length != nCols
704	v.length != nCols
705	v.length != nRows
823	copyArray
824	d == null
825	nRows == 0
826	nCols == 0
827	d[r].length != nCols
828	data == null
829	row > 0
830	column > 0
831	nRows == 0
832	nCols == 0
833	subMatrix[i].length != nCols
834	v.length != nCols
835	v.length != nRows
899	d.length < pos + size
900	data.length != n
901	this == other
902	other == null
903	data.length != rhs.getDimension()
904	data[i].equals(rhs.getEntry(i))
905	index >= getDimension()
905	index < 0
556	d == null
557	d.length == 0
558	d.length < pos + size
559	d.length < pos + size
560	v instanceof ArrayRealVector
561	v instanceof ArrayRealVector
562	v instanceof ArrayRealVector
563	v instanceof ArrayRealVector
564	v instanceof ArrayRealVector
565	v instanceof ArrayRealVector
566	v instanceof ArrayRealVector
567	v instanceof ArrayRealVector
568	norm == 0
569	norm == 0
570	v instanceof ArrayRealVector
571	data.length != n
572	Double.isNaN(v)
573	isNaN()
574	Double.isInfinite(v)
575	this == other
576	other == null
576	other instanceof RealVector
577	data.length != rhs.getDimension()
578	rhs.isNaN()
579	data[i] != rhs.getEntry(i)
580	isNaN()
1434	a <= 0.0
1434	Double.isNaN(a)
1434	Double.isNaN(b)
1434	x > 1
1434	x < 0
1434	b <= 0.0
1434	Double.isNaN(x)
1435	x > (a + 1.0) / (a + b + 2.0)
1436	b <= 0.0
1436	Double.isNaN(b)
1436	Double.isNaN(a)
1436	a <= 0.0
488	Double.isNaN(z)
489	x > 1
489	x < 0
490	x == 0
491	alpha < 1
492	x == 1
493	beta < 1
494	p == 0
495	p == 1
496	x <= 0
497	x >= 1
756	m >= n
757	cachedU == null
758	hK[k - diagOffset] != 0.0
759	diagOffset > 0
760	cachedB == null
761	m < n
762	i > 0
763	i < main.length - 1
764	cachedV == null
765	hK[k] != 0.0
766	diagOffset > 0
767	a != 0.0
768	k < n - 1
769	b != 0.0
770	a != 0.0
771	k < m - 1
772	b != 0.0
309	num == null
310	den == null
311	BigInteger.ZERO.equals(den)
312	BigInteger.ZERO.equals(num)
313	BigInteger.ONE.compareTo(gcd) < 0
314	BigInteger.ZERO.compareTo(den) > 0
315	Double.isNaN(value)
316	Double.isInfinite(value)
317	exponent != 0
318	sign != 0
319	k < 0
320	a0 > overflow
321	Math.abs(a0 - value) < epsilon
322	q2 > overflow
