id	oracle
532	element != null
533	top == null
534	element != null
535	node.element == element
536	node.element.compareTo(element) > 0
537	node.element.compareTo(reference) < 0
538	node.right == null
539	node.left == null
540	node.element.compareTo(reference) > 0
541	node.left == null
542	node.right == null
1329	rowDimension <= 0
1330	columnDimension <= 0
1331	d == null
1332	d.length == 0
1333	d[0].length == 0
1334	d.length == 0
1335	columns < 0
1336	p < 0
1337	isSquare()
1338	p == 0
1339	p == 1
1340	binaryRepresentation[i] == '1'
1341	destination[0].length < columnsCount
1341	destination.length < rowsCount
1342	destination.length < selectedRows.length
1342	destination[0].length < selectedColumns.length
1343	subMatrix == null
1344	nRows == 0
1345	nCols == 0
1346	subMatrix[r].length != nCols
1347	matrix.getColumnDimension() != nCols
1347	matrix.getRowDimension() != 1
1348	matrix.getRowDimension() != nRows
1348	matrix.getColumnDimension() != 1
1349	vector.getDimension() != nCols
1350	vector.getDimension() != nRows
1351	array.length != nCols
1352	array.length != nRows
1353	nRows != nCols
1354	v.length != nCols
1355	v.getDimension() != nCols
1356	v.length != nRows
1357	v.getDimension() != nRows
1358	i > 0
1359	j > 0
1360	object == this
1361	object instanceof FieldMatrix<?> == false
1362	m.getColumnDimension() != nCols
1362	m.getRowDimension() != nRows
1363	getEntry(row, col).equals(m.getEntry(row, col))
1364	row >= getRowDimension()
1364	row < 0
1365	column < 0
1365	column >= getColumnDimension()
1366	endRow < startRow
1367	endColumn < startColumn
1368	selectedRows == null
1368	selectedColumns == null
1369	selectedColumns.length == 0
1369	selectedRows.length == 0
1370	getRowDimension() != m.getRowDimension()
1370	getColumnDimension() != m.getColumnDimension()
1371	getColumnDimension() != m.getColumnDimension()
1371	getRowDimension() != m.getRowDimension()
1372	getColumnDimension() != m.getRowDimension()
896	format == null
897	format == null
898	index < n
899	index < n
947	x1 < x0
948	p > 1.0
948	p < 0.0
949	p == 0.0
950	lower == Integer.MIN_VALUE
951	checkedCumulativeProbability(lower) >= p
952	p == 1.0
953	chebyshevApplies
954	tmp > lower
955	tmp < upper
956	xm < lower
956	xm > upper
957	pm >= p
958	sampleSize <= 0
959	Double.isNaN(result)
2778	y0.length != equations.getDimension()
2779	y.length != equations.getDimension()
2780	statesInitialized
2781	state.evaluateStep(interpolator)
2782	isLastStep
2783	currentEvent.reset(eventT, eventY)
2784	currentEvent.evaluateStep(interpolator)
2785	dt <= threshold
1750	weightedResidualJacobian.length != rows
1751	objective.length != rows
1752	rows <= cols
1683	++iterations > maxIterations
2374	data == null
2375	data.length != nobs * (nvars + 1)
2376	nobs <= nvars
2377	noIntercept
2378	y == null
2379	y.length == 0
2380	x == null
2381	x.length == 0
2382	noIntercept
2383	x[i].length != nVars
2384	y == null
2384	x == null
2385	x.length != y.length
2386	x.length == 0
2387	x[0].length + 1 > x.length
2388	x.length != covariance.length
2389	covariance.length > 0
2389	covariance.length != covariance[0].length
1064	sampleSize <= 0
2825	supportedName.equals(name)
2826	isSupported(name)
2459	i > 0
2460	bytesOut == bytes.length
2461	n <= 0
2462	Double.isNaN(cachedNormalDeviate)
2463	s != 0
1093	x0 > x1
1094	p > 1.0
1094	p < 0.0
1095	p == 0.0
1096	p == 1.0
1097	lowerBound == Double.NEGATIVE_INFINITY
1098	chebyshevApplies
1099	upperBound == Double.POSITIVE_INFINITY
1100	chebyshevApplies
1101	isSupportConnected()
1102	x - dx >= getSupportLowerBound()
1103	cumulativeProbability(x - dx) == px
1104	cumulativeProbability(midPoint) < px
1105	sampleSize <= 0
1214	rowDimension < 1
1215	columnDimension < 1
1216	p < 0
1217	isSquare()
1218	p == 0
1219	p == 1
1220	binaryRepresentation[i] == '1'
1221	maxI == -1
1222	destination[0].length < columnsCount
1222	destination.length < rowsCount
1223	destination[0].length < selectedColumns.length
1223	destination.length < selectedRows.length
1224	nRows == 0
1225	nCols == 0
1226	subMatrix[r].length != nCols
1227	matrix.getRowDimension() != 1
1227	matrix.getColumnDimension() != nCols
1228	matrix.getRowDimension() != nRows
1228	matrix.getColumnDimension() != 1
1229	vector.getDimension() != nCols
1230	vector.getDimension() != nRows
1231	array.length != nCols
1232	array.length != nRows
1233	nRows != nCols
1234	v.length != nCols
1235	v.getDimension() != nCols
1236	v.length != nRows
1237	v.getDimension() != nRows
1238	object == this
1239	object instanceof RealMatrix == false
1240	m.getColumnDimension() != nCols
1240	m.getRowDimension() != nRows
1241	getEntry(row, col) != m.getEntry(row, col)
570	boundary.size() == 0
571	hyperplanes == null
571	hyperplanes.length == 0
572	node.insertCut(hyperplane)
573	node.insertCut(inserted.copySelf())
574	iterator.hasNext()
575	node.getCut() == null
576	cell.getCut() == null
577	tree.getAttribute() == null
577	includeBoundaryAttributes
577	tree.getCut() != null
578	barycenter == null
579	barycenter == null
580	node.getCut() == null
581	(Boolean) node.getAttribute()
582	node.getCut().side(sub.getHyperplane()) == Side.PLUS
583	isEmpty(node.getMinus())
584	isEmpty(node.getMinus())
585	sides.minusFound()
585	sides.plusFound()
586	node.getCut().side(sub.getHyperplane()) == Side.PLUS
587	isEmpty(node.getPlus())
588	isEmpty(node.getPlus())
589	sides.plusFound()
589	sides.minusFound()
590	sides.minusFound()
590	sides.plusFound()
591	node.getCut().getHyperplane().sameOrientationAs(sub.getHyperplane())
592	node.getPlus().getCut() != null
592	(Boolean) node.getPlus().getAttribute()
593	node.getMinus().getCut() != null
593	(Boolean) node.getMinus().getAttribute()
594	node.getPlus().getCut() != null
594	(Boolean) node.getPlus().getAttribute()
595	(Boolean) node.getMinus().getAttribute()
595	node.getMinus().getCut() != null
596	node.getCut() == null
597	plus == null
598	minus == null
599	node.getCut() == null
600	attribute != null
1763	steps == null
1764	steps.length == 0
1765	steps[j] == 0
1766	referenceSimplex.length <= 0
1767	refI.length != dimension
1768	refI[k] != refJ[k]
1769	allEquals
1770	i > 0
1771	dimension != startPoint.length
1772	Double.isNaN(vertex.getValue())
1773	comparator.compare(simplex[i], pointValuePair) > 0
1774	index >= simplex.length
1774	index < 0
1775	index >= simplex.length
1775	index < 0
1776	points.length != simplex.length
2642	interpolator.currentState == null
2643	dimension < 0
2644	secondaryMappers == null
2645	dirtyState
2646	finalized
2647	currentState == null
2648	currentState != null
2649	dimension < 0
2041	values == null
2042	test(values, begin, length)
2043	values == null
2044	test(values, begin, length)
2045	object == this
2046	object instanceof AbstractStorelessUnivariateStatistic == false
626	node.getCut() == null
627	attribute != null
2166	values == null
2167	begin < 0
2168	length < 0
2169	begin + length > values.length
2170	length == 0
2170	allowEmpty
2171	weights == null
2172	weights.length != values.length
2173	Double.isNaN(weights[i])
2174	Double.isInfinite(weights[i])
2175	weights[i] < 0
2176	containsPositiveWeight
2176	weights[i] > 0.0
2177	containsPositiveWeight
2451	seed == null
2452	seed.length < v.length
2726	error >= 1.0
2727	isLastStep
2728	resetOccurred
2729	filteredNextIsLast
2722	error >= 1.0
2723	isLastStep
2724	resetOccurred
2725	filteredNextIsLast
2776	t == null
2761	initialStepSize > maxStep
2761	initialStepSize < minStep
2762	vecAbsoluteTolerance.length != mainSetDimension
2762	vecAbsoluteTolerance != null
2763	vecRelativeTolerance.length != mainSetDimension
2763	vecRelativeTolerance != null
2764	initialStep > 0
2765	forward
2766	h < getMinStep()
2767	h > getMaxStep()
2768	forward
2769	FastMath.abs(h) < minStep
2770	acceptSmall
2771	filteredH > maxStep
2772	filteredH < -maxStep
2180	statistics == null
2181	iterator.hasNext()
2182	Double.isNaN(min)
2182	current.getMin() < min
2183	Double.isNaN(max)
2183	current.getMax() > max
2184	n == 0
2185	n == 1
2609	array != null
2610	o instanceof Object[]
11	s < Integer.MIN_VALUE
11	s > Integer.MAX_VALUE
12	n == k
12	k == 0
13	k == 1
13	k == n - 1
14	k > n / 2
15	n <= 61
16	n <= 66
17	k == 0
17	n == k
18	k == n - 1
18	k == 1
19	k > n/2
20	n < 67
21	n == k
21	k == 0
22	k == 1
22	k == n - 1
23	n < 67
24	n < 1030
25	k > n / 2
26	n < 0
27	n > 20
28	n < 0
29	n < 21
30	n < 0
31	n < 21
32	u == 0
32	v == 0
33	v == Integer.MIN_VALUE
33	u == Integer.MIN_VALUE
34	u > 0
35	v > 0
36	k == 31
37	t > 0
38	u == 0
38	v == 0
39	u == Long.MIN_VALUE
39	v == Long.MIN_VALUE
40	u > 0
41	v > 0
42	k == 63
43	t > 0
44	b == 0
44	a == 0
45	lcm == Integer.MIN_VALUE
46	b == 0
46	a == 0
47	lcm == Long.MIN_VALUE
48	m < Integer.MIN_VALUE
48	m > Integer.MAX_VALUE
49	a > b
50	a < 0
51	b < 0
52	a >= Long.MAX_VALUE / b
53	b > 0
54	Long.MIN_VALUE / b <= a
55	a > 0
56	a <= Long.MAX_VALUE / b
57	s > Integer.MAX_VALUE
57	s < Integer.MIN_VALUE
58	b == Long.MIN_VALUE
59	a < 0
60	e < 0
61	(e & 0x1) != 0
62	e < 0
63	(e & 0x1) != 0
64	e < 0
65	(e & 0x1) != 0
66	e < 0
67	(e & 0x1) != 0
68	e < 0
69	e < 0
70	(e & 0x1) != 0
71	e.compareTo(BigInteger.ZERO) < 0
72	e.testBit(0)
73	k < 0
74	k > n
75	stirlingS2 == null
76	n < stirlingS2.length
77	k == 0
78	k == n
78	k == 1
79	k == 2
80	k == n - 1
81	sum < 0
82	a > b
83	a < 0
84	b < 0
85	Long.MIN_VALUE - b <= a
86	a <= Long.MAX_VALUE - b
87	n < k
88	n < 0
1312	copyArray
1313	nRows == 0
1314	nCols == 0
1315	d[r].length != nCols
1316	data == null
1317	row > 0
1318	column > 0
1319	nRows == 0
1320	nCols == 0
1321	subMatrix[i].length != nCols
1322	v.length != nCols
1323	v.length != nRows
1487	copyArray
1488	d == null
1489	nRows == 0
1490	nCols == 0
1491	d[r].length != nCols
1492	data == null
1493	row > 0
1494	column > 0
1495	nRows == 0
1496	nCols == 0
1497	subMatrix[i].length != nCols
1498	v.length != nCols
1499	v.length != nRows
1590	d == null
1591	d == null
1592	d == null
1593	d.length == 0
1594	d == null
1595	d == null
1596	d.length < pos + size
1597	d == null
1598	d.length < pos + size
1599	v == null
1600	v == null
1601	v == null
1602	v1 == null
1602	v2 == null
1603	v2 == null
1603	v1 == null
1604	v1 == null
1604	v2 == null
1605	v2 == null
1605	v1 == null
1606	v1.length + v2.length == 0
1607	v1.length + v2.length == 0
1608	data.length != n
1609	this == other
1610	other == null
1611	data.length != rhs.getDimension()
1612	data[i].equals(rhs.getEntry(i))
1613	index >= getDimension()
1613	index < 0
1176	d == null
1177	d == null
1178	d.length < pos + size
1179	d == null
1180	d.length < pos + size
1181	v == null
1182	v instanceof ArrayRealVector
1183	v instanceof ArrayRealVector
1184	v instanceof ArrayRealVector
1185	v instanceof ArrayRealVector
1186	v instanceof ArrayRealVector
1187	v instanceof ArrayRealVector
1188	v instanceof ArrayRealVector
1189	v instanceof ArrayRealVector
1190	v instanceof ArrayRealVector
1191	n < 0
1192	v instanceof ArrayRealVector
1193	data.length != n
1194	Double.isNaN(v)
1195	isNaN()
1196	Double.isInfinite(v)
1197	this == other
1198	other instanceof RealVector
1199	data.length != rhs.getDimension()
1200	rhs.isNaN()
1201	data[i] != rhs.getEntry(i)
1202	isNaN()
1203	y instanceof ArrayRealVector
1836	lowerDifference.getEntry(j) >= -initialTrustRegionRadius
1837	lowerDifference.getEntry(j) >= ZERO
