id	oracle
5800	notify
5801	listeners[i] == AnnotationChangeListener.class
5802	notify
6861	margin == null
6862	frame == null
6863	padding == null
6864	bounds == null
6865	c == null
6866	c.equals(RectangleConstraint.NONE)
6867	r == null
6868	r.getLowerBound() > 0.0
6869	r.getUpperBound() < Double.POSITIVE_INFINITY
6870	r == null
6871	r.getLowerBound() > 0.0
6872	r.getUpperBound() < Double.POSITIVE_INFINITY
6873	obj == this
6874	obj instanceof AbstractBlock
6875	ObjectUtilities.equal(this.id, that.id)
6876	this.frame.equals(that.frame)
6877	this.bounds.equals(that.bounds)
6878	this.margin.equals(that.margin)
6879	this.padding.equals(that.padding)
6880	this.height != that.height
6881	this.width != that.width
6882	this.frame instanceof PublicCloneable
2279	labelFormat == null
2280	formatter == null
2281	percentFormatter == null
2282	labelFormat == null
2283	formatter == null
2284	dataset == null
2285	value != null
2286	this.numberFormat != null
2287	this.dateFormat != null
2288	value != null
2289	obj == this
2290	obj instanceof AbstractCategoryItemLabelGenerator
2291	this.labelFormat.equals(that.labelFormat)
2292	ObjectUtilities.equal(this.dateFormat, that.dateFormat)
2293	ObjectUtilities.equal(this.numberFormat, that.numberFormat)
2294	this.numberFormat != null
2295	this.dateFormat != null
8781	plot == null
8782	generator == null
8783	notify
8784	notify
8785	result == null
8786	notify
8787	notify
8788	generator == null
8789	notify
8790	notify
8791	annotation == null
8792	layer.equals(Layer.FOREGROUND)
8793	layer.equals(Layer.BACKGROUND)
8794	generator == null
8795	isSeriesVisible(row)
8796	dataset != null
8797	dataset instanceof SelectableCategoryDataset
8798	info != null
8798	selectionState == null
8799	cri != null
8800	dataset == null
8801	getDataBoundsIncludesVisibleSeriesOnly()
8802	isSeriesVisible(s)
8803	paint == null
8804	stroke == null
8805	orientation == PlotOrientation.HORIZONTAL
8806	orientation == PlotOrientation.VERTICAL
8807	range.contains(value)
8808	orientation == PlotOrientation.HORIZONTAL
8809	orientation == PlotOrientation.VERTICAL
8810	columnIndex < 0
8811	marker.getDrawAsLine()
8812	orientation == PlotOrientation.HORIZONTAL
8813	orientation == PlotOrientation.VERTICAL
8814	orientation == PlotOrientation.HORIZONTAL
8815	orientation == PlotOrientation.VERTICAL
8816	label != null
8817	marker instanceof ValueMarker
8818	range.contains(value)
8819	orientation == PlotOrientation.HORIZONTAL
8820	orientation == PlotOrientation.VERTICAL
8821	label != null
8822	marker instanceof IntervalMarker
8823	range.intersects(start, end)
8824	orientation == PlotOrientation.HORIZONTAL
8825	orientation == PlotOrientation.VERTICAL
8826	p instanceof GradientPaint
8827	t != null
8828	im.getOutlinePaint() != null
8828	im.getOutlineStroke() != null
8829	orientation == PlotOrientation.VERTICAL
8830	range.contains(start)
8831	range.contains(end)
8832	range.contains(start)
8833	range.contains(end)
8834	label != null
8835	orientation == PlotOrientation.HORIZONTAL
8836	orientation == PlotOrientation.VERTICAL
8837	orientation == PlotOrientation.HORIZONTAL
8838	orientation == PlotOrientation.VERTICAL
8839	p == null
8840	isSeriesVisible(series)
8840	isSeriesVisibleInLegend(series)
8841	this.legendItemToolTipGenerator != null
8842	this.legendItemURLGenerator != null
8843	labelPaint != null
8844	obj == this
8845	obj instanceof AbstractCategoryItemRenderer
8846	ObjectUtilities.equal(this.itemLabelGeneratorList, that.itemLabelGeneratorList)
8847	ObjectUtilities.equal(this.baseItemLabelGenerator, that.baseItemLabelGenerator)
8848	ObjectUtilities.equal(this.toolTipGeneratorList, that.toolTipGeneratorList)
8849	ObjectUtilities.equal(this.baseToolTipGenerator, that.baseToolTipGenerator)
8850	ObjectUtilities.equal(this.urlGeneratorList, that.urlGeneratorList)
