id	oracle
5896	margin == null
5897	frame == null
5898	padding == null
5899	bounds == null
5900	c == null
5901	c.equals(RectangleConstraint.NONE)
5902	r == null
5903	r.getLowerBound() > 0.0
5904	r.getUpperBound() < Double.POSITIVE_INFINITY
5905	r == null
5906	r.getLowerBound() > 0.0
5907	r.getUpperBound() < Double.POSITIVE_INFINITY
5908	obj == this
5909	obj instanceof AbstractBlock
5910	ObjectUtilities.equal(this.id, that.id)
5911	this.frame.equals(that.frame)
5912	this.bounds.equals(that.bounds)
5913	this.margin.equals(that.margin)
5914	this.padding.equals(that.padding)
5915	this.height != that.height
5916	this.width != that.width
5917	this.frame instanceof PublicCloneable
1939	labelFormat == null
1940	formatter == null
1941	percentFormatter == null
1942	labelFormat == null
1943	formatter == null
1944	dataset == null
1945	value != null
1946	this.numberFormat != null
1947	this.dateFormat != null
1948	value != null
1949	obj == this
1950	obj instanceof AbstractCategoryItemLabelGenerator
1951	this.labelFormat.equals(that.labelFormat)
1952	ObjectUtilities.equal(this.dateFormat, that.dateFormat)
1953	ObjectUtilities.equal(this.numberFormat, that.numberFormat)
1954	this.numberFormat != null
1955	this.dateFormat != null
7556	plot == null
7557	generator == null
7558	notify
7559	notify
7560	result == null
7561	notify
7562	notify
7563	generator == null
7564	notify
7565	notify
7566	annotation == null
7567	layer.equals(Layer.FOREGROUND)
7568	layer.equals(Layer.BACKGROUND)
7569	data != null
7570	orientation == PlotOrientation.HORIZONTAL
7571	orientation == PlotOrientation.VERTICAL
7572	paint == null
7573	stroke == null
7574	range.contains(value)
7575	orientation == PlotOrientation.HORIZONTAL
7576	orientation == PlotOrientation.VERTICAL
7577	paint == null
7578	stroke == null
7579	columnIndex < 0
7580	marker.getDrawAsLine()
7581	orientation == PlotOrientation.HORIZONTAL
7582	orientation == PlotOrientation.VERTICAL
7583	orientation == PlotOrientation.HORIZONTAL
7584	orientation == PlotOrientation.VERTICAL
7585	label != null
7586	marker instanceof ValueMarker
7587	range.contains(value)
7588	orientation == PlotOrientation.HORIZONTAL
7589	orientation == PlotOrientation.VERTICAL
7590	label != null
7591	marker instanceof IntervalMarker
7592	range.intersects(start, end)
7593	orientation == PlotOrientation.HORIZONTAL
7594	orientation == PlotOrientation.VERTICAL
7595	p instanceof GradientPaint
7596	t != null
7597	im.getOutlinePaint() != null
7597	im.getOutlineStroke() != null
7598	orientation == PlotOrientation.VERTICAL
7599	range.contains(start)
7600	range.contains(end)
7601	range.contains(start)
7602	range.contains(end)
7603	label != null
7604	orientation == PlotOrientation.HORIZONTAL
7605	orientation == PlotOrientation.VERTICAL
7606	orientation == PlotOrientation.HORIZONTAL
7607	orientation == PlotOrientation.VERTICAL
7608	p == null
7609	isSeriesVisible(series)
7609	isSeriesVisibleInLegend(series)
7610	this.legendItemToolTipGenerator != null
7611	this.legendItemURLGenerator != null
7612	obj == this
