id	oracle
1270	consumed != 0
0	a1 == a2
1	a1 == null
1	a2 == null
2	type.equals(type2)
3	m.getParameterTypes().length == 0
3	isValidAnnotationMemberType(m.getReturnType())
4	memberEquals(m.getReturnType(), v1, v2)
5	value == null
6	m.getParameterTypes().length > 0
7	type == null
8	type.isArray()
9	value.getClass().isArray()
10	value instanceof Annotation
11	o1 == o2
12	o1 == null
12	o2 == null
13	type.isArray()
14	type.isAnnotation()
15	componentType.isAnnotation()
16	componentType.equals(Byte.TYPE)
17	componentType.equals(Short.TYPE)
18	componentType.equals(Integer.TYPE)
19	componentType.equals(Character.TYPE)
20	componentType.equals(Long.TYPE)
21	componentType.equals(Float.TYPE)
22	componentType.equals(Double.TYPE)
23	componentType.equals(Boolean.TYPE)
24	a1.length != a2.length
25	equals(a1[i], a2[i])
26	componentType.equals(Byte.TYPE)
27	componentType.equals(Short.TYPE)
28	componentType.equals(Integer.TYPE)
29	componentType.equals(Character.TYPE)
30	componentType.equals(Long.TYPE)
31	componentType.equals(Float.TYPE)
32	componentType.equals(Double.TYPE)
33	componentType.equals(Boolean.TYPE)
1615	array == null
1616	array == null
1617	object instanceof Map.Entry<?, ?>
1618	object instanceof Object[]
1619	entry.length < 2
1620	array == null
1621	array == null
1622	array == null
1623	array == null
1624	array == null
1625	array == null
1626	array == null
1627	array == null
1628	array == null
1629	array.length == 0
1629	array == null
1630	array.length == 0
1630	array == null
1631	array == null
1631	array.length == 0
1632	array.length == 0
1632	array == null
1633	array == null
1633	array.length == 0
1634	array.length == 0
1634	array == null
1635	array == null
1635	array.length == 0
1636	array == null
1636	array.length == 0
1637	array == null
1637	array.length == 0
1638	array.length == 0
1638	array == null
1639	array == null
1639	array.length == 0
1640	array == null
1640	array.length == 0
1641	array == null
1641	array.length == 0
1642	array.length == 0
1642	array == null
1643	array == null
1643	array.length == 0
1644	array == null
1644	array.length == 0
1645	array == null
1645	array.length == 0
1646	array == null
1646	array.length == 0
1647	array == null
1648	startIndexInclusive < 0
1649	endIndexExclusive > array.length
1650	newSize <= 0
1651	array == null
1652	startIndexInclusive < 0
1653	endIndexExclusive > array.length
1654	newSize <= 0
1655	array == null
1656	startIndexInclusive < 0
1657	endIndexExclusive > array.length
1658	newSize <= 0
1659	array == null
1660	startIndexInclusive < 0
1661	endIndexExclusive > array.length
1662	newSize <= 0
1663	array == null
1664	startIndexInclusive < 0
1665	endIndexExclusive > array.length
1666	newSize <= 0
1667	array == null
1668	startIndexInclusive < 0
1669	endIndexExclusive > array.length
1670	newSize <= 0
1671	array == null
1672	startIndexInclusive < 0
1673	endIndexExclusive > array.length
1674	newSize <= 0
1675	array == null
1676	startIndexInclusive < 0
1677	endIndexExclusive > array.length
1678	newSize <= 0
1679	array == null
1680	startIndexInclusive < 0
1681	endIndexExclusive > array.length
1682	newSize <= 0
1683	array2 != null
1683	array2 == null
1683	array1.length != array2.length
1683	array1 != null
1683	array2 != null
1683	array1 != null
1683	array2.length > 0
1683	array1.length > 0
1683	array1 == null
1684	array2.length > 0
1684	array1 == null
1684	array2 != null
1684	array2 == null
1684	array1 != null
1684	array1.length > 0
1684	array2 != null
1684	array1 != null
1684	array1.length != array2.length
1685	array1.length > 0
1685	array2 == null
1685	array2 != null
1685	array1 != null
1685	array1 == null
1685	array2.length > 0
1685	array2 != null
1685	array1 != null
1685	array1.length != array2.length
1686	array1 != null
1686	array2 != null
1686	array1.length != array2.length
1686	array2 == null
1686	array2.length > 0
1686	array2 != null
1686	array1 != null
1686	array1.length > 0
1686	array1 == null
1687	array1 != null
1687	array2 != null
1687	array1.length > 0
1687	array2 != null
1687	array1 != null
1687	array2.length > 0
1687	array2 == null
1687	array1.length != array2.length
1687	array1 == null
1688	array1 != null
1688	array2 != null
1688	array2 == null
1688	array2 != null
1688	array1.length != array2.length
1688	array1.length > 0
1688	array1 == null
1688	array1 != null
1688	array2.length > 0
1689	array2 == null
1689	array1.length != array2.length
1689	array2 != null
1689	array2 != null
1689	array1 == null
1689	array1.length > 0
1689	array2.length > 0
1689	array1 != null
1689	array1 != null
1690	array1 == null
1690	array1.length > 0
1690	array1 != null
1690	array2.length > 0
1690	array2 == null
1690	array1.length != array2.length
1690	array2 != null
1690	array1 != null
1690	array2 != null
1691	array1 == null
1691	array2 == null
1691	array1.length > 0
1691	array1.length != array2.length
1691	array1 != null
1691	array2 != null
1691	array2 != null
1691	array2.length > 0
1691	array1 != null
1692	array == null
1693	array2 == null
1693	array1 == null
1694	array == null
1695	array == null
1696	array == null
1697	array == null
1698	array == null
1699	array == null
1700	array == null
1701	array == null
1702	array == null
1703	array == null
1704	startIndex < 0
1705	objectToFind == null
1706	array[i] == null
1707	array.getClass().getComponentType().isInstance(objectToFind)
1708	objectToFind.equals(array[i])
1709	array == null
1710	startIndex < 0
1711	startIndex >= array.length
1712	objectToFind == null
1713	array[i] == null
1714	array.getClass().getComponentType().isInstance(objectToFind)
1715	objectToFind.equals(array[i])
1716	array == null
1717	startIndex < 0
1718	valueToFind == array[i]
1719	array == null
1720	startIndex < 0
1721	startIndex >= array.length
1722	valueToFind == array[i]
1723	array == null
1724	startIndex < 0
1725	valueToFind == array[i]
1726	array == null
1727	startIndex < 0
1728	startIndex >= array.length
1729	valueToFind == array[i]
1730	array == null
1731	startIndex < 0
1732	valueToFind == array[i]
1733	array == null
1734	startIndex < 0
1735	startIndex >= array.length
1736	valueToFind == array[i]
