id	oracle
5797	margin == null
5798	frame == null
5799	padding == null
5800	bounds == null
5801	c == null
5802	c.equals(RectangleConstraint.NONE)
5803	r == null
5804	r.getLowerBound() > 0.0
5805	r.getUpperBound() < Double.POSITIVE_INFINITY
5806	r == null
5807	r.getLowerBound() > 0.0
5808	r.getUpperBound() < Double.POSITIVE_INFINITY
5809	obj == this
5810	obj instanceof AbstractBlock
5811	ObjectUtilities.equal(this.id, that.id)
5812	this.frame.equals(that.frame)
5813	this.bounds.equals(that.bounds)
5814	this.margin.equals(that.margin)
5815	this.padding.equals(that.padding)
5816	this.height != that.height
5817	this.width != that.width
5818	this.frame instanceof PublicCloneable
1907	labelFormat == null
1908	formatter == null
1909	percentFormatter == null
1910	labelFormat == null
1911	formatter == null
1912	dataset == null
1913	value != null
1914	this.numberFormat != null
1915	this.dateFormat != null
1916	value != null
1917	obj == this
1918	obj instanceof AbstractCategoryItemLabelGenerator
1919	this.labelFormat.equals(that.labelFormat)
1920	ObjectUtilities.equal(this.dateFormat, that.dateFormat)
1921	ObjectUtilities.equal(this.numberFormat, that.numberFormat)
1922	this.numberFormat != null
1923	this.dateFormat != null
7432	plot == null
7433	generator == null
7434	notify
7435	notify
7436	result == null
7437	notify
7438	notify
7439	generator == null
7440	notify
7441	notify
7442	annotation == null
7443	layer.equals(Layer.FOREGROUND)
7444	layer.equals(Layer.BACKGROUND)
7445	data != null
7446	orientation == PlotOrientation.HORIZONTAL
7447	orientation == PlotOrientation.VERTICAL
7448	paint == null
7449	stroke == null
7450	range.contains(value)
7451	orientation == PlotOrientation.HORIZONTAL
7452	orientation == PlotOrientation.VERTICAL
7453	paint == null
7454	stroke == null
7455	columnIndex < 0
7456	marker.getDrawAsLine()
7457	orientation == PlotOrientation.HORIZONTAL
7458	orientation == PlotOrientation.VERTICAL
7459	orientation == PlotOrientation.HORIZONTAL
7460	orientation == PlotOrientation.VERTICAL
7461	label != null
7462	marker instanceof ValueMarker
7463	range.contains(value)
7464	orientation == PlotOrientation.HORIZONTAL
7465	orientation == PlotOrientation.VERTICAL
7466	label != null
7467	marker instanceof IntervalMarker
7468	range.intersects(start, end)
7469	orientation == PlotOrientation.HORIZONTAL
7470	orientation == PlotOrientation.VERTICAL
7471	p instanceof GradientPaint
7472	t != null
7473	im.getOutlineStroke() != null
7473	im.getOutlinePaint() != null
7474	orientation == PlotOrientation.VERTICAL
7475	range.contains(start)
7476	range.contains(end)
7477	range.contains(start)
7478	range.contains(end)
7479	label != null
7480	orientation == PlotOrientation.HORIZONTAL
7481	orientation == PlotOrientation.VERTICAL
7482	orientation == PlotOrientation.HORIZONTAL
7483	orientation == PlotOrientation.VERTICAL
7484	p == null
7485	isSeriesVisibleInLegend(series)
7485	isSeriesVisible(series)
7486	this.legendItemToolTipGenerator != null
7487	this.legendItemURLGenerator != null
7488	obj == this
7489	obj instanceof AbstractCategoryItemRenderer
7490	ObjectUtilities.equal(this.itemLabelGeneratorList, that.itemLabelGeneratorList)
7491	ObjectUtilities.equal(this.baseItemLabelGenerator, that.baseItemLabelGenerator)
7492	ObjectUtilities.equal(this.toolTipGeneratorList, that.toolTipGeneratorList)
7493	ObjectUtilities.equal(this.baseToolTipGenerator, that.baseToolTipGenerator)
7494	ObjectUtilities.equal(this.urlGeneratorList, that.urlGeneratorList)
7495	ObjectUtilities.equal(this.baseURLGenerator, that.baseURLGenerator)
7496	ObjectUtilities.equal(this.legendItemLabelGenerator, that.legendItemLabelGenerator)
7497	ObjectUtilities.equal(this.legendItemToolTipGenerator, that.legendItemToolTipGenerator)
7498	ObjectUtilities.equal(this.legendItemURLGenerator, that.legendItemURLGenerator)
7499	ObjectUtilities.equal(this.backgroundAnnotations, that.backgroundAnnotations)
