id	oracle
280	p > 1.0
280	p < 0.0
281	Math.abs(rootFindingFunction.value(lowerBound)) < 1E-6
282	Math.abs(rootFindingFunction.value(upperBound)) < 1E-6
306	x0 > x1
678	++costEvaluations > maxCostEval
679	m <= p
240	x0 > x1
241	Math.floor(x0) < x0
242	fl == x
243	x0 > x1
244	p < 0.0
244	p > 1.0
245	pm > p
246	xm == x1
247	xm == x0
606	x == null
607	y == null
608	x.length != y.length
609	covariance == null
610	x.length != covariance.length
611	covariance.length != covariance[0].length
611	covariance.length > 0
636	i > 0
637	bytesOut == bytes.length
638	n <= 0
639	Double.isNaN(cachedNormalDeviate)
640	s != 0
738	interpolator.currentState != null
739	finalized
459	values == null
460	test(values, begin, length)
461	values == null
462	test(values, begin, length)
463	object == this
464	object instanceof AbstractStorelessUnivariateStatistic == false
541	values == null
542	begin < 0
543	length < 0
544	begin + length > values.length
545	length == 0
878	initialStepSize < minStep
878	initialStepSize > maxStep
879	equations.getDimension() != y0.length
880	equations.getDimension() != y.length
881	vecAbsoluteTolerance.length != y0.length
881	vecAbsoluteTolerance != null
882	vecRelativeTolerance != null
882	vecRelativeTolerance.length != y0.length
883	Math.abs(t - t0) <= 1.0e-12 * Math.max(Math.abs(t0), Math.abs(t))
884	initialStep > 0
885	forward
886	h < getMinStep()
887	h > getMaxStep()
888	forward
889	Math.abs(h) < minStep
890	acceptSmall
891	filteredH > maxStep
892	h < -maxStep
713	a <= 0.0
713	Double.isNaN(a)
713	x < 0
713	b <= 0.0
713	Double.isNaN(x)
713	Double.isNaN(b)
713	x > 1
714	x > (a + 1.0) / (a + b + 2.0)
715	Double.isNaN(b)
715	b <= 0.0
715	a <= 0.0
715	Double.isNaN(a)
329	rowDimension <=0
329	columnDimension <=0
330	copyArray
331	d == null
332	nRows == 0
333	nCols == 0
334	d[r].length != nCols
335	nRows == 0
336	nCols == 0
337	d[row].length != nCols
338	nRows == 0
339	nCols == 0
340	d[row].length != nCols
341	rowCount != m.getRowDimension()
341	columnCount != m.getColumnDimension()
342	rowCount != m.getRowDimension()
342	columnCount != m.getColumnDimension()
343	columnCount != m.getColumnDimension()
343	rowCount != m.getRowDimension()
344	columnCount != m.getColumnDimension()
344	rowCount != m.getRowDimension()
345	this.getColumnDimension() != m.getRowDimension()
346	this.getColumnDimension() != m.getRowDimension()
347	startRow < 0
347	startRow > endRow
347	endRow > data.length
347	startColumn > endColumn
347	endColumn > data[0].length
347	startColumn < 0
348	selectedRows.length * selectedColumns.length == 0
349	column < 0
349	row < 0
350	nRows == 0
351	nCols == 0
352	subMatrix[r].length != nCols
353	data == null
354	row > 0
354	column > 0
355	nCols + column > this.getColumnDimension()
355	(nRows + row) > this.getRowDimension()
356	isValidCoordinate( row, 0)
357	isValidCoordinate( 0, column)
358	isValidCoordinate( row, 0 )
359	isValidCoordinate( row, 0 )
360	isValidCoordinate(0, col)
361	isValidCoordinate( 0, col )
362	isSquare()
363	isSingular()
364	lu == null
365	isSquare()
366	v.length != this.getColumnDimension()
367	v.length != nRows
368	b.length != nRows
369	b.getRowDimension() != this.getRowDimension()
370	this.isSquare()
371	this.isSingular()
372	nRows != nCols
373	sum.abs().compareTo(largest) == 1
374	lu[max][col].abs().compareTo(TOO_SMALL) <= 0
375	max != col
376	data != null
377	i > 0
378	j > 0
379	object == this
380	object instanceof BigMatrixImpl == false
381	m.getRowDimension() != nRows
381	m.getColumnDimension() != nCols
382	dataRow[col].equals(m.getEntry(row, col))
383	lu == null
273	trials < 0
274	p < 0.0
274	p > 1.0
275	x < 0
276	x >= getNumberOfTrials()
277	x < 0
277	x > getNumberOfTrials()
278	p == 0
279	p == 1
977	fm * fmin > 0.0
978	Math.abs(max - min) <= absoluteAccuracy
999	((initial - min) * (max -initial)) < 0
1000	Math.abs(yInitial) <= functionValueAccuracy
1001	Math.abs(yMin) <= functionValueAccuracy
1002	yInitial * yMin < 0
1003	Math.abs(yMax) <= functionValueAccuracy
1004	yInitial * yMax < 0
1005	sign >= 0
1006	Math.abs(y2) < Math.abs(y1)
1007	Math.abs(y1) <= functionValueAccuracy
1008	Math.abs(dx) <= tolerance
1009	Math.abs(y0) <= Math.abs(y1)
1009	Math.abs(oldDelta) < tolerance
1010	x0 == x2
1011	p > 0.0
1012	p >= Math.abs(0.5 * oldDelta * p1)
1012	2.0 * p >= 1.5 * dx * p1 - Math.abs(tolerance * p1)
1013	Math.abs(delta) > tolerance
1014	dx > 0.0
1015	dx <= 0.0
1016	(y1 > 0) == (y2 > 0)
298	p > 1.0
298	p < 0.0
299	p == 0
300	p == 1
301	s <= 0.0
302	p < .5
