id	oracle
548	element != null
549	top == null
550	element != null
551	node.element == element
552	node.element.compareTo(element) > 0
553	node.element.compareTo(reference) < 0
554	node.right == null
555	node.left == null
556	node.element.compareTo(reference) > 0
557	node.left == null
558	node.right == null
1376	rowDimension <= 0
1377	columnDimension <= 0
1378	d == null
1379	d.length == 0
1380	d[0].length == 0
1381	d.length == 0
1382	columns < 0
1383	p < 0
1384	isSquare()
1385	p == 0
1386	p == 1
1387	binaryRepresentation[i] == '1'
1388	destination[0].length < columnsCount
1388	destination.length < rowsCount
1389	destination[0].length < selectedColumns.length
1389	destination.length < selectedRows.length
1390	subMatrix == null
1391	nRows == 0
1392	nCols == 0
1393	subMatrix[r].length != nCols
1394	matrix.getColumnDimension() != nCols
1394	matrix.getRowDimension() != 1
1395	matrix.getRowDimension() != nRows
1395	matrix.getColumnDimension() != 1
1396	vector.getDimension() != nCols
1397	vector.getDimension() != nRows
1398	array.length != nCols
1399	array.length != nRows
1400	nRows != nCols
1401	v.length != nCols
1402	v.getDimension() != nCols
1403	v.length != nRows
1404	v.getDimension() != nRows
1405	i > 0
1406	j > 0
1407	object == this
1408	object instanceof FieldMatrix<?> == false
1409	m.getColumnDimension() != nCols
1409	m.getRowDimension() != nRows
1410	getEntry(row, col).equals(m.getEntry(row, col))
1411	row >= getRowDimension()
1411	row < 0
1412	column >= getColumnDimension()
1412	column < 0
1413	endRow < startRow
1414	endColumn < startColumn
1415	selectedRows == null
1415	selectedColumns == null
1416	selectedRows.length == 0
1416	selectedColumns.length == 0
1417	getColumnDimension() != m.getColumnDimension()
1417	getRowDimension() != m.getRowDimension()
1418	getRowDimension() != m.getRowDimension()
1418	getColumnDimension() != m.getColumnDimension()
1419	getColumnDimension() != m.getRowDimension()
937	format == null
938	format == null
939	index < n
940	index < n
988	x1 < x0
989	p > 1.0
989	p < 0.0
990	p == 0.0
991	lower == Integer.MIN_VALUE
992	checkedCumulativeProbability(lower) >= p
993	p == 1.0
994	chebyshevApplies
995	tmp > lower
996	tmp < upper
997	xm < lower
997	xm > upper
998	pm >= p
999	sampleSize <= 0
1000	Double.isNaN(result)
2876	y0.length != equations.getDimension()
2877	y.length != equations.getDimension()
2878	statesInitialized
2879	state.evaluateStep(interpolator)
2880	isLastStep
2881	currentEvent.reset(eventT, eventY)
2882	currentEvent.evaluateStep(interpolator)
2883	dt <= threshold
1822	dsValue.length != nR
1823	rows <= cols
1824	objectiveValue.length != target.length
1749	++iterations > maxIterations
2469	data == null
2470	data.length != nobs * (nvars + 1)
2471	nobs <= nvars
2472	noIntercept
2473	y == null
2474	y.length == 0
2475	x == null
2476	x.length == 0
2477	noIntercept
2478	x[i].length != nVars
2479	x == null
2479	y == null
2480	x.length != y.length
2481	x.length == 0
2482	x[0].length + 1 > x.length
2483	x.length != covariance.length
2484	covariance.length != covariance[0].length
2484	covariance.length > 0
1110	sampleSize <= 0
2923	supportedName.equals(name)
2924	isSupported(name)
2556	i > 0
2557	bytesOut == bytes.length
2558	n <= 0
2559	Double.isNaN(cachedNormalDeviate)
2560	s != 0
1139	x0 > x1
1140	p > 1.0
1140	p < 0.0
1141	p == 0.0
1142	p == 1.0
1143	lowerBound == Double.NEGATIVE_INFINITY
1144	chebyshevApplies
1145	upperBound == Double.POSITIVE_INFINITY
1146	chebyshevApplies
1147	isSupportConnected()
1148	x - dx >= getSupportLowerBound()
1149	cumulativeProbability(x - dx) == px
1150	cumulativeProbability(midPoint) < px
1151	sampleSize <= 0
1260	rowDimension < 1
1261	columnDimension < 1
1262	p < 0
1263	isSquare()
1264	p == 0
1265	p == 1
1266	binaryRepresentation[i] == '1'
1267	maxI == -1
1268	destination.length < rowsCount
1268	destination[0].length < columnsCount
1269	destination.length < selectedRows.length
1269	destination[0].length < selectedColumns.length
1270	nRows == 0
1271	nCols == 0
1272	subMatrix[r].length != nCols
1273	matrix.getRowDimension() != 1
1273	matrix.getColumnDimension() != nCols
1274	matrix.getColumnDimension() != 1
1274	matrix.getRowDimension() != nRows
1275	vector.getDimension() != nCols
1276	vector.getDimension() != nRows
1277	array.length != nCols
1278	array.length != nRows
1279	nRows != nCols
1280	v.length != nCols
1281	v.getDimension() != nCols
1282	v.length != nRows
1283	v.getDimension() != nRows
1284	object == this
1285	object instanceof RealMatrix == false
1286	m.getColumnDimension() != nCols
1286	m.getRowDimension() != nRows
1287	getEntry(row, col) != m.getEntry(row, col)
586	boundary.size() == 0
587	hyperplanes.length == 0
587	hyperplanes == null
588	node.insertCut(hyperplane)
589	node.insertCut(inserted.copySelf())
590	iterator.hasNext()
591	node.getCut() == null
592	cell.getCut() == null
593	tree.getAttribute() == null
593	tree.getCut() != null
593	includeBoundaryAttributes
594	barycenter == null
595	barycenter == null
596	node.getCut() == null
597	(Boolean) node.getAttribute()
598	node.getCut().side(sub.getHyperplane()) == Side.PLUS
599	isEmpty(node.getMinus())
600	isEmpty(node.getMinus())
601	sides.minusFound()
601	sides.plusFound()
602	node.getCut().side(sub.getHyperplane()) == Side.PLUS
603	isEmpty(node.getPlus())
604	isEmpty(node.getPlus())
605	sides.plusFound()
605	sides.minusFound()
606	sides.plusFound()
606	sides.minusFound()
607	node.getCut().getHyperplane().sameOrientationAs(sub.getHyperplane())
608	(Boolean) node.getPlus().getAttribute()
608	node.getPlus().getCut() != null
609	node.getMinus().getCut() != null
609	(Boolean) node.getMinus().getAttribute()
610	(Boolean) node.getPlus().getAttribute()
610	node.getPlus().getCut() != null
611	node.getMinus().getCut() != null
611	(Boolean) node.getMinus().getAttribute()
