id	oracle
435	p > 1.0
435	p < 0.0
436	Math.abs(rootFindingFunction.value(lowerBound)) < 1E-6
437	Math.abs(rootFindingFunction.value(upperBound)) < 1E-6
467	x0 > x1
1411	++costEvaluations > maxCostEval
1412	m <= p
672	d.length == 0
673	d[0].length == 0
674	d.length == 0
675	columns < 0
676	rowDimension <= 0
677	columnDimension <= 0
678	destination.length < rowsCount
678	destination[0].length < columnsCount
679	destination.length < selectedRows.length
679	destination[0].length < selectedColumns.length
680	nRows == 0
681	nCols == 0
682	subMatrix[r].length != nCols
683	matrix.getRowDimension() != 1
683	matrix.getColumnDimension() != nCols
684	matrix.getColumnDimension() != 1
684	matrix.getRowDimension() != nRows
685	vector.getDimension() != nCols
686	vector.getDimension() != nRows
687	array.length != nCols
688	array.length != nRows
689	nRows != nCols
690	v.length != nCols
691	v.getDimension() != nCols
692	v.length != nRows
693	v.getDimension() != nRows
694	i > 0
695	j > 0
696	object == this
697	object instanceof FieldMatrix == false
698	m.getRowDimension() != nRows
698	m.getColumnDimension() != nCols
699	getEntry(row, col).equals(m.getEntry(row, col))
700	row < 0
700	row >= getRowDimension()
701	column >= getColumnDimension()
701	column < 0
702	startRow > endRow
703	startColumn > endColumn
704	selectedRows.length * selectedColumns.length == 0
705	selectedRows.length == 0
706	getRowDimension() != m.getRowDimension()
706	getColumnDimension() != m.getColumnDimension()
707	getRowDimension() != m.getRowDimension()
707	getColumnDimension() != m.getColumnDimension()
708	getColumnDimension() != m.getRowDimension()
343	format == null
344	format == null
345	index < n
346	index < n
394	x0 > x1
395	Math.floor(x0) < x0
396	fl == x
397	x0 > x1
398	p < 0.0
398	p > 1.0
399	pm > p
400	xm == x1
401	xm == x0
1617	handler.requiresDenseOutput()
1618	++evaluations > maxEvaluations
1619	equations.getDimension() != y0.length
1620	equations.getDimension() != y.length
1621	Math.abs(t - t0) <= 1.0e-12 * Math.max(Math.abs(t0), Math.abs(t))
1050	++iterations > maxIterations
1051	jacobian.length != rows
1052	++objectiveEvaluations > maxEvaluations
1053	objective.length != rows
1054	rows <= cols
1055	target.length != weights.length
995	++iterations > maxIterations
1293	x.length != y.length
1293	x == null
1293	y == null
1294	x.length > 0
1294	x[0].length > x.length
1295	x.length != covariance.length
1296	covariance.length != covariance[0].length
1296	covariance.length > 0
1322	i > 0
1323	bytesOut == bytes.length
1324	n <= 0
1325	Double.isNaN(cachedNormalDeviate)
1326	s != 0
610	rowDimension <= 0
611	columnDimension <= 0
612	destination.length < rowsCount
612	destination[0].length < columnsCount
613	destination[0].length < selectedColumns.length
613	destination.length < selectedRows.length
614	nRows == 0
615	nCols == 0
616	subMatrix[r].length != nCols
617	matrix.getRowDimension() != 1
617	matrix.getColumnDimension() != nCols
618	matrix.getColumnDimension() != 1
618	matrix.getRowDimension() != nRows
619	vector.getDimension() != nCols
620	vector.getDimension() != nRows
621	array.length != nCols
622	array.length != nRows
623	lu == null
624	lu == null
625	nRows != nCols
626	v.length != nCols
627	v.getDimension() != nCols
628	v.length != nRows
629	v.getDimension() != nRows
630	lu == null
631	lu == null
632	lu == null
633	i > 0
634	j > 0
635	object == this
636	object instanceof RealMatrix == false
637	m.getColumnDimension() != nCols
637	m.getRowDimension() != nRows
638	getEntry(row, col) != m.getEntry(row, col)
1067	++iterations > maxIterations
1068	++evaluations > maxEvaluations
1477	interpolator.currentState != null
1478	dirtyState
1479	dirtyState
1480	finalized
1481	currentState == null
1482	currentState != null
1483	dimension < 0
1103	values == null
1104	test(values, begin, length)
1105	values == null
1106	test(values, begin, length)
1107	object == this
1108	object instanceof AbstractStorelessUnivariateStatistic == false
973	resultComputed
974	++evaluations > maxEvaluations
1205	values == null
1206	begin < 0
1207	length < 0
1208	begin + length > values.length
1209	length == 0
1566	y != y0
1567	error <= 1.0
1568	manager.evaluateStep(interpolatorTmp)
1569	Math.abs(dt) <= Math.ulp(stepStart)
1570	lastStep
1570	manager.reset(stepStart, y)
1571	lastStep
1560	y != y0
1561	error <= 1.0
1562	manager.evaluateStep(interpolatorTmp)
1563	Math.abs(dt) <= Math.ulp(stepStart)
1564	lastStep
1564	manager.reset(stepStart, y)
1565	lastStep
1616	t == null
1599	initialStepSize < minStep
1599	initialStepSize > maxStep
1600	vecAbsoluteTolerance != null
1600	vecAbsoluteTolerance.length != y0.length
1601	vecRelativeTolerance != null
1601	vecRelativeTolerance.length != y0.length
1602	initialStep > 0
1603	forward
1604	h < getMinStep()
1605	h > getMaxStep()
1606	forward
1607	Math.abs(h) < minStep
1608	acceptSmall
1609	filteredH > maxStep
1610	filteredH < -maxStep
1212	statistics == null
1213	iterator.hasNext()
1214	Double.isNaN(min)
1214	current.getMin() < min
1215	current.getMax() > max
1215	Double.isNaN(max)
1216	n == 0
1217	n == 1
659	copyArray
660	d == null
661	nRows == 0
662	nCols == 0
663	d[r].length != nCols
664	data == null
665	row > 0
666	column > 0
667	nRows == 0
668	nCols == 0
669	subMatrix[i].length != nCols
670	v.length != nCols
671	v.length != nRows
789	copyArray
790	d == null
791	nRows == 0
792	nCols == 0
793	d[r].length != nCols
794	data == null
795	row > 0
796	column > 0
797	nRows == 0
798	nCols == 0
799	subMatrix[i].length != nCols
800	v.length != nCols
801	v.length != nRows
940	d.length < pos + size
941	data.length != n
942	this == other
943	other == null
944	data.length != rhs.getDimension()
945	data[i].equals(rhs.getEntry(i))
946	index >= getDimension()
946	index < 0
528	d == null
529	d.length == 0
530	d.length < pos + size
531	d.length < pos + size
532	norm == 0
533	norm == 0
534	data.length != n
535	Double.isNaN(v)
536	isNaN()
537	Double.isInfinite(v)
538	this == other
539	other == null
540	data.length != rhs.getDimension()
541	rhs.isNaN()
542	data[i] != rhs.getEntry(i)
543	isNaN()
544	index < 0
544	index >= getDimension()
1446	a <= 0.0
1446	b <= 0.0
1446	Double.isNaN(b)
1446	Double.isNaN(a)
1446	x > 1
1446	Double.isNaN(x)
1446	x < 0
1447	x > (a + 1.0) / (a + b + 2.0)
1448	Double.isNaN(a)
1448	a <= 0.0
1448	b <= 0.0
1448	Double.isNaN(b)
468	Double.isNaN(z)
469	x < 0
469	x > 1
470	x == 0
471	alpha < 1
472	x == 1
473	beta < 1
474	p == 0
475	p == 1
476	x <= 0
477	x >= 1
722	m >= n
723	cachedU == null
724	hK[k - diagOffset] != 0.0
725	diagOffset > 0
726	cachedB == null
727	m < n
728	i > 0
729	i < main.length - 1
730	cachedV == null
731	hK[k] != 0.0
732	diagOffset > 0
733	a != 0.0
734	k < n - 1
735	b != 0.0
736	a != 0.0
737	k < m - 1
738	b != 0.0
297	numerator == 0
298	num == null
299	den == null
300	BigInteger.ZERO.equals(den)
301	BigInteger.ZERO.equals(num)
