71,380,282,243,37,1,1,23,1
57,328,619,267,6,0,2,23,0
83,117,134,43,35,0,25,23,0
94,129,278,181,37,1,0,23,0
60,129,155,193,35,0,1,23,0
57,328,8,130,35,0,18,21,0
83,201,128,46,94,0,1,25,1
20,129,139,54,31,0,0,23,0
57,328,619,267,6,0,2,23,0
61,70,262,256,37,1,0,23,0
2,20,155,61,37,1,0,21,0
54,153,170,181,37,1,25,24,1
57,328,96,260,57,0,20,23,0
60,130,266,43,35,0,31,21,1
44,126,216,267,31,0,0,28,0
49,312,760,256,34,0,0,23,0
4,129,415,120,35,0,32,21,0
57,328,794,260,57,0,1,23,0
77,94,248,43,37,1,31,0,0
12,277,415,120,35,0,20,23,0
68,275,278,181,37,1,0,23,0
1,26,410,140,32,0,0,23,0
64,380,8,138,40,0,12,23,0
84,52,8,212,40,0,0,21,0
44,124,108,267,8,0,1,23,1
60,129,266,43,35,0,14,14,1
90,129,451,229,203,0,0,23,0
2,145,309,229,127,0,1,23,0
57,325,340,267,18,0,12,28,0
57,328,95,260,57,0,12,23,0
62,380,266,43,35,0,1,23,0
2,32,227,140,32,0,0,23,0
54,110,626,181,37,1,0,23,0
57,95,3,260,37,1,28,23,0
85,380,342,267,35,0,0,23,0
62,380,281,92,29,0,12,23,0
57,328,183,267,16,0,32,23,0
2,29,449,172,35,0,12,23,1
26,271,520,243,37,1,1,24,1
56,260,340,267,36,0,1,23,0
77,15,8,195,35,0,0,23,0
69,380,556,207,35,0,0,23,0
61,70,163,59,103,0,1,23,0
60,129,740,243,37,1,12,23,0
54,342,564,181,35,0,1,23,1
90,129,398,229,245,0,32,23,0
2,36,8,2,40,0,1,22,0
60,129,271,90,35,0,0,23,0
60,129,771,256,34,0,1,23,0
57,325,340,267,5,0,12,28,0
54,102,8,127,40,0,1,22,1
54,208,696,256,37,1,0,23,0
85,392,766,267,5,0,0,7,0
60,129,771,256,34,0,1,23,0
44,126,634,259,37,1,0,23,0
27,276,607,229,254,0,20,24,0
85,406,412,267,197,0,0,23,0
61,70,143,256,37,1,0,23,0
77,170,740,243,35,1,25,23,0
99,104,393,132,37,1,0,23,0
49,319,41,265,35,0,12,23,0
99,86,8,245,40,0,0,23,0
47,266,566,67,32,0,0,21,0
