id	line	column	filename	methodname	varname	vartype	else	return	right
1237	177	8	ArrayUtils.java	toString	array	Object	0	RET	$ == null
1238	237	8	ArrayUtils.java	toMap	array	Object[]	0	RET	$ == null
52333	241	8	ArrayUtils.java	toMap	THIS	ArrayUtils	0	NIL-FOR	i < array.$.length
52333	241	8	ArrayUtils.java	toMap	i	int	0	NIL-FOR	$ < array.length
52333	241	8	ArrayUtils.java	toMap	array	Object[]	0	NIL-FOR	i < $.length
1239	243	12	ArrayUtils.java	toMap	object	Object	1	DEF	$ instanceof Map.Entry
1240	246	19	ArrayUtils.java	toMap	object	Object	1	IllegalArgumentException	$ instanceof Object[]
1241	248	16	ArrayUtils.java	toMap	THIS	ArrayUtils	0	IllegalArgumentException	entry.$.length < 2
1241	248	16	ArrayUtils.java	toMap	entry	Object[]	0	IllegalArgumentException	$.length < 2
1242	278	8	ArrayUtils.java	clone	array	Object[]	0	RET	$ == null
1243	294	8	ArrayUtils.java	clone	array	long[]	0	RET	$ == null
1244	310	8	ArrayUtils.java	clone	array	int[]	0	RET	$ == null
1245	326	8	ArrayUtils.java	clone	array	short[]	0	RET	$ == null
1246	342	8	ArrayUtils.java	clone	array	char[]	0	RET	$ == null
1247	358	8	ArrayUtils.java	clone	array	byte[]	0	RET	$ == null
1248	374	8	ArrayUtils.java	clone	array	double[]	0	RET	$ == null
1249	390	8	ArrayUtils.java	clone	array	float[]	0	RET	$ == null
1250	406	8	ArrayUtils.java	clone	array	boolean[]	0	RET	$ == null
1251	442	8	ArrayUtils.java	subarray	array	Object[]	0	RET	$ == null
1252	445	8	ArrayUtils.java	subarray	startIndexInclusive	int	0	DEF	$ < 0
1253	448	8	ArrayUtils.java	subarray	THIS	ArrayUtils	0	DEF	endIndexExclusive > array.$.length
1253	448	8	ArrayUtils.java	subarray	array	Object[]	0	DEF	endIndexExclusive > $.length
1253	448	8	ArrayUtils.java	subarray	endIndexExclusive	int	0	DEF	$ > array.length
