id	line	column	filename	methodname	varname	vartype	else	return	right
448	62	8	AbstractContinuousDistribution.java	inverseCumulativeProbability	p	double	0	DEF	$ > 1.0
448	62	8	AbstractContinuousDistribution.java	inverseCumulativeProbability	p	double	0	DEF	$ < 0.0
449	97	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	rootFindingFunction	UnivariateRealFunction	0	RET	Math.abs($.value(lowerBound)) < 1E-6
449	97	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	lowerBound	double	0	RET	Math.abs(rootFindingFunction.value($)) < 1E-6
450	100	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	rootFindingFunction	UnivariateRealFunction	0	RET	Math.abs($.value(upperBound)) < 1E-6
450	100	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	upperBound	double	0	RET	Math.abs(rootFindingFunction.value($)) < 1E-6
487	61	8	AbstractDistribution.java	cumulativeProbability	x0	double	0	DEF	$ > x1
487	61	8	AbstractDistribution.java	cumulativeProbability	x1	double	0	DEF	x0 > $
36391	128	8	AbstractEstimator.java	updateJacobian	THIS	AbstractEstimator	0	NIL-FOR	i < $.rows
36391	128	8	AbstractEstimator.java	updateJacobian	i	int	0	NIL-FOR	$ < rows
36392	131	12	AbstractEstimator.java	updateJacobian	THIS	AbstractEstimator	0	NIL-FOR	j < $.cols
36392	131	12	AbstractEstimator.java	updateJacobian	j	int	0	NIL-FOR	$ < cols
1399	152	8	AbstractEstimator.java	updateResidualsAndCost	THIS	AbstractEstimator	0	EstimationException	++$.costEvaluations > $.maxCostEval
36393	159	8	AbstractEstimator.java	updateResidualsAndCost	THIS	AbstractEstimator	0	NIL-FOR	i < $.rows
36393	159	8	AbstractEstimator.java	updateResidualsAndCost	i	int	0	NIL-FOR	$ < rows
36394	183	8	AbstractEstimator.java	getRMS	THIS	AbstractEstimator	0	NIL-FOR	i < wm.$.length
36394	183	8	AbstractEstimator.java	getRMS	i	int	0	NIL-FOR	$ < wm.length
36394	183	8	AbstractEstimator.java	getRMS	wm	WeightedMeasurement[]	0	NIL-FOR	i < $.length
36395	198	8	AbstractEstimator.java	getChiSquare	THIS	AbstractEstimator	0	NIL-FOR	i < wm.$.length
36395	198	8	AbstractEstimator.java	getChiSquare	i	int	0	NIL-FOR	$ < wm.length
36395	198	8	AbstractEstimator.java	getChiSquare	wm	WeightedMeasurement[]	0	NIL-FOR	i < $.length
36396	223	8	AbstractEstimator.java	getCovariances	i	int	0	NIL-FOR	$ < m
36396	223	8	AbstractEstimator.java	getCovariances	m	int	0	NIL-FOR	i < $
36397	224	12	AbstractEstimator.java	getCovariances	j	int	0	NIL-FOR	$ < m
36397	224	12	AbstractEstimator.java	getCovariances	m	int	0	NIL-FOR	j < $
36398	226	16	AbstractEstimator.java	getCovariances	k	int	0	NIL-FOR	$ < max
36398	226	16	AbstractEstimator.java	getCovariances	max	int	0	NIL-FOR	k < $
1400	258	8	AbstractEstimator.java	guessParametersErrors	m	int	0	EstimationException	$ <= p
1400	258	8	AbstractEstimator.java	guessParametersErrors	p	int	0	EstimationException	m <= $
36399	266	8	AbstractEstimator.java	guessParametersErrors	THIS	AbstractEstimator	0	NIL-FOR	i < errors.$.length
36399	266	8	AbstractEstimator.java	guessParametersErrors	i	int	0	NIL-FOR	$ < errors.length
36399	266	8	AbstractEstimator.java	guessParametersErrors	errors	double[]	0	NIL-FOR	i < $.length
706	67	8	AbstractFieldMatrix.java	AbstractFieldMatrix	rowDimension	int	0	DEF	$ <= 0
707	72	8	AbstractFieldMatrix.java	AbstractFieldMatrix	columnDimension	int	0	DEF	$ <= 0
708	89	8	AbstractFieldMatrix.java	extractField	THIS	AbstractFieldMatrix	0	DEF	d.$.length == 0
708	89	8	AbstractFieldMatrix.java	extractField	d	T[][]	0	DEF	$.length == 0
709	92	8	AbstractFieldMatrix.java	extractField	THIS	AbstractFieldMatrix	0	DEF	d[0].length == 0
709	92	8	AbstractFieldMatrix.java	extractField	d	T[][]	0	DEF	$[0].length == 0
710	107	8	AbstractFieldMatrix.java	extractField	THIS	AbstractFieldMatrix	0	DEF	d.$.length == 0
710	107	8	AbstractFieldMatrix.java	extractField	d	T[]	0	DEF	$.length == 0
711	128	8	AbstractFieldMatrix.java	buildArray	columns	int	0	RET	$ < 0
35693	134	8	AbstractFieldMatrix.java	buildArray	THIS	AbstractFieldMatrix	0	NIL-FOR	i < array.$.length
35693	134	8	AbstractFieldMatrix.java	buildArray	i	int	0	NIL-FOR	$ < array.length
35693	134	8	AbstractFieldMatrix.java	buildArray	array	T[][]	0	NIL-FOR	i < $.length
