id	line	column	filename	methodname	varname	vartype	else	return	right
435	62	8	AbstractContinuousDistribution.java	inverseCumulativeProbability	p	double	0	DEF	$ > 1.0
435	62	8	AbstractContinuousDistribution.java	inverseCumulativeProbability	p	double	0	DEF	$ < 0.0
436	97	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	rootFindingFunction	UnivariateRealFunction	0	RET	Math.abs($.value(lowerBound)) < 1E-6
436	97	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	lowerBound	double	0	RET	Math.abs(rootFindingFunction.value($)) < 1E-6
437	100	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	rootFindingFunction	UnivariateRealFunction	0	RET	Math.abs($.value(upperBound)) < 1E-6
437	100	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	upperBound	double	0	RET	Math.abs(rootFindingFunction.value($)) < 1E-6
467	61	8	AbstractDistribution.java	cumulativeProbability	x0	double	0	DEF	$ > x1
467	61	8	AbstractDistribution.java	cumulativeProbability	x1	double	0	DEF	x0 > $
39402	86	8	AbstractEstimator.java	updateJacobian	THIS	AbstractEstimator	0	NIL-FOR	i < $.rows
39402	86	8	AbstractEstimator.java	updateJacobian	i	int	0	NIL-FOR	$ < rows
39403	89	12	AbstractEstimator.java	updateJacobian	THIS	AbstractEstimator	0	NIL-FOR	j < $.cols
39403	89	12	AbstractEstimator.java	updateJacobian	j	int	0	NIL-FOR	$ < cols
1411	110	8	AbstractEstimator.java	updateResidualsAndCost	THIS	AbstractEstimator	0	EstimationException	++$.costEvaluations > $.maxCostEval
39404	116	8	AbstractEstimator.java	updateResidualsAndCost	THIS	AbstractEstimator	0	NIL-FOR	i < $.rows
39404	116	8	AbstractEstimator.java	updateResidualsAndCost	i	int	0	NIL-FOR	$ < rows
39405	140	8	AbstractEstimator.java	getRMS	THIS	AbstractEstimator	0	NIL-FOR	i < wm.$.length
39405	140	8	AbstractEstimator.java	getRMS	i	int	0	NIL-FOR	$ < wm.length
39405	140	8	AbstractEstimator.java	getRMS	wm	WeightedMeasurement[]	0	NIL-FOR	i < $.length
39406	155	8	AbstractEstimator.java	getChiSquare	THIS	AbstractEstimator	0	NIL-FOR	i < wm.$.length
39406	155	8	AbstractEstimator.java	getChiSquare	i	int	0	NIL-FOR	$ < wm.length
39406	155	8	AbstractEstimator.java	getChiSquare	wm	WeightedMeasurement[]	0	NIL-FOR	i < $.length
39407	180	8	AbstractEstimator.java	getCovariances	i	int	0	NIL-FOR	$ < cols
39407	180	8	AbstractEstimator.java	getCovariances	cols	int	0	NIL-FOR	i < $
39408	181	12	AbstractEstimator.java	getCovariances	j	int	0	NIL-FOR	$ < cols
39408	181	12	AbstractEstimator.java	getCovariances	cols	int	0	NIL-FOR	j < $
39409	183	16	AbstractEstimator.java	getCovariances	k	int	0	NIL-FOR	$ < max
39409	183	16	AbstractEstimator.java	getCovariances	max	int	0	NIL-FOR	k < $
1412	215	8	AbstractEstimator.java	guessParametersErrors	m	int	0	EstimationException	$ <= p
1412	215	8	AbstractEstimator.java	guessParametersErrors	p	int	0	EstimationException	m <= $
39410	223	8	AbstractEstimator.java	guessParametersErrors	THIS	AbstractEstimator	0	NIL-FOR	i < errors.$.length
39410	223	8	AbstractEstimator.java	guessParametersErrors	i	int	0	NIL-FOR	$ < errors.length
