id	line	column	filename	methodname	varname	vartype	else	return	right
514	62	8	AVLTree.java	insert	element	T	0	DEF	$ != null
515	63	12	AVLTree.java	insert	THIS	AVLTree	1	DEF	$.top == null
516	82	8	AVLTree.java	delete	element	T	0	RET	$ != null
31722	83	12	AVLTree.java	delete	node	Node	0	NIL-FOR	$ != null
517	86	16	AVLTree.java	delete	THIS	AVLTree	1	RET	node.$.element == element
517	86	16	AVLTree.java	delete	node	Node	1	RET	$.element == element
517	86	16	AVLTree.java	delete	element	T	1	RET	node.element == $
518	89	23	AVLTree.java	delete	THIS	AVLTree	0	RET	node.$.element.compareTo(element) > 0
518	89	23	AVLTree.java	delete	node	Node	0	RET	$.element.compareTo(element) > 0
518	89	23	AVLTree.java	delete	element	T	0	RET	node.element.compareTo($) > 0
31723	153	8	AVLTree.java	getNotSmaller	node	Node	0	NIL-FOR	$ != null
519	154	12	AVLTree.java	getNotSmaller	THIS	AVLTree	1	RET	node.$.element.compareTo(reference) < 0
519	154	12	AVLTree.java	getNotSmaller	node	Node	1	RET	$.element.compareTo(reference) < 0
519	154	12	AVLTree.java	getNotSmaller	reference	T	1	RET	node.element.compareTo($) < 0
520	155	16	AVLTree.java	getNotSmaller	THIS	AVLTree	0	RET	node.$.right == null
520	155	16	AVLTree.java	getNotSmaller	node	Node	0	RET	$.right == null
521	161	16	AVLTree.java	getNotSmaller	THIS	AVLTree	0	RET	node.$.left == null
521	161	16	AVLTree.java	getNotSmaller	node	Node	0	RET	$.left == null
31724	184	8	AVLTree.java	getNotLarger	node	Node	0	NIL-FOR	$ != null
522	185	12	AVLTree.java	getNotLarger	THIS	AVLTree	1	RET	node.$.element.compareTo(reference) > 0
522	185	12	AVLTree.java	getNotLarger	node	Node	1	RET	$.element.compareTo(reference) > 0
522	185	12	AVLTree.java	getNotLarger	reference	T	1	RET	node.element.compareTo($) > 0
523	186	16	AVLTree.java	getNotLarger	THIS	AVLTree	0	RET	node.$.left == null
523	186	16	AVLTree.java	getNotLarger	node	Node	0	RET	$.left == null
524	192	16	AVLTree.java	getNotLarger	THIS	AVLTree	0	RET	node.$.right == null
524	192	16	AVLTree.java	getNotLarger	node	Node	0	RET	$.right == null
964	79	8	AbstractContinuousDistribution.java	inverseCumulativeProbability	p	double	0	OutOfRangeException	$ < 0.0
964	79	8	AbstractContinuousDistribution.java	inverseCumulativeProbability	p	double	0	OutOfRangeException	$ > 1.0
965	115	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	THIS	AbstractContinuousDistribution	0	RET	FastMath.abs(rootFindingFunction.value(lowerBound)) < $.getSolverAbsoluteAccuracy()
965	115	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	rootFindingFunction	UnivariateRealFunction	0	RET	FastMath.abs($.value(lowerBound)) < getSolverAbsoluteAccuracy()
965	115	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	lowerBound	double	0	RET	FastMath.abs(rootFindingFunction.value($)) < getSolverAbsoluteAccuracy()
966	118	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	THIS	AbstractContinuousDistribution	0	RET	FastMath.abs(rootFindingFunction.value(upperBound)) < $.getSolverAbsoluteAccuracy()
966	118	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	rootFindingFunction	UnivariateRealFunction	0	RET	FastMath.abs($.value(upperBound)) < getSolverAbsoluteAccuracy()
966	118	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	upperBound	double	0	RET	FastMath.abs(rootFindingFunction.value($)) < getSolverAbsoluteAccuracy()
967	169	8	AbstractContinuousDistribution.java	sample	sampleSize	int	0	NotStrictlyPositiveException	$ <= 0
31758	174	8	AbstractContinuousDistribution.java	sample	i	int	0	NIL-FOR	$ < sampleSize
31758	174	8	AbstractContinuousDistribution.java	sample	sampleSize	int	0	NIL-FOR	i < $
1016	74	8	AbstractDistribution.java	cumulativeProbability	x0	double	0	NumberIsTooLargeException	$ > x1
1016	74	8	AbstractDistribution.java	cumulativeProbability	x1	double	0	NumberIsTooLargeException	x0 > $
1017	97	8	AbstractDistribution.java	getNumericalMean	THIS	AbstractDistribution	0	DEF	$.numericalMeanIsCalculated
1018	123	8	AbstractDistribution.java	getNumericalVariance	THIS	AbstractDistribution	0	DEF	$.numericalVarianceIsCalculated
1223	76	8	AbstractFieldMatrix.java	AbstractFieldMatrix	rowDimension	int	0	NotStrictlyPositiveException	$ <= 0
1224	80	8	AbstractFieldMatrix.java	AbstractFieldMatrix	columnDimension	int	0	NotStrictlyPositiveException	$ <= 0
1225	97	8	AbstractFieldMatrix.java	extractField	d	T[][]	0	NullArgumentException	$ == null
1226	100	8	AbstractFieldMatrix.java	extractField	THIS	AbstractFieldMatrix	0	NoDataException	d.$.length == 0
1226	100	8	AbstractFieldMatrix.java	extractField	d	T[][]	0	NoDataException	$.length == 0
1227	103	8	AbstractFieldMatrix.java	extractField	THIS	AbstractFieldMatrix	0	NoDataException	d[0].length == 0
1227	103	8	AbstractFieldMatrix.java	extractField	d	T[][]	0	NoDataException	$[0].length == 0
1228	118	8	AbstractFieldMatrix.java	extractField	THIS	AbstractFieldMatrix	0	NoDataException	d.$.length == 0
1228	118	8	AbstractFieldMatrix.java	extractField	d	T[]	0	NoDataException	$.length == 0
1229	139	8	AbstractFieldMatrix.java	buildArray	columns	int	0	RET	$ < 0
32121	145	8	AbstractFieldMatrix.java	buildArray	THIS	AbstractFieldMatrix	0	NIL-FOR	i < array.$.length
32121	145	8	AbstractFieldMatrix.java	buildArray	i	int	0	NIL-FOR	$ < array.length
32121	145	8	AbstractFieldMatrix.java	buildArray	array	T[][]	0	NIL-FOR	i < $.length
32122	187	8	AbstractFieldMatrix.java	add	row	int	0	NIL-FOR	$ < rowCount
32122	187	8	AbstractFieldMatrix.java	add	rowCount	int	0	NIL-FOR	row < $
32123	188	12	AbstractFieldMatrix.java	add	col	int	0	NIL-FOR	$ < columnCount
32123	188	12	AbstractFieldMatrix.java	add	columnCount	int	0	NIL-FOR	col < $
32124	204	8	AbstractFieldMatrix.java	subtract	row	int	0	NIL-FOR	$ < rowCount
32124	204	8	AbstractFieldMatrix.java	subtract	rowCount	int	0	NIL-FOR	row < $
32125	205	12	AbstractFieldMatrix.java	subtract	col	int	0	NIL-FOR	$ < columnCount
32125	205	12	AbstractFieldMatrix.java	subtract	columnCount	int	0	NIL-FOR	col < $
32126	219	8	AbstractFieldMatrix.java	scalarAdd	row	int	0	NIL-FOR	$ < rowCount
32126	219	8	AbstractFieldMatrix.java	scalarAdd	rowCount	int	0	NIL-FOR	row < $
32127	220	12	AbstractFieldMatrix.java	scalarAdd	col	int	0	NIL-FOR	$ < columnCount
32127	220	12	AbstractFieldMatrix.java	scalarAdd	columnCount	int	0	NIL-FOR	col < $
32128	233	8	AbstractFieldMatrix.java	scalarMultiply	row	int	0	NIL-FOR	$ < rowCount
32128	233	8	AbstractFieldMatrix.java	scalarMultiply	rowCount	int	0	NIL-FOR	row < $
32129	234	12	AbstractFieldMatrix.java	scalarMultiply	col	int	0	NIL-FOR	$ < columnCount
32129	234	12	AbstractFieldMatrix.java	scalarMultiply	columnCount	int	0	NIL-FOR	col < $
32130	251	8	AbstractFieldMatrix.java	multiply	row	int	0	NIL-FOR	$ < nRows
