id	line	column	filename	methodname	varname	vartype	else	return	right
556	62	8	AVLTree.java	insert	element	T	0	DEF	$ != null
557	63	12	AVLTree.java	insert	THIS	AVLTree	1	DEF	$.top == null
558	82	8	AVLTree.java	delete	element	T	0	RET	$ != null
17268	83	12	AVLTree.java	delete	node	Node	0	NIL-FOR	$ != null
559	86	16	AVLTree.java	delete	THIS	AVLTree	1	RET	node.$.element == element
559	86	16	AVLTree.java	delete	node	Node	1	RET	$.element == element
559	86	16	AVLTree.java	delete	element	T	1	RET	node.element == $
560	89	23	AVLTree.java	delete	THIS	AVLTree	0	RET	node.$.element.compareTo(element) > 0
560	89	23	AVLTree.java	delete	node	Node	0	RET	$.element.compareTo(element) > 0
560	89	23	AVLTree.java	delete	element	T	0	RET	node.element.compareTo($) > 0
17269	153	8	AVLTree.java	getNotSmaller	node	Node	0	NIL-FOR	$ != null
561	154	12	AVLTree.java	getNotSmaller	THIS	AVLTree	1	RET	node.$.element.compareTo(reference) < 0
561	154	12	AVLTree.java	getNotSmaller	node	Node	1	RET	$.element.compareTo(reference) < 0
561	154	12	AVLTree.java	getNotSmaller	reference	T	1	RET	node.element.compareTo($) < 0
562	155	16	AVLTree.java	getNotSmaller	THIS	AVLTree	0	RET	node.$.right == null
562	155	16	AVLTree.java	getNotSmaller	node	Node	0	RET	$.right == null
563	161	16	AVLTree.java	getNotSmaller	THIS	AVLTree	0	RET	node.$.left == null
563	161	16	AVLTree.java	getNotSmaller	node	Node	0	RET	$.left == null
17270	184	8	AVLTree.java	getNotLarger	node	Node	0	NIL-FOR	$ != null
564	185	12	AVLTree.java	getNotLarger	THIS	AVLTree	1	RET	node.$.element.compareTo(reference) > 0
564	185	12	AVLTree.java	getNotLarger	node	Node	1	RET	$.element.compareTo(reference) > 0
564	185	12	AVLTree.java	getNotLarger	reference	T	1	RET	node.element.compareTo($) > 0
565	186	16	AVLTree.java	getNotLarger	THIS	AVLTree	0	RET	node.$.left == null
565	186	16	AVLTree.java	getNotLarger	node	Node	0	RET	$.left == null
566	192	16	AVLTree.java	getNotLarger	THIS	AVLTree	0	RET	node.$.right == null
566	192	16	AVLTree.java	getNotLarger	node	Node	0	RET	$.right == null
1518	77	8	AbstractFieldMatrix.java	AbstractFieldMatrix	rowDimension	int	0	NotStrictlyPositiveException	$ <= 0
1519	81	8	AbstractFieldMatrix.java	AbstractFieldMatrix	columnDimension	int	0	NotStrictlyPositiveException	$ <= 0
1520	99	8	AbstractFieldMatrix.java	extractField	d	T[][]	0	NullArgumentException	$ == null
1521	102	8	AbstractFieldMatrix.java	extractField	THIS	AbstractFieldMatrix	0	NoDataException	d.$.length == 0
1521	102	8	AbstractFieldMatrix.java	extractField	d	T[][]	0	NoDataException	$.length == 0
1522	105	8	AbstractFieldMatrix.java	extractField	THIS	AbstractFieldMatrix	0	NoDataException	d[0].length == 0
1522	105	8	AbstractFieldMatrix.java	extractField	d	T[][]	0	NoDataException	$[0].length == 0
1523	121	8	AbstractFieldMatrix.java	extractField	THIS	AbstractFieldMatrix	0	NoDataException	d.$.length == 0
1523	121	8	AbstractFieldMatrix.java	extractField	d	T[]	0	NoDataException	$.length == 0
17768	184	8	AbstractFieldMatrix.java	add	row	int	0	NIL-FOR	$ < rowCount
17768	184	8	AbstractFieldMatrix.java	add	rowCount	int	0	NIL-FOR	row < $
17769	185	12	AbstractFieldMatrix.java	add	col	int	0	NIL-FOR	$ < columnCount
