id	line	column	filename	methodname	varname	vartype	else	return	right
532	62	8	AVLTree.java	insert	element	T	0	DEF	$ != null
533	63	12	AVLTree.java	insert	THIS	AVLTree	1	DEF	$.top == null
534	82	8	AVLTree.java	delete	element	T	0	RET	$ != null
20923	83	12	AVLTree.java	delete	node	Node	0	NIL-FOR	$ != null
535	86	16	AVLTree.java	delete	THIS	AVLTree	1	RET	node.$.element == element
535	86	16	AVLTree.java	delete	node	Node	1	RET	$.element == element
535	86	16	AVLTree.java	delete	element	T	1	RET	node.element == $
536	89	23	AVLTree.java	delete	THIS	AVLTree	0	RET	node.$.element.compareTo(element) > 0
536	89	23	AVLTree.java	delete	node	Node	0	RET	$.element.compareTo(element) > 0
536	89	23	AVLTree.java	delete	element	T	0	RET	node.element.compareTo($) > 0
20924	153	8	AVLTree.java	getNotSmaller	node	Node	0	NIL-FOR	$ != null
537	154	12	AVLTree.java	getNotSmaller	THIS	AVLTree	1	RET	node.$.element.compareTo(reference) < 0
537	154	12	AVLTree.java	getNotSmaller	node	Node	1	RET	$.element.compareTo(reference) < 0
537	154	12	AVLTree.java	getNotSmaller	reference	T	1	RET	node.element.compareTo($) < 0
538	155	16	AVLTree.java	getNotSmaller	THIS	AVLTree	0	RET	node.$.right == null
538	155	16	AVLTree.java	getNotSmaller	node	Node	0	RET	$.right == null
539	161	16	AVLTree.java	getNotSmaller	THIS	AVLTree	0	RET	node.$.left == null
539	161	16	AVLTree.java	getNotSmaller	node	Node	0	RET	$.left == null
20925	184	8	AVLTree.java	getNotLarger	node	Node	0	NIL-FOR	$ != null
540	185	12	AVLTree.java	getNotLarger	THIS	AVLTree	1	RET	node.$.element.compareTo(reference) > 0
540	185	12	AVLTree.java	getNotLarger	node	Node	1	RET	$.element.compareTo(reference) > 0
540	185	12	AVLTree.java	getNotLarger	reference	T	1	RET	node.element.compareTo($) > 0
541	186	16	AVLTree.java	getNotLarger	THIS	AVLTree	0	RET	node.$.left == null
541	186	16	AVLTree.java	getNotLarger	node	Node	0	RET	$.left == null
542	192	16	AVLTree.java	getNotLarger	THIS	AVLTree	0	RET	node.$.right == null
542	192	16	AVLTree.java	getNotLarger	node	Node	0	RET	$.right == null
1329	76	8	AbstractFieldMatrix.java	AbstractFieldMatrix	rowDimension	int	0	NotStrictlyPositiveException	$ <= 0
