id	line	column	filename	methodname	varname	vartype	else	return	right
325	61	8	AbstractContinuousDistribution.java	inverseCumulativeProbability	p	double	0	IllegalArgumentException	$ > 1.0
325	61	8	AbstractContinuousDistribution.java	inverseCumulativeProbability	p	double	0	IllegalArgumentException	$ < 0.0
326	96	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	rootFindingFunction	UnivariateRealFunction	0	RET	Math.abs($.value(lowerBound)) < 1E-6
326	96	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	lowerBound	double	0	RET	Math.abs(rootFindingFunction.value($)) < 1E-6
327	99	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	rootFindingFunction	UnivariateRealFunction	0	RET	Math.abs($.value(upperBound)) < 1E-6
327	99	12	AbstractContinuousDistribution.java	inverseCumulativeProbability	upperBound	double	0	RET	Math.abs(rootFindingFunction.value($)) < 1E-6
357	60	8	AbstractDistribution.java	cumulativeProbability	x0	double	0	IllegalArgumentException	$ > x1
357	60	8	AbstractDistribution.java	cumulativeProbability	x1	double	0	IllegalArgumentException	x0 > $
43654	77	8	AbstractEstimator.java	updateJacobian	THIS	AbstractEstimator	0	NIL-FOR	i < $.rows
43654	77	8	AbstractEstimator.java	updateJacobian	i	int	0	NIL-FOR	$ < rows
43655	80	12	AbstractEstimator.java	updateJacobian	THIS	AbstractEstimator	0	NIL-FOR	j < $.cols
43655	80	12	AbstractEstimator.java	updateJacobian	j	int	0	NIL-FOR	$ < cols
944	101	8	AbstractEstimator.java	updateResidualsAndCost	THIS	AbstractEstimator	0	EstimationException	++$.costEvaluations > $.maxCostEval
43656	107	8	AbstractEstimator.java	updateResidualsAndCost	THIS	AbstractEstimator	0	NIL-FOR	i < $.rows
43656	107	8	AbstractEstimator.java	updateResidualsAndCost	i	int	0	NIL-FOR	$ < rows
43657	131	8	AbstractEstimator.java	getRMS	THIS	AbstractEstimator	0	NIL-FOR	i < wm.$.length
43657	131	8	AbstractEstimator.java	getRMS	i	int	0	NIL-FOR	$ < wm.length
43657	131	8	AbstractEstimator.java	getRMS	wm	WeightedMeasurement[]	0	NIL-FOR	i < $.length
43658	146	8	AbstractEstimator.java	getChiSquare	THIS	AbstractEstimator	0	NIL-FOR	i < wm.$.length
43658	146	8	AbstractEstimator.java	getChiSquare	i	int	0	NIL-FOR	$ < wm.length
43658	146	8	AbstractEstimator.java	getChiSquare	wm	WeightedMeasurement[]	0	NIL-FOR	i < $.length
43659	171	8	AbstractEstimator.java	getCovariances	i	int	0	NIL-FOR	$ < cols
43659	171	8	AbstractEstimator.java	getCovariances	cols	int	0	NIL-FOR	i < $
43660	172	12	AbstractEstimator.java	getCovariances	j	int	0	NIL-FOR	$ < cols
43660	172	12	AbstractEstimator.java	getCovariances	cols	int	0	NIL-FOR	j < $
43661	174	16	AbstractEstimator.java	getCovariances	k	int	0	NIL-FOR	$ < max
43661	174	16	AbstractEstimator.java	getCovariances	max	int	0	NIL-FOR	k < $
945	207	8	AbstractEstimator.java	guessParametersErrors	m	int	0	EstimationException	$ <= p
945	207	8	AbstractEstimator.java	guessParametersErrors	p	int	0	EstimationException	m <= $
43662	214	8	AbstractEstimator.java	guessParametersErrors	THIS	AbstractEstimator	0	NIL-FOR	i < errors.$.length
43662	214	8	AbstractEstimator.java	guessParametersErrors	i	int	0	NIL-FOR	$ < errors.length
43662	214	8	AbstractEstimator.java	guessParametersErrors	errors	double[]	0	NIL-FOR	i < $.length
284	78	8	AbstractIntegerDistribution.java	cumulativeProbability	x0	double	0	IllegalArgumentException	$ > x1
284	78	8	AbstractIntegerDistribution.java	cumulativeProbability	x1	double	0	IllegalArgumentException	x0 > $
285	82	8	AbstractIntegerDistribution.java	cumulativeProbability	x0	double	1	RET	Math.floor($) < $
286	116	8	AbstractIntegerDistribution.java	probability	fl	double	1	RET	$ == x
286	116	8	AbstractIntegerDistribution.java	probability	x	double	1	RET	fl == $
