AbstractCompiler.java,compile,matcher,Matcher,1,DEF,$.find()=0.686630368233,$ != null=0.0269357096404,$ == null=0.0263529792428,i.compareAndSet(current, $)=0.00301475659944,i.compareAndSet($, next)=0.0021809914615,str.charAt(off+$-2) == pc=0.00214350479655,$.length() < 64=0.00210207165219,$.isDebugEnabled()=0.00205352716148,$ != 0=0.00196630973369,code.$.length < 64=0.00192048912868,
AbstractCompiler.java,compile,matcher,Matcher,1,DEF,$.find()=0.686630368233,$ != null=0.0269357096404,$ == null=0.0263529792428,i.compareAndSet(current, $)=0.00301475659944,i.compareAndSet($, next)=0.0021809914615,str.charAt(off+$-2) == pc=0.00214350479655,$.length() < 64=0.00210207165219,$.isDebugEnabled()=0.00205352716148,$ != 0=0.00196630973369,code.$.length < 64=0.00192048912868,
ActivateComparator.java,compare,o1,Object,0,RET,$ == null=0.538138329983,$ != null=0.0387068800628,i.compareAndSet(current, $)=0.0290019214153,$ instanceof Number=0.00847362726927,$ instanceof JavaBeanDescriptor=0.00820728763938,$ instanceof String=0.00628291768953,$.getClass().isArray()=0.00573646929115,$.length == 0=0.00523957330734,i.compareAndSet($, next)=0.00441333511844,$.length > 0=0.00357386749238,
ActivateComparator.java,compare,o2,Object,0,RET,$ == null=0.538911879063,$ != null=0.0387625209987,i.compareAndSet(current, $)=0.0264977253973,$ instanceof JavaBeanDescriptor=0.00821908563375,$ instanceof Number=0.00738455727696,$.getClass().isArray()=0.00637266226113,$ instanceof String=0.0062919491902,$.length == 0=0.00524710537866,i.compareAndSet($, next)=0.00441967928782,$.length > 0=0.00357900490053,
ActivateComparator.java,compare,o1,Object,0,RET,$ == null=0.538138329983,$ != null=0.0387068800628,i.compareAndSet(current, $)=0.0290019214153,$ instanceof Number=0.00847362726927,$ instanceof JavaBeanDescriptor=0.00820728763938,$ instanceof String=0.00628291768953,$.getClass().isArray()=0.00573646929115,$.length == 0=0.00523957330734,i.compareAndSet($, next)=0.00441333511844,$.length > 0=0.00357386749238,
ActivateComparator.java,compare,o2,Object,0,RET,$ == null=0.538911879063,$ != null=0.0387625209987,i.compareAndSet(current, $)=0.0264977253973,$ instanceof JavaBeanDescriptor=0.00821908563375,$ instanceof Number=0.00738455727696,$.getClass().isArray()=0.00637266226113,$ instanceof String=0.0062919491902,$.length == 0=0.00524710537866,i.compareAndSet($, next)=0.00441967928782,$.length > 0=0.00357900490053,
ActivateComparator.java,compare,THIS,ActivateComparator,0,RET,$.after().length > 0=0.0714009180665,$.before().length > 0=0.0709981992841,$.i.compareAndSet(current, next)=0.0636551231146,i<pts.$.length=0.0197622478008,i < pts.$.length=0.0168343707919,i.compareAndSet($, next)=0.0144234057516,cs.$.length == 0=0.0123556545004,ets.$.length > 0=0.0109364762902,$.isEnum()=0.00893871020526,i.compareAndSet(current, $)=0.00888837128878,
ActivateComparator.java,compare,THIS,ActivateComparator,0,RET,$.after().length > 0=0.0714009180665,$.before().length > 0=0.0709981992841,$.i.compareAndSet(current, next)=0.0636551231146,i<pts.$.length=0.0197622478008,i < pts.$.length=0.0168343707919,i.compareAndSet($, next)=0.0144234057516,cs.$.length == 0=0.0123556545004,ets.$.length > 0=0.0109364762902,$.isEnum()=0.00893871020526,i.compareAndSet(current, $)=0.00888837128878,
ActivateComparator.java,compare,THIS,ActivateComparator,0,RET,$.after().length > 0=0.0714009180665,$.before().length > 0=0.0709981992841,$.i.compareAndSet(current, next)=0.0636551231146,i<pts.$.length=0.0197622478008,i < pts.$.length=0.0168343707919,i.compareAndSet($, next)=0.0144234057516,cs.$.length == 0=0.0123556545004,ets.$.length > 0=0.0109364762902,$.isEnum()=0.00893871020526,i.compareAndSet(current, $)=0.00888837128878,
ActivateComparator.java,compare,THIS,ActivateComparator,0,RET,$.after().length > 0=0.0714009180665,$.before().length > 0=0.0709981992841,$.i.compareAndSet(current, next)=0.0636551231146,i<pts.$.length=0.0197622478008,i < pts.$.length=0.0168343707919,i.compareAndSet($, next)=0.0144234057516,cs.$.length == 0=0.0123556545004,ets.$.length > 0=0.0109364762902,$.isEnum()=0.00893871020526,i.compareAndSet(current, $)=0.00888837128878,
ActivateComparator.java,compare,a1,Activate,0,RET,$.before().length > 0=0.114619515836,$.after().length > 0=0.0954417809844,$.i.compareAndSet(current, next)=0.0356650948524,i.compareAndSet($, next)=0.0148238623515,i<pts.$.length=0.0117021910846,$.isEnum()=0.0091868871823,i.compareAndSet(current, $)=0.00913515128195,$.isPrimitive()=0.0087055452168,a1.after().length > 0=0.00862627197057,$.isInterface()=0.00806623138487,
ActivateComparator.java,compare,a1,Activate,0,RET,$.before().length > 0=0.114619515836,$.after().length > 0=0.0954417809844,$.i.compareAndSet(current, next)=0.0356650948524,i.compareAndSet($, next)=0.0148238623515,i<pts.$.length=0.0117021910846,$.isEnum()=0.0091868871823,i.compareAndSet(current, $)=0.00913515128195,$.isPrimitive()=0.0087055452168,a1.after().length > 0=0.00862627197057,$.isInterface()=0.00806623138487,
ActivateComparator.java,compare,a2,Activate,0,RET,$.before().length > 0=0.114296838641,$.after().length > 0=0.100483477116,$.i.compareAndSet(current, next)=0.0355646908283,i.compareAndSet($, next)=0.0147821307182,i<pts.$.length=0.0108772814274,$.isEnum()=0.0091610243544,i.compareAndSet(current, $)=0.0091094346717,$.isPrimitive()=0.00868103653193,a1.after().length > 0=0.00860198773444,$.isInterface()=0.00804352387786,
ActivateComparator.java,compare,a2,Activate,0,RET,$.before().length > 0=0.114296838641,$.after().length > 0=0.100483477116,$.i.compareAndSet(current, next)=0.0355646908283,i.compareAndSet($, next)=0.0147821307182,i<pts.$.length=0.0108772814274,$.isEnum()=0.0091610243544,i.compareAndSet(current, $)=0.0091094346717,$.isPrimitive()=0.00868103653193,a1.after().length > 0=0.00860198773444,$.isInterface()=0.00804352387786,
ActivateComparator.java,compare,THIS,ActivateComparator,0,RET,$.after().length > 0=0.0714009180665,$.before().length > 0=0.0709981992841,$.i.compareAndSet(current, next)=0.0636551231146,i<pts.$.length=0.0197622478008,i < pts.$.length=0.0168343707919,i.compareAndSet($, next)=0.0144234057516,cs.$.length == 0=0.0123556545004,ets.$.length > 0=0.0109364762902,$.isEnum()=0.00893871020526,i.compareAndSet(current, $)=0.00888837128878,
ActivateComparator.java,compare,THIS,ActivateComparator,0,RET,$.after().length > 0=0.0714009180665,$.before().length > 0=0.0709981992841,$.i.compareAndSet(current, next)=0.0636551231146,i<pts.$.length=0.0197622478008,i < pts.$.length=0.0168343707919,i.compareAndSet($, next)=0.0144234057516,cs.$.length == 0=0.0123556545004,ets.$.length > 0=0.0109364762902,$.isEnum()=0.00893871020526,i.compareAndSet(current, $)=0.00888837128878,
ActivateComparator.java,compare,a1,Activate,0,RET,$.before().length > 0=0.114619515836,$.after().length > 0=0.0954417809844,$.i.compareAndSet(current, next)=0.0356650948524,i.compareAndSet($, next)=0.0148238623515,i<pts.$.length=0.0117021910846,$.isEnum()=0.0091868871823,i.compareAndSet(current, $)=0.00913515128195,$.isPrimitive()=0.0087055452168,a1.after().length > 0=0.00862627197057,$.isInterface()=0.00806623138487,
ActivateComparator.java,compare,a1,Activate,0,RET,$.before().length > 0=0.114619515836,$.after().length > 0=0.0954417809844,$.i.compareAndSet(current, next)=0.0356650948524,i.compareAndSet($, next)=0.0148238623515,i<pts.$.length=0.0117021910846,$.isEnum()=0.0091868871823,i.compareAndSet(current, $)=0.00913515128195,$.isPrimitive()=0.0087055452168,a1.after().length > 0=0.00862627197057,$.isInterface()=0.00806623138487,
ActivateComparator.java,compare,n2,String,0,RET,$ == null=0.239593848586,$ != null=0.0453173555434,$.length() == 0=0.0234506130219,$.length() > 0=0.0181016456336,i.compareAndSet(current, $)=0.0125589594245,$.length == 0=0.0104294074699,i.compareAndSet($, next)=0.00807021744549,float.equals($)=0.00752710504457,byte.equals($)=0.00619417754933,double.equals($)=0.00602039601654,
ActivateComparator.java,compare,n2,String,0,RET,$ == null=0.239593848586,$ != null=0.0453173555434,$.length() == 0=0.0234506130219,$.length() > 0=0.0181016456336,i.compareAndSet(current, $)=0.0125589594245,$.length == 0=0.0104294074699,i.compareAndSet($, next)=0.00807021744549,float.equals($)=0.00752710504457,byte.equals($)=0.00619417754933,double.equals($)=0.00602039601654,
ActivateComparator.java,compare,THIS,ActivateComparator,0,RET,$.after().length > 0=0.0714009180665,$.before().length > 0=0.0709981992841,$.i.compareAndSet(current, next)=0.0636551231146,i<pts.$.length=0.0197622478008,i < pts.$.length=0.0168343707919,i.compareAndSet($, next)=0.0144234057516,cs.$.length == 0=0.0123556545004,ets.$.length > 0=0.0109364762902,$.isEnum()=0.00893871020526,i.compareAndSet(current, $)=0.00888837128878,
ActivateComparator.java,compare,THIS,ActivateComparator,0,RET,$.after().length > 0=0.0714009180665,$.before().length > 0=0.0709981992841,$.i.compareAndSet(current, next)=0.0636551231146,i<pts.$.length=0.0197622478008,i < pts.$.length=0.0168343707919,i.compareAndSet($, next)=0.0144234057516,cs.$.length == 0=0.0123556545004,ets.$.length > 0=0.0109364762902,$.isEnum()=0.00893871020526,i.compareAndSet(current, $)=0.00888837128878,
ActivateComparator.java,compare,a2,Activate,0,RET,$.before().length > 0=0.114296838641,$.after().length > 0=0.100483477116,$.i.compareAndSet(current, next)=0.0355646908283,i.compareAndSet($, next)=0.0147821307182,i<pts.$.length=0.0108772814274,$.isEnum()=0.0091610243544,i.compareAndSet(current, $)=0.0091094346717,$.isPrimitive()=0.00868103653193,a1.after().length > 0=0.00860198773444,$.isInterface()=0.00804352387786,
ActivateComparator.java,compare,a2,Activate,0,RET,$.before().length > 0=0.114296838641,$.after().length > 0=0.100483477116,$.i.compareAndSet(current, next)=0.0355646908283,i.compareAndSet($, next)=0.0147821307182,i<pts.$.length=0.0108772814274,$.isEnum()=0.0091610243544,i.compareAndSet(current, $)=0.0091094346717,$.isPrimitive()=0.00868103653193,a1.after().length > 0=0.00860198773444,$.isInterface()=0.00804352387786,
ActivateComparator.java,compare,n1,String,0,RET,$ == null=0.241020426154,$ != null=0.045587182045,$.length() == 0=0.0226207412779,$.length() > 0=0.0182094275951,i.compareAndSet(current, $)=0.0126337371767,$.length == 0=0.0104915052652,i.compareAndSet($, next)=0.00811826903373,float.equals($)=0.00757192261517,byte.equals($)=0.00623105838895,double.equals($)=0.00605624262244,
ActivateComparator.java,compare,n1,String,0,RET,$ == null=0.241020426154,$ != null=0.045587182045,$.length() == 0=0.0226207412779,$.length() > 0=0.0182094275951,i.compareAndSet(current, $)=0.0126337371767,$.length == 0=0.0104915052652,i.compareAndSet($, next)=0.00811826903373,float.equals($)=0.00757192261517,byte.equals($)=0.00623105838895,double.equals($)=0.00605624262244,
AdaptiveCompiler.java,compile,name,String,1,DEF,$ != null=0.172509074211,$.length() > 0=0.0694491639733,$ == null=0.0412442088127,float.equals($)=0.023317899555,byte.equals($)=0.0231827255338,char.equals($)=0.0209486372769,int.equals($)=0.020796796307,long.equals($)=0.019470339641,boolean.equals($)=0.0189079996198,double.equals($)=0.0185163039714,
AdaptiveCompiler.java,compile,name,String,1,DEF,$ != null=0.172509074211,$.length() > 0=0.0694491639733,$ == null=0.0412442088127,float.equals($)=0.023317899555,byte.equals($)=0.0231827255338,char.equals($)=0.0209486372769,int.equals($)=0.020796796307,long.equals($)=0.019470339641,boolean.equals($)=0.0189079996198,double.equals($)=0.0185163039714,
AdaptiveExtensionFactory.java,getExtension,extension,T,0,RET,$ != null=0.422297805548,$ == null=0.0433198176324,i.compareAndSet(current, $)=0.0118541903794,i.compareAndSet($, next)=0.0108763733879,$<num=0.00509499851614,$.length > 0=0.00497828796506,$.length() == 0=0.00407576328143,$.length == 0=0.00359177216887,$<fns.length=0.0031469555106,$ instanceof ParameterizedType=0.00310612330213,
Assert.java,notNull,obj,Object,0,IllegalArgumentException,$ == null=0.461839646101,$ != null=0.0886890217662,i.compareAndSet(current, $)=0.0169402789325,$.getClass().isArray()=0.014471787028,$.length > 0=0.0124768754467,$.length > 1=0.0117157353088,$ instanceof String=0.00843196734786,$ instanceof Number=0.00799192488194,$ instanceof JavaBeanDescriptor=0.00512406695634,Modifier.isStatic($)=0.00351727218367,
AtomicPositiveInteger.java,getAndIncrement,THIS,AtomicPositiveInteger,0,RET,$.i.compareAndSet(current, next)=0.479650527239,$.before().length > 0=0.0117988856509,i.compareAndSet($, next)=0.0105309411883,i<pts.$.length=0.00911449082196,cs.$.length == 0=0.00902121700346,$.after().length > 0=0.00891636870801,$ != null=0.00733515713364,i.compareAndSet(current, $)=0.00648965220898,$.isInterface()=0.00575412623584,$.isEnum()=0.00549382623285,
AtomicPositiveInteger.java,getAndIncrement,current,int,0,RET,i.compareAndSet($, next)=0.533997058868,i.compareAndSet(current, $)=0.0291555840522,$ < 0=0.0216820202768,$<num=0.0112004391849,$<pts.length=0.0110588446259,$ == 0=0.00711865304038,off + $ > str.length()=0.00651172781363,$ > 0=0.00540264323354,$ < pts.length=0.00401573814452,null != $=0.00398359866813,
AtomicPositiveInteger.java,getAndIncrement,next,int,0,RET,i.compareAndSet(current, $)=0.494316011667,i.compareAndSet($, next)=0.0363179035485,$ < 0=0.0320010222495,i<$=0.0103021152318,$<pts.length=0.00683411490172,off + $ > str.length()=0.00655350554734,$ <= 0=0.00632293429226,$ == 0=0.00610610144213,$<num=0.00564628047869,$ > 0=0.00522773107514,
AtomicPositiveInteger.java,getAndDecrement,THIS,AtomicPositiveInteger,0,RET,$.i.compareAndSet(current, next)=0.478794872761,$.before().length > 0=0.0117778386921,i.compareAndSet($, next)=0.0105121545494,i<pts.$.length=0.00976084731519,cs.$.length == 0=0.00900512374938,$.after().length > 0=0.00890046358109,$ != null=0.00732207205147,i.compareAndSet(current, $)=0.00647807586938,$.isInterface()=0.00574386166409,$.isEnum()=0.0054840259254,
AtomicPositiveInteger.java,getAndDecrement,current,int,0,RET,i.compareAndSet($, next)=0.533028185368,i.compareAndSet(current, $)=0.0291026830673,$ < 0=0.0216426793486,$<num=0.012444508262,$<pts.length=0.0110387792811,$ == 0=0.00710573652759,off + $ > str.length()=0.00649991258979,$ > 0=0.00539284059778,$ < pts.length=0.00400845194235,null != $=0.00397637067363,
AtomicPositiveInteger.java,getAndDecrement,next,int,0,RET,i.compareAndSet(current, $)=0.494542866945,i.compareAndSet($, next)=0.0363345704973,$ < 0=0.0301797818393,i<$=0.0103068426251,$<pts.length=0.00683725066483,off + $ > str.length()=0.00655651278794,$ <= 0=0.00632583582774,$<num=0.00628772145137,$ == 0=0.00610890332609,$ > 0=0.00523013016209,
AtomicPositiveInteger.java,incrementAndGet,THIS,AtomicPositiveInteger,0,RET,$.i.compareAndSet(current, next)=0.43974006176,cs.$.length == 0=0.0138624440879,i.compareAndSet($, next)=0.0106817958876,$.isInterface()=0.0104219801724,$.isPrimitive()=0.00946554355323,$ == char.class=0.00931874476373,$ == double.class=0.00901119504124,i<pts.$.length=0.00798390898854,$ == boolean.class=0.00778573425487,$.before().length > 0=0.00757870450616,
AtomicPositiveInteger.java,incrementAndGet,current,int,0,RET,i.compareAndSet($, next)=0.527131438255,$ < 0=0.0334348492324,i.compareAndSet(current, $)=0.0296954307705,$<num=0.0118829282001,$ > 0=0.00896916724741,$<pts.length=0.00776448147371,$ == 0=0.00755242211744,$.length == 0=0.00649155164137,off + $ > str.length()=0.00543956179172,$ <= 0=0.00457615591586,
AtomicPositiveInteger.java,incrementAndGet,next,int,0,RET,i.compareAndSet(current, $)=0.490658223629,$ < 0=0.0494993887842,i.compareAndSet($, next)=0.0349387452006,i<$=0.0121377529576,$ <= 0=0.00986806862056,$ > 0=0.00844199117273,$ == 0=0.0063133360818,$<num=0.00583790941164,off + $ > str.length()=0.00533516705036,$.length == 0=0.00529634999111,
AtomicPositiveInteger.java,decrementAndGet,THIS,AtomicPositiveInteger,0,RET,$.i.compareAndSet(current, next)=0.431254267693,$.before().length > 0=0.0142005067319,i<pts.$.length=0.01222284697,$.after().length > 0=0.0111843589693,i.compareAndSet($, next)=0.0106117706746,cs.$.length == 0=0.00909045897424,i.compareAndSet(current, $)=0.00653946353123,$.isPrimitive()=0.00599567452446,$.isInterface()=0.00579829188064,i < pts.$.length=0.00573597243056,
AtomicPositiveInteger.java,decrementAndGet,current,int,0,RET,i.compareAndSet($, next)=0.513983845711,i.compareAndSet(current, $)=0.0280628856272,$ < 0=0.0154478624463,$<num=0.0143607202917,$<pts.length=0.0128962928429,$ == 0=0.00821359083056,off + $ > str.length()=0.00651687150821,$ < pts.length=0.00604913849384,$ > 0=0.00558642903343,$ < logList.size()=0.00508374720812,
AtomicPositiveInteger.java,decrementAndGet,next,int,0,RET,i.compareAndSet(current, $)=0.475186347961,i.compareAndSet($, next)=0.0349124260247,$ < 0=0.0251803640276,i<$=0.00990343093872,$<pts.length=0.00795950461179,$<num=0.00723022921011,$ == 0=0.00701052928343,off + $ > str.length()=0.00655036093667,$ > 0=0.00586510449648,$ < pts.length=0.00548965716735,
AtomicPositiveInteger.java,set,newValue,int,0,IllegalArgumentException,$ < 0=0.798982620239,i.compareAndSet($, next)=0.00931262504309,i.compareAndSet(current, $)=0.0090844836086,$ == -1=0.0026785095688,off + $ > str.length()=0.00210045953281,i<$=0.00176460249349,Modifier.isStatic($)=0.00160299288109,$ == 1=0.00160186423454,$ != 0=0.00149234081618,$ > 0=0.00148150126915,
AtomicPositiveInteger.java,getAndSet,newValue,int,0,IllegalArgumentException,$ < 0=0.753450393677,i.compareAndSet($, next)=0.0139178466052,i.compareAndSet(current, $)=0.0131586724892,off + $ > str.length()=0.00370959425345,$ != 0=0.00293633760884,$ == 1=0.00284032500349,i<$=0.00229574833065,$ == null=0.00199954491109,$ + len > str.length()=0.0019987707492,$.length > 0=0.00191099010408,
AtomicPositiveInteger.java,getAndAdd,delta,int,0,IllegalArgumentException,$ < 0=0.441931754351,i.compareAndSet($, next)=0.036413744092,i.compareAndSet(current, $)=0.0236226189882,off + $ > str.length()=0.00877351779491,$ >= 0=0.00844748225063,$<num=0.00779843470082,$ != 0=0.00763627421111,$ == 1=0.00717258267105,$<pts.length=0.00711148697883,$ + len > str.length()=0.00381301902235,
AtomicPositiveInteger.java,getAndAdd,THIS,AtomicPositiveInteger,0,RET,$.i.compareAndSet(current, next)=0.478466749191,$.before().length > 0=0.011769765988,i.compareAndSet($, next)=0.0105049498379,i<pts.$.length=0.00975415762514,cs.$.length == 0=0.008998952806,$.after().length > 0=0.00889436341822,$ != null=0.00731705361977,i.compareAndSet(current, $)=0.00647363578901,$.isInterface()=0.00573992496356,$.isEnum()=0.00548026710749,
AtomicPositiveInteger.java,getAndAdd,current,int,0,RET,i.compareAndSet($, next)=0.531982421875,i.compareAndSet(current, $)=0.0290455874056,$ < 0=0.0226694457233,$<num=0.0124200936407,$<pts.length=0.0110171223059,$ == 0=0.00709179602563,off + $ > str.length()=0.0064871609211,$ > 0=0.00538226030767,$ < pts.length=0.00400058785453,null != $=0.00396856945008,
AtomicPositiveInteger.java,getAndAdd,next,int,0,RET,i.compareAndSet(current, $)=0.493331670761,i.compareAndSet($, next)=0.0362455844879,$ < 0=0.0315961167216,i<$=0.0102816000581,$<pts.length=0.0068205059506,off + $ > str.length()=0.00654045538977,$ <= 0=0.00631034374237,$<num=0.0062723220326,$ == 0=0.00609394209459,$ > 0=0.00521732121706,
AtomicPositiveInteger.java,addAndGet,delta,int,0,IllegalArgumentException,$ < 0=0.524477779865,i.compareAndSet($, next)=0.0244498439133,$<num=0.0189655665308,$ != 0=0.016716985032,i.compareAndSet(current, $)=0.0158613007516,$ == 1=0.0123245632276,off + $ > str.length()=0.00937335658818,$ > 0=0.00841273739934,$.length() < 64=0.00754633452743,$ >= 0=0.0070626353845,
AtomicPositiveInteger.java,addAndGet,THIS,AtomicPositiveInteger,0,RET,$.i.compareAndSet(current, next)=0.30190345645,$.before().length > 0=0.023610278964,$.after().length > 0=0.0215113367885,i<pts.$.length=0.0160169992596,i.compareAndSet($, next)=0.0116899497807,$.length() < 64=0.0104396222159,$<num=0.0103333760053,cs.$.length == 0=0.0100140692666,ets.$.length > 0=0.00949246715754,i < pts.$.length=0.00761481374502,
AtomicPositiveInteger.java,addAndGet,current,int,0,RET,i.compareAndSet($, next)=0.462228238583,$ < 0=0.0415946915746,$<num=0.0390869490802,i.compareAndSet(current, $)=0.0252370946109,$ > 0=0.0154298376292,$<pts.length=0.0130209531635,off + $ > str.length()=0.00896859634668,$ < pts.length=0.00814430322498,$ == 0=0.00738652376458,$ + len > str.length()=0.00604324508458,
AtomicPositiveInteger.java,addAndGet,next,int,0,RET,i.compareAndSet(current, $)=0.426741331816,$ < 0=0.0580951794982,i.compareAndSet($, next)=0.031353123486,$<num=0.0196517445147,$ > 0=0.0166485533118,i<$=0.0158507823944,off + $ > str.length()=0.0090021090582,$<pts.length=0.00802523549646,$ < pts.length=0.00738073838875,$ + len > str.length()=0.00724768685177,
AtomicPositiveInteger.java,compareAndSet,update,int,0,IllegalArgumentException,$ < 0=0.603956639767,$ != 0=0.0338798798621,i.compareAndSet(current, $)=0.0314801447093,$ == 1=0.0253219399601,i.compareAndSet($, next)=0.0136004332453,off + len > $.length()=0.0115013048053,$ == 3=0.00638736225665,$ == 2=0.00596892973408,$ + len > str.length()=0.0058107371442,off + $ > str.length()=0.00433671148494,
