row0.0,1.0,1=0.395,0=0.605
row2.0,1.0,1=0.995,0=0.005
row4.0,1.0,1=0.935,0=0.065
row5.0,1.0,1=0.995,0=0.005
row7.0,1.0,1=0.935,0=0.065
row9.0,1.0,1=0.424,0=0.576
row11.0,1.0,1=0.299,0=0.701
row13.0,1.0,1=0.988,0=0.012
row15.0,1.0,1=0.881,0=0.119
row16.0,1.0,1=0.988,0=0.012
row18.0,1.0,1=0.881,0=0.119
row19.0,1.0,1=0.650,0=0.350
row21.0,1.0,1=0.395,0=0.605
row23.0,1.0,1=0.323,0=0.677
row25.0,1.0,1=0.989,0=0.011
row27.0,1.0,1=0.917,0=0.083
row28.0,1.0,1=0.989,0=0.011
row30.0,1.0,1=0.917,0=0.083
row31.0,1.0,1=0.871,0=0.129
row35.0,1.0,1=0.728,0=0.272
row37.0,1.0,1=0.871,0=0.129
row38.0,1.0,1=0.728,0=0.272
row39.0,1.0,1=0.912,0=0.088
row40.0,1.0,1=0.894,0=0.106
row41.0,1.0,1=0.871,0=0.129
row42.0,1.0,1=0.728,0=0.272
row44.0,1.0,1=0.864,0=0.136
row46.0,1.0,1=0.884,0=0.116
row48.0,1.0,1=0.947,0=0.053
row50.0,1.0,1=0.337,0=0.663
row53.0,1.0,1=0.923,0=0.077
row60.0,1.0,1=0.337,0=0.663
row64.0,1.0,1=0.848,0=0.152
row67.0,1.0,1=0.332,0=0.668
row72.0,1.0,1=0.923,0=0.077
row81.0,1.0,1=0.456,0=0.544
row84.0,1.0,1=0.951,0=0.049
row91.0,1.0,1=0.456,0=0.544
row95.0,1.0,1=0.747,0=0.253
row98.0,1.0,1=0.415,0=0.585
row103.0,1.0,1=0.951,0=0.049
row112.0,1.0,1=0.217,0=0.783
row114.0,1.0,1=0.226,0=0.774
row116.0,1.0,1=0.332,0=0.668
row118.0,1.0,1=0.982,0=0.018
row124.0,1.0,1=0.982,0=0.018
row132.0,1.0,1=0.558,0=0.442
row135.0,1.0,1=0.180,0=0.820
row137.0,1.0,1=0.176,0=0.824
row144.0,1.0,1=0.896,0=0.104
row149.0,1.0,1=0.896,0=0.104
row154.0,1.0,1=0.372,0=0.628
row159.0,1.0,1=0.896,0=0.104
row160.0,1.0,1=0.967,0=0.033
row169.0,1.0,1=0.971,0=0.029
row178.0,1.0,1=0.574,0=0.426
row186.0,1.0,1=0.542,0=0.458
row203.0,1.0,1=0.896,0=0.104
row212.0,1.0,1=0.372,0=0.628
row214.0,1.0,1=0.443,0=0.557
row220.0,1.0,1=0.781,0=0.219
row222.0,1.0,1=0.951,0=0.049
row224.0,1.0,1=0.951,0=0.049
