0,978,492,330,0,2,480
0,928,293,29,0,2,480
0,1002,619,330,0,2,480
0,866,85,325,0,2,480
0,1140,89,328,0,2,480
0,1155,672,323,0,10,480
0,1154,672,323,0,10,480
0,409,0,0,0,10,3835
0,409,590,278,0,10,489
1,0,424,388,0,2,480
1,0,290,267,0,2,480
1,0,633,267,0,2,480
1,0,424,388,0,2,480
1,0,290,115,0,2,480
1,449,189,48,0,2,480
1,265,895,264,1,1,34
1,265,895,264,0,1,34
1,409,0,1,0,10,3835
1,409,590,278,0,10,489
2,1006,647,60,0,2,480
2,519,296,51,0,1,480
2,1053,577,504,0,1,4
2,841,577,504,0,1,4
2,641,698,69,0,1,480
2,1067,577,504,0,1,4
2,861,577,504,0,1,4
2,645,296,70,0,1,480
2,1068,577,504,0,1,4
2,862,577,504,0,1,4
2,669,182,48,1,1,34
2,332,602,311,1,1,413
2,332,602,311,0,1,414
2,332,621,289,0,1,480
2,332,786,391,0,1,480
2,367,678,323,0,10,1167
2,367,895,506,0,10,3892
2,367,602,311,1,1,413
2,367,602,311,0,1,414
2,367,621,289,0,1,480
2,367,786,391,0,1,480
2,335,128,512,0,10,61
2,335,602,311,1,1,413
2,335,602,311,0,1,414
2,335,602,311,1,1,413
2,335,602,311,0,1,414
2,335,420,388,0,1,34
2,370,493,245,1,10,923
2,370,895,506,0,10,3892
2,370,678,323,0,10,1167
2,370,602,311,1,1,413
2,370,602,311,0,1,414
2,370,420,388,0,1,34
2,370,602,311,1,1,413
2,370,602,311,0,1,414
2,370,616,289,1,1,749
2,370,802,171,0,1,34
2,370,602,311,1,1,414
2,370,775,506,0,1,3892
2,370,678,323,0,1,1166
2,370,244,506,0,1,3892
2,370,678,323,0,1,1161
2,370,775,506,0,1,3892
2,370,678,323,0,1,1166
2,370,244,506,0,1,3892
2,370,678,323,0,1,1161
2,370,420,388,0,1,34
2,195,602,311,1,1,413
2,195,602,311,0,1,414
2,210,602,311,1,1,413
2,210,602,311,0,1,414
2,534,616,60,0,10,480
2,534,0,2,0,10,1850
2,534,0,2,0,10,1852
2,534,740,512,0,10,3678
2,534,740,512,0,10,3679
2,409,0,2,0,10,3835
2,409,590,278,0,10,489
2,493,146,60,0,1,34
2,349,296,51,0,1,34
2,349,564,504,1,1,4
2,484,698,45,0,1,480
2,578,698,435,0,1,480
2,535,189,48,0,1,34
2,535,325,512,0,7,220
2,535,742,512,0,7,3562
2,535,325,512,0,1,3679
2,535,355,221,0,1,34
2,970,296,63,0,2,480
2,132,834,69,0,1,34
2,132,884,70,0,1,34
3,932,300,109,0,2,480
3,723,325,512,0,7,600
4,621,923,264,0,1,34
4,496,923,264,0,1,34
4,623,960,264,0,1,34
4,498,960,264,0,1,34
5,453,338,512,0,1,600
5,798,338,512,0,2,61
5,409,590,278,0,10,480
5,409,0,3,0,10,3835
5,409,590,278,0,10,489
5,409,460,512,0,7,3562
5,1178,325,512,0,7,106
5,1178,144,512,0,7,3562
5,1178,591,278,1,1,34
5,743,325,512,0,7,106
5,743,144,512,0,7,3562
5,743,338,512,0,1,5
6,1,424,388,0,2,480
6,1,582,267,0,2,480
6,1,632,267,0,2,480
6,265,895,264,1,1,34
6,265,895,264,0,1,34
6,265,888,506,0,1,516
6,450,189,299,0,1,34
6,409,0,4,0,10,3835
6,409,590,278,0,10,489
7,138,686,302,0,2,480
8,684,45,30,0,1,34
8,1069,577,504,0,1,4
8,855,577,504,0,1,4
8,685,45,30,0,1,34
8,1070,577,504,0,1,4
8,856,577,504,0,1,4
8,701,751,289,0,1,480
8,701,801,151,0,1,34
8,701,751,289,0,1,480
8,1061,577,504,0,1,4
8,847,577,504,0,1,4
8,698,743,289,0,1,480
8,698,801,151,0,1,34
8,698,743,289,0,1,480
8,1051,577,504,0,1,4
8,839,621,289,0,2,480
8,839,577,504,0,1,4
8,699,750,289,0,1,480
8,699,801,151,0,1,34
8,699,750,289,0,1,480
8,1059,577,504,0,1,4
8,845,621,289,0,2,480
